lon,lat,PGA-0.0004,PGA-0.00167,PGA-0.008
22.94757,40.63403,6.919231E-01,3.906652E-01,1.873589E-01
22.94799,40.63382,6.929532E-01,3.905225E-01,1.873508E-01
22.94840,40.63360,6.928741E-01,3.895854E-01,1.869978E-01
22.94882,40.63339,6.919312E-01,3.882616E-01,1.863400E-01
22.94923,40.63318,6.906021E-01,3.871474E-01,1.855013E-01
22.94965,40.63296,6.892544E-01,3.860342E-01,1.846468E-01
22.95007,40.63275,6.882800E-01,3.851525E-01,1.839242E-01
22.95048,40.63254,6.880165E-01,3.846725E-01,1.834485E-01
22.95090,40.63232,6.887479E-01,3.847155E-01,1.832923E-01
22.95131,40.63211,6.905038E-01,3.853056E-01,1.834856E-01
22.95173,40.63190,6.934049E-01,3.864835E-01,1.840459E-01
22.95214,40.63168,6.974041E-01,3.882285E-01,1.849636E-01
22.95256,40.63147,7.023743E-01,3.904793E-01,1.861859E-01
22.95297,40.63126,7.078894E-01,3.930275E-01,1.875811E-01
22.95339,40.63104,7.133319E-01,3.955268E-01,1.889298E-01
22.95384,40.63087,7.181805E-01,3.977204E-01,1.900784E-01
22.95429,40.63071,7.210374E-01,3.988493E-01,1.905983E-01
22.95474,40.63054,7.213191E-01,3.985901E-01,1.903067E-01
22.95519,40.63038,7.191523E-01,3.970581E-01,1.892572E-01
22.95562,40.63018,7.151964E-01,3.949983E-01,1.877539E-01
22.95603,40.62996,7.092292E-01,3.929716E-01,1.861901E-01
22.95644,40.62974,7.039769E-01,3.912720E-01,1.848488E-01
22.95685,40.62953,7.000081E-01,3.900827E-01,1.838432E-01
22.95726,40.62931,6.972657E-01,3.889796E-01,1.831523E-01
22.95768,40.62909,6.952627E-01,3.879899E-01,1.826515E-01
22.95809,40.62887,6.934283E-01,3.870875E-01,1.821997E-01
22.95849,40.62864,6.917372E-01,3.863049E-01,1.818138E-01
22.95884,40.62838,6.913702E-01,3.861997E-01,1.817668E-01
22.95915,40.62808,6.931444E-01,3.871319E-01,1.822307E-01
22.95940,40.62775,6.966527E-01,3.889003E-01,1.831075E-01
22.95965,40.62742,6.998169E-01,3.905025E-01,1.839014E-01
22.95990,40.62708,7.017924E-01,3.915340E-01,1.844151E-01
22.96015,40.62675,7.020847E-01,3.917538E-01,1.845282E-01
22.96040,40.62642,7.006172E-01,3.911206E-01,1.842243E-01
22.96065,40.62609,6.977248E-01,3.897815E-01,1.835799E-01
22.96090,40.62576,6.940138E-01,3.879830E-01,1.827376E-01
22.96115,40.62543,6.902236E-01,3.860286E-01,1.818731E-01
22.96140,40.62510,6.871073E-01,3.844568E-01,1.811660E-01
22.96165,40.62477,6.856796E-01,3.836231E-01,1.807688E-01
22.96188,40.62443,6.862439E-01,3.836720E-01,1.807954E-01
22.96207,40.62408,6.884621E-01,3.848211E-01,1.813477E-01
22.96220,40.62371,6.920216E-01,3.868653E-01,1.823329E-01
22.96228,40.62333,6.962667E-01,3.892544E-01,1.834730E-01
22.96235,40.62296,7.003253E-01,3.913927E-01,1.844572E-01
22.96242,40.62258,7.031723E-01,3.929032E-01,1.851513E-01
22.96250,40.62220,7.048768E-01,3.937755E-01,1.855713E-01
22.96257,40.62182,7.059335E-01,3.943036E-01,1.858344E-01
22.96264,40.62144,7.070525E-01,3.948550E-01,1.861083E-01
22.96271,40.62107,7.089106E-01,3.957591E-01,1.865537E-01
22.96279,40.62069,7.120089E-01,3.972545E-01,1.872887E-01
22.96286,40.62031,7.165462E-01,3.994221E-01,1.883609E-01
22.96293,40.61993,7.223603E-01,4.021615E-01,1.897274E-01
22.96300,40.61956,7.287830E-01,4.045803E-01,1.912339E-01
22.96307,40.61918,7.347515E-01,4.066281E-01,1.926270E-01
22.96313,40.61880,7.390150E-01,4.080305E-01,1.936132E-01
22.96306,40.61842,7.403784E-01,4.082931E-01,1.939145E-01
22.96293,40.61806,7.388003E-01,4.074309E-01,1.935219E-01
22.96274,40.61770,7.351136E-01,4.057450E-01,1.926313E-01
22.96249,40.61738,7.306049E-01,4.037573E-01,1.915480E-01
22.96214,40.61710,7.264694E-01,4.018782E-01,1.905554E-01
22.96177,40.61684,7.236482E-01,4.004754E-01,1.898722E-01
22.96141,40.61658,7.228233E-01,3.997915E-01,1.896567E-01
22.96104,40.61632,7.241666E-01,3.998712E-01,1.899480E-01
22.96068,40.61606,7.273760E-01,4.006234E-01,1.906734E-01
22.96031,40.61580,7.316234E-01,4.017209E-01,1.916391E-01
22.95994,40.61554,7.356983E-01,4.027449E-01,1.925602E-01
22.95958,40.61528,7.377303E-01,4.034308E-01,1.931297E-01
22.95921,40.61502,7.369810E-01,4.031830E-01,1.931230E-01
22.95885,40.61476,7.337537E-01,4.018578E-01,1.924968E-01
22.95848,40.61450,7.288685E-01,3.997059E-01,1.913932E-01
22.95812,40.61424,7.232485E-01,3.971916E-01,1.900648E-01
22.95775,40.61397,7.176296E-01,3.946965E-01,1.887407E-01
22.95741,40.61370,7.122076E-01,3.922917E-01,1.874513E-01
22.95725,40.61334,7.047059E-01,3.888618E-01,1.854843E-01
22.95721,40.61296,6.974196E-01,3.856017E-01,1.835186E-01
22.95724,40.61258,6.913733E-01,3.830518E-01,1.819754E-01
22.95726,40.61220,6.880340E-01,3.814945E-01,1.811028E-01
22.95729,40.61182,6.868864E-01,3.809645E-01,1.809301E-01
22.95732,40.61143,6.875865E-01,3.813673E-01,1.813651E-01
