lon,lat,slope,vs30,geology,xvf,region,vs30measured
22.926109,40.645276,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.926310484167363,40.645170847784,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.92651196832896,40.64506569571433,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.926713452075383,40.64496054241927,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.926914935789256,40.64485538918077,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.92711641910685,40.6447502347802,0.023780536,387.83325,UNKNOWN,-150.00000000000003,2,0
22.927317902374515,40.64464508037799,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.92751938526174,40.64453992486681,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.927720868079536,40.64443476928865,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.927922350540012,40.64432961267903,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.92812383290792,40.64422445592489,0.023780536,387.83325,UNKNOWN,-150.00000000000003,2,0
22.928325314941663,40.64411929821688,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.9285267968597,40.644014140286856,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.92872830759628,40.643909079144,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.928929831195862,40.64380406129976,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.929131338212976,40.64369898800414,0.023780536,387.83325,UNKNOWN,-150.00000000000003,2,0
22.92933283587661,40.64359388350458,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.929534323208404,40.64348874454596,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.92973580329282,40.64338358146644,0.023780536,387.83325,UNKNOWN,-150.00000000000003,2,0
22.929937261689943,40.643278345948254,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.93013870133792,40.64317304783561,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.930340133648528,40.64306772535159,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.930541558184643,40.64296237703471,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.93074298252448,40.64285702822794,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.93094440660932,40.64275167873494,0.023780536,387.83325,UNKNOWN,-150.00000000000003,2,0
22.93114583052074,40.64264632882842,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.93134725415435,40.642540978159424,0.023780536,387.83325,UNKNOWN,-150.00000000000003,2,0
22.93154867763733,40.64243562715317,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.931750100819663,40.64233027530808,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.9319515238742,40.64222492320208,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.932152946605253,40.64211957018094,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.93235436923134,40.64201421697517,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.932555791511096,40.64190886277794,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.932757213708708,40.64180350847239,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.9329586355372,40.64169815309921,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.93316013715416,40.64159306716183,0.015909912,419.27753,UNKNOWN,-150.0,2,0
22.933362164890656,40.64148976052756,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93356414879226,40.64138630511985,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.933765688218607,40.64128134443903,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93396721968441,40.64117635712688,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93416875072949,40.641071368567765,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93437028176523,40.64096638014242,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.934571785189757,40.640861299259385,0.029918209,415.19873,UNKNOWN,-149.99999999999997,2,0
22.934773287691595,40.64075621544777,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93497478689109,40.6406511207304,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.935176285761592,40.640546025075615,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93537778424486,40.64044092828819,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.935579282666737,40.640335831460426,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93578078072295,40.64023073357235,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.935982278695384,40.64012563556892,0.029918209,415.19873,UNKNOWN,-149.99999999999997,2,0
22.93618377632533,40.6400205365829,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.936385273848305,40.639915437403765,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93658677105198,40.63981033731981,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.936788268125508,40.63970523696504,0.029918209,415.19873,UNKNOWN,-150.00000000000003,2,0
22.936989764902897,40.639600135783134,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.937191261526944,40.63949503425268,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93739275787804,40.63938993197282,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93759425405262,40.63928482926676,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93779574997741,40.63917972588894,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.937997245702512,40.63907462200723,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.938198741200992,40.63896951753144,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.938400236476596,40.63886441247409,0.029918209,415.19873,UNKNOWN,-149.99999999999997,2,0
22.938601731548754,40.63875930690036,0.029918209,415.19873,UNKNOWN,-150.00000000000003,2,0
22.93880322637485,40.63865420066742,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.939004721020687,40.63854909399574,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93920621539729,40.63844398658719,0.029918209,415.19873,UNKNOWN,-149.99999999999997,2,0
22.93940770961677,40.63833887881753,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.93960920354385,40.63823377023334,0.029918209,415.19873,UNKNOWN,-149.99999999999997,2,0
22.93981069733697,40.63812866136569,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.94001219081452,40.63802355160591,0.029918209,415.19873,UNKNOWN,-149.99999999999997,2,0
22.940213684181277,40.63791844164026,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9404151772093,40.63781333070491,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.94061667014967,40.63770821964127,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.940818162728164,40.63760310753034,0.029918209,415.19873,UNKNOWN,-150.00000000000003,2,0
22.941019655242144,40.637497995368726,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.941221147371085,40.6373928820822,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.94142263945691,40.63728776881671,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.94162413113805,40.6371826543605,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.941825569484493,40.63707736274867,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.942026277852744,40.636969660977066,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.94222692796268,40.63686176980794,0.049822573,483.2445,UNKNOWN,-150.00000000000003,2,0
22.942426354857087,40.63674998572434,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.942625744520257,40.63663808380965,0.049822573,483.2445,UNKNOWN,-149.99999999999997,2,0
22.94282541796966,40.63652707030474,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9430251052892,40.63641610093911,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.94322615163385,40.63630950920455,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.943427275055942,40.63620317046888,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.94362839807161,40.63609683055878,0.049822573,483.2445,UNKNOWN,-150.00000000000003,2,0
22.94382952103941,40.63599049065979,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.94403064361386,40.63588414962957,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.944231766123288,40.63577780855377,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.944432888260597,40.635671466417016,0.049822573,483.2445,UNKNOWN,-150.00000000000003,2,0
22.944634010311653,40.63556512416446,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.94483513201181,40.63545878092112,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.945036253604467,40.63535243749175,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.945237374867464,40.63524609314184,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.94543849600172,40.63513974853571,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.94563961682754,40.635033403079184,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.94584073750338,40.63492705729625,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.946041857892016,40.634820710733166,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.946242978109463,40.63471436377352,0.049822573,483.2445,UNKNOWN,-149.99999999999997,2,0
22.94644445575878,40.63460921109866,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.946646191543007,40.63450492257482,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.94684803126865,40.63440098692441,0.049822573,483.2445,UNKNOWN,-150.0,2,0
