rlz_id,branch_path,weight
0,B~SIOFHA,1.2207031e-04
1,B~SGEHGA,1.2207031e-04
2,B~KKHGHA,1.2207031e-04
3,B~IKKGHA,1.2207031e-04
4,B~SKKHHA,1.2207031e-04
5,B~HJKHIA,1.2207031e-04
6,B~QHKFHA,1.2207031e-04
7,B~EEHHKA,1.2207031e-04
8,B~KNKBLA,1.2207031e-04
9,B~KEHKHA,1.2207031e-04
10,B~IKEDLA,1.2207031e-04
11,B~HGHHGA,1.2207031e-04
12,B~QGHLJA,1.2207031e-04
13,B~LLHEHA,1.2207031e-04
14,B~FHEKEA,1.2207031e-04
15,B~HHIDIA,1.2207031e-04
16,B~IHFEJA,1.2207031e-04
17,B~HKHHHA,1.2207031e-04
18,B~GDKHHA,1.2207031e-04
19,B~EHHEKA,1.2207031e-04
20,B~KEHIIA,1.2207031e-04
21,B~IHIEKA,1.2207031e-04
22,B~JKEHHA,1.2207031e-04
23,B~PIIGKA,1.2207031e-04
24,B~HJKEHA,1.2207031e-04
25,B~KKDHHA,1.2207031e-04
26,B~DHICLA,1.2207031e-04
27,B~IEHHHA,1.2207031e-04
28,B~QKEIIA,1.2207031e-04
29,B~IIGKHA,1.2207031e-04
30,B~HKKKFA,1.2207031e-04
31,B~LGKHEA,1.2207031e-04
32,B~EHHIEA,1.2207031e-04
33,B~KHGKDA,1.2207031e-04
34,B~HHNKHA,1.2207031e-04
35,B~KGHDKA,1.2207031e-04
36,B~IEJDEA,1.2207031e-04
37,B~DHIHJA,1.2207031e-04
38,B~IIDKHA,1.2207031e-04
39,B~DHFGHA,1.2207031e-04
40,B~SIELLA,1.2207031e-04
41,B~HIGLKA,1.2207031e-04
42,B~HHCKIA,1.2207031e-04
43,B~GEHHHA,1.2207031e-04
44,B~EILEHA,1.2207031e-04
45,B~SKHNHA,1.2207031e-04
46,B~EHEEHA,1.2207031e-04
47,B~HHKCEA,1.2207031e-04
48,B~EAKEKA,1.2207031e-04
49,B~FDEEKA,1.2207031e-04
50,B~HEEHEA,1.2207031e-04
51,B~QGHIHA,1.2207031e-04
52,B~EDHEGA,1.2207031e-04
53,B~PMNHFA,1.2207031e-04
54,B~HKHBHA,1.2207031e-04
55,B~KBHHEA,1.2207031e-04
56,B~EHGGKA,1.2207031e-04
57,B~LEDHKA,1.2207031e-04
58,B~LHHIDA,1.2207031e-04
59,B~SEIHGA,1.2207031e-04
60,B~JKHIIA,1.2207031e-04
61,B~EHEGGA,1.2207031e-04
62,B~KBIKHA,1.2207031e-04
63,B~HLFEHA,1.2207031e-04
64,B~HHHHKA,1.2207031e-04
65,B~HHKKIA,1.2207031e-04
66,B~KHHEJA,1.2207031e-04
67,B~KHJFEA,1.2207031e-04
68,B~HKEEGA,1.2207031e-04
69,B~QEEHHA,1.2207031e-04
70,B~HCHEFA,1.2207031e-04
71,B~PEKKLA,1.2207031e-04
72,B~KHHHEA,1.2207031e-04
73,B~FHHGEA,1.2207031e-04
74,B~SFFKHA,1.2207031e-04
75,B~HKHKNA,1.2207031e-04
76,B~HHJKBA,1.2207031e-04
77,B~IHKHHA,1.2207031e-04
78,B~HHEHKA,1.2207031e-04
79,B~DEHEGA,1.2207031e-04
80,B~HKHGGA,1.2207031e-04
81,B~HJKDDA,1.2207031e-04
82,B~QDHEGA,1.2207031e-04
83,B~IGIKHA,1.2207031e-04
84,B~HEHJKA,1.2207031e-04
85,B~SFGIEA,1.2207031e-04
86,B~HJEKKA,1.2207031e-04
87,B~QFHHKA,1.2207031e-04
88,B~HIHDHA,1.2207031e-04
89,B~GHEKJA,1.2207031e-04
90,B~EHFHKA,1.2207031e-04
91,B~DBHIHA,1.2207031e-04
92,B~SKIHHA,1.2207031e-04
93,B~HKEHHA,1.2207031e-04
94,B~HHHKHA,1.2207031e-04
95,B~HFHEIA,1.2207031e-04
96,B~HMHEIA,1.2207031e-04
97,B~HHGGHA,1.2207031e-04
98,B~QGGHLA,1.2207031e-04
99,B~IIJKHA,1.2207031e-04
100,B~KHEGHA,1.2207031e-04
101,B~GHILIA,1.2207031e-04
102,B~GHGEHA,1.2207031e-04
103,B~KAHKHA,1.2207031e-04
104,B~PFHKEA,1.2207031e-04
105,B~PHHHHA,1.2207031e-04
106,B~SHLJHA,1.2207031e-04
107,B~KGKHHA,1.2207031e-04
108,B~HHHGGA,1.2207031e-04
109,B~KEGLKA,1.2207031e-04
110,B~SNHIIA,1.2207031e-04
111,B~HJLHDA,1.2207031e-04
112,B~JILHHA,1.2207031e-04
113,B~HKKHIA,1.2207031e-04
114,B~HHIIGA,1.2207031e-04
115,B~KKHEGA,1.2207031e-04
116,B~IFJEKA,1.2207031e-04
117,B~IHIHKA,1.2207031e-04
118,B~PIDHHA,1.2207031e-04
119,B~GHHIHA,1.2207031e-04
120,B~PKHGKA,1.2207031e-04
121,B~IKEKHA,1.2207031e-04
122,B~HLKHKA,1.2207031e-04
123,B~HKHFGA,1.2207031e-04
124,B~SGHHLA,1.2207031e-04
125,B~EKJHGA,1.2207031e-04
126,B~IFEHGA,1.2207031e-04
127,B~QIHHEA,1.2207031e-04
128,B~GIHNJA,1.2207031e-04
129,B~IHEKHA,1.2207031e-04
130,B~IHKIHA,1.2207031e-04
131,B~HLEHIA,1.2207031e-04
132,B~LIKNIA,1.2207031e-04
133,B~MGLBHA,1.2207031e-04
134,B~JJKHKA,1.2207031e-04
135,B~QEGHGA,1.2207031e-04
136,B~HFIGHA,1.2207031e-04
137,B~LHHJHA,1.2207031e-04
138,B~IHBKLA,1.2207031e-04
139,B~BHKJGA,1.2207031e-04
140,B~QGHGFA,1.2207031e-04
141,B~KJEKFA,1.2207031e-04
142,B~HFEIEA,1.2207031e-04
143,B~DIHKHA,1.2207031e-04
144,B~LIHIGA,1.2207031e-04
145,B~QEHGEA,1.2207031e-04
146,B~HKHKIA,1.2207031e-04
147,B~EKHEFA,1.2207031e-04
148,B~LJHLHA,1.2207031e-04
