rlz_id,branch_path,weight
0,B~SIOFHA,2.4414062e-04
1,B~SGEHGA,2.4414062e-04
2,B~KKHGHA,2.4414062e-04
3,B~IKKGHA,2.4414062e-04
4,B~SKKHHA,2.4414062e-04
5,B~HJKHIA,2.4414062e-04
6,B~QHKFHA,2.4414062e-04
7,B~EEHHKA,2.4414062e-04
8,B~KNKBLA,2.4414062e-04
9,B~KEHKHA,2.4414062e-04
10,B~IKEDLA,2.4414062e-04
11,B~HGHHGA,2.4414062e-04
12,B~QGHLJA,2.4414062e-04
13,B~LLHEHA,2.4414062e-04
14,B~FHEKEA,2.4414062e-04
15,B~HHIDIA,2.4414062e-04
16,B~IHFEJA,2.4414062e-04
17,B~HKHHHA,2.4414062e-04
18,B~GDKHHA,2.4414062e-04
19,B~EHHEKA,2.4414062e-04
20,B~KEHIIA,2.4414062e-04
21,B~IHIEKA,2.4414062e-04
22,B~JKEHHA,2.4414062e-04
23,B~PIIGKA,2.4414062e-04
24,B~HJKEHA,2.4414062e-04
25,B~KKDHHA,2.4414062e-04
26,B~DHICLA,2.4414062e-04
27,B~IEHHHA,2.4414062e-04
28,B~QKEIIA,2.4414062e-04
29,B~IIGKHA,2.4414062e-04
30,B~HKKKFA,2.4414062e-04
31,B~LGKHEA,2.4414062e-04
32,B~EHHIEA,2.4414062e-04
33,B~KHGKDA,2.4414062e-04
34,B~HHNKHA,2.4414062e-04
35,B~KGHDKA,2.4414062e-04
36,B~IEJDEA,2.4414062e-04
37,B~DHIHJA,2.4414062e-04
38,B~IIDKHA,2.4414062e-04
39,B~DHFGHA,2.4414062e-04
40,B~SIELLA,2.4414062e-04
41,B~HIGLKA,2.4414062e-04
42,B~HHCKIA,2.4414062e-04
43,B~GEHHHA,2.4414062e-04
44,B~EILEHA,2.4414062e-04
45,B~SKHNHA,2.4414062e-04
46,B~EHEEHA,2.4414062e-04
47,B~HHKCEA,2.4414062e-04
48,B~EAKEKA,2.4414062e-04
49,B~FDEEKA,2.4414062e-04
50,B~HEEHEA,2.4414062e-04
51,B~QGHIHA,2.4414062e-04
52,B~EDHEGA,2.4414062e-04
53,B~PMNHFA,2.4414062e-04
54,B~HKHBHA,2.4414062e-04
55,B~KBHHEA,2.4414062e-04
56,B~EHGGKA,2.4414062e-04
57,B~LEDHKA,2.4414062e-04
58,B~LHHIDA,2.4414062e-04
59,B~SEIHGA,2.4414062e-04
60,B~JKHIIA,2.4414062e-04
61,B~EHEGGA,2.4414062e-04
62,B~KBIKHA,2.4414062e-04
63,B~HLFEHA,2.4414062e-04
64,B~HHHHKA,2.4414062e-04
65,B~HHKKIA,2.4414062e-04
66,B~KHHEJA,2.4414062e-04
67,B~KHJFEA,2.4414062e-04
68,B~HKEEGA,2.4414062e-04
69,B~QEEHHA,2.4414062e-04
70,B~HCHEFA,2.4414062e-04
71,B~PEKKLA,2.4414062e-04
72,B~KHHHEA,2.4414062e-04
73,B~FHHGEA,2.4414062e-04
74,B~SFFKHA,2.4414062e-04
75,B~HKHKNA,2.4414062e-04
76,B~HHJKBA,2.4414062e-04
77,B~IHKHHA,2.4414062e-04
78,B~HHEHKA,2.4414062e-04
79,B~DEHEGA,2.4414062e-04
80,B~HKHGGA,2.4414062e-04
