lon,lat,PGV-0.0004,PGV-0.00167,PGV-0.008,PGA-0.0004,PGA-0.00167,PGA-0.008
22.95951,40.56594,1.000000E+01,1.000000E+01,9.462109E+00,5.865210E-01,3.576173E-01,1.606417E-01
22.96189,40.56594,1.000000E+01,1.000000E+01,9.474503E+00,5.877453E-01,3.582599E-01,1.607804E-01
22.96427,40.56594,1.000000E+01,1.000000E+01,9.484562E+00,5.889652E-01,3.588980E-01,1.609157E-01
22.96664,40.56594,1.000000E+01,1.000000E+01,9.494053E+00,5.901543E-01,3.595269E-01,1.610456E-01
22.96902,40.56594,1.000000E+01,1.000000E+01,9.454204E+00,5.905572E-01,3.595951E-01,1.609671E-01
22.97140,40.56594,1.000000E+01,1.000000E+01,9.464497E+00,5.916715E-01,3.602026E-01,1.610842E-01
22.97378,40.56594,1.000000E+01,1.000000E+01,9.472770E+00,5.927369E-01,3.604612E-01,1.611947E-01
22.97615,40.56594,1.000000E+01,1.000000E+01,9.420711E+00,5.927964E-01,3.599223E-01,1.610468E-01
22.97853,40.56594,1.000000E+01,1.000000E+01,9.428255E+00,5.937345E-01,3.599221E-01,1.611460E-01
22.98091,40.56594,1.000000E+01,1.000000E+01,9.435472E+00,5.945914E-01,3.598671E-01,1.612406E-01
22.98328,40.56594,1.000000E+01,1.000000E+01,9.442228E+00,5.953733E-01,3.597645E-01,1.613307E-01
22.98566,40.56594,1.000000E+01,1.000000E+01,9.262989E+00,5.930811E-01,3.577777E-01,1.606353E-01
22.98804,40.56594,1.000000E+01,1.000000E+01,9.269502E+00,5.936690E-01,3.576028E-01,1.607198E-01
22.99041,40.56594,1.000000E+01,1.000000E+01,9.275823E+00,5.941617E-01,3.574069E-01,1.608036E-01
22.99279,40.56594,1.000000E+01,1.000000E+01,1.000000E+01,6.351438E-01,3.794150E-01,1.714601E-01
22.99517,40.56594,1.000000E+01,1.000000E+01,1.000000E+01,6.354614E-01,3.792910E-01,1.715560E-01
22.99755,40.56594,1.000000E+01,1.000000E+01,1.000000E+01,6.356733E-01,3.791683E-01,1.716557E-01
22.99992,40.56594,1.000000E+01,1.000000E+01,1.000000E+01,6.357884E-01,3.790532E-01,1.717589E-01
23.00230,40.56594,1.000000E+01,1.000000E+01,1.000000E+01,6.370177E-01,3.795863E-01,1.721857E-01
22.94287,40.56817,1.000000E+01,1.000000E+01,9.293803E+00,5.774136E-01,3.522225E-01,1.593123E-01
22.94525,40.56817,1.000000E+01,1.000000E+01,9.306844E+00,5.783940E-01,3.527930E-01,1.594617E-01
22.94763,40.56817,1.000000E+01,1.000000E+01,9.326046E+00,5.794199E-01,3.533833E-01,1.596140E-01
22.95000,40.56817,1.000000E+01,1.000000E+01,9.096786E+00,5.766394E-01,3.512245E-01,1.587264E-01
22.95238,40.56817,1.000000E+01,1.000000E+01,9.109065E+00,5.777349E-01,3.518376E-01,1.588787E-01
22.95476,40.56817,1.000000E+01,1.000000E+01,9.120598E+00,5.788688E-01,3.524606E-01,1.590280E-01
22.95714,40.56817,1.000000E+01,1.000000E+01,9.131792E+00,5.800368E-01,3.530895E-01,1.591734E-01
22.95951,40.56817,1.000000E+01,1.000000E+01,9.216102E+00,5.824070E-01,3.545591E-01,1.596290E-01
22.96189,40.56817,1.000000E+01,1.000000E+01,9.226920E+00,5.836180E-01,3.551904E-01,1.597672E-01
22.96427,40.56817,1.000000E+01,1.000000E+01,9.237138E+00,5.848232E-01,3.558167E-01,1.599009E-01
22.96664,40.56817,1.000000E+01,1.000000E+01,9.246674E+00,5.860056E-01,3.564289E-01,1.600298E-01
22.96902,40.56817,1.000000E+01,1.000000E+01,9.350956E+00,5.887021E-01,3.581536E-01,1.605610E-01
22.97140,40.56817,1.000000E+01,1.000000E+01,9.359881E+00,5.898216E-01,3.587506E-01,1.606782E-01
22.97378,40.56817,1.000000E+01,1.000000E+01,9.369336E+00,5.908915E-01,3.591091E-01,1.607891E-01
22.97615,40.56817,1.000000E+01,1.000000E+01,1.000000E+01,6.365085E-01,3.828079E-01,1.725896E-01
22.97853,40.56817,1.000000E+01,1.000000E+01,1.000000E+01,6.375533E-01,3.828997E-01,1.726959E-01
22.98091,40.56817,1.000000E+01,1.000000E+01,1.000000E+01,6.385034E-01,3.829517E-01,1.727975E-01
22.98328,40.56817,1.000000E+01,1.000000E+01,1.000000E+01,6.393634E-01,3.829656E-01,1.728947E-01
22.98566,40.56817,1.000000E+01,1.000000E+01,9.709304E+00,6.041543E-01,3.644761E-01,1.636301E-01
22.98804,40.56817,1.000000E+01,1.000000E+01,9.715307E+00,6.047584E-01,3.643126E-01,1.637184E-01
22.99041,40.56817,1.000000E+01,1.000000E+01,9.721185E+00,6.052620E-01,3.641270E-01,1.638058E-01
22.99279,40.56817,1.000000E+01,1.000000E+01,9.538027E+00,5.927359E-01,3.559843E-01,1.605044E-01
22.99517,40.56817,1.000000E+01,1.000000E+01,9.542005E+00,5.930290E-01,3.557922E-01,1.605933E-01
22.99755,40.56817,1.000000E+01,1.000000E+01,9.560092E+00,5.932274E-01,3.556087E-01,1.606867E-01
22.99992,40.56817,1.000000E+01,1.000000E+01,9.574727E+00,5.933296E-01,3.554529E-01,1.607856E-01
23.00230,40.56817,1.000000E+01,1.000000E+01,9.496390E+00,5.881484E-01,3.521594E-01,1.595218E-01
22.94287,40.57040,1.000000E+01,1.000000E+01,9.304998E+00,5.771785E-01,3.520542E-01,1.594171E-01
22.94525,40.57040,1.000000E+01,1.000000E+01,9.318015E+00,5.781587E-01,3.526239E-01,1.595663E-01
