rlz_id,branch_path,weight
0,A~SIOFHA,3.1250000e-02
1,A~SGEHGA,3.1250000e-02
2,E~KKHGHA,3.1250000e-02
3,E~IKKGHA,3.1250000e-02
4,D~SKKHHA,3.1250000e-02
5,D~HJKHIA,3.1250000e-02
6,D~QHKFHA,3.1250000e-02
7,H~EEHHKA,3.1250000e-02
8,H~KNKBLA,3.1250000e-02
9,I~KEHKHA,3.1250000e-02
10,K~IKEDLA,3.1250000e-02
11,K~HGHHGA,3.1250000e-02
12,K~QGHLJA,3.1250000e-02
13,K~LLHEHA,3.1250000e-02
14,J~FHEKEA,3.1250000e-02
15,J~HHIDIA,3.1250000e-02
16,Q~IHFEJA,3.1250000e-02
17,Q~HKHHHA,3.1250000e-02
18,Q~GDKHHA,3.1250000e-02
19,P~EHHEKA,3.1250000e-02
20,P~KEHIIA,3.1250000e-02
21,P~IHIEKA,3.1250000e-02
22,M~JKEHHA,3.1250000e-02
23,T~PIIGKA,3.1250000e-02
24,T~HJKEHA,3.1250000e-02
25,T~KKDHHA,3.1250000e-02
26,S~DHICLA,3.1250000e-02
27,S~IEHHHA,3.1250000e-02
28,S~QKEIIA,3.1250000e-02
29,S~IIGKHA,3.1250000e-02
30,S~HKKKFA,3.1250000e-02
31,S~LGKHEA,3.1250000e-02
