lon,lat,slope,vs30,geology,xvf,region,vs30measured
22.926109,40.645276,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9265223367307,40.6450602846028,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9269356707999,40.6448445677181,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9273490022076,40.6446288493459,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.9277623309538,40.6444131294862,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9281756570384,40.644197408139,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9285889804616,40.6439816853044,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9290025061335,40.6437661890251,0.023780536,387.83325,UNKNOWN,-150.00000000000003,2,0
22.929415905141,40.6435505532565,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9298292182276,40.6433348233427,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9302423342717,40.6431188760804,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9306553764735,40.6429028482872,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.931068416012,40.6426868190085,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9314814528873,40.6424707882445,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9318944870994,40.642254755995,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.9323075186482,40.6420387222602,0.023780536,387.83325,UNKNOWN,-149.99999999999997,2,0
22.9327205475337,40.64182268704,0.023780536,387.83325,UNKNOWN,-150.0,2,0
22.9331335737559,40.6416066503347,0.015909912,419.27753,UNKNOWN,-149.99999999999997,2,0
22.9335495169966,40.6413939584018,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9339630753776,40.641178516162,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9343766310995,40.6409630724332,0.029918209,415.19873,UNKNOWN,-150.00000000000003,2,0
22.9347900476284,40.6407474752283,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9352034459127,40.6405318591868,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.935616841537,40.6403162416572,0.029918209,415.19873,UNKNOWN,-149.99999999999997,2,0
22.9360302345013,40.6401006226396,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9364436248054,40.639885002134,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9368570124495,40.6396693801405,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9372703974335,40.639453756659,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9376837797574,40.6392381316897,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9380971594211,40.6390225052326,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9385105364246,40.6388068772877,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.938923910768,40.6385912478551,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9393372824512,40.6383756169348,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9397506514742,40.6381599845268,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9401640178369,40.6379443506312,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9405773815394,40.637728715248,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9409907425816,40.6375130783773,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9414041009636,40.637297440019,0.029918209,415.19873,UNKNOWN,-150.0,2,0
22.9418174566853,40.6370818001733,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9422268791605,40.6368619361106,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9426302272255,40.6366355680179,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9430349101144,40.6364106232855,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9434464801716,40.6361930162936,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9438580475564,40.6359754078266,0.049822573,483.2445,UNKNOWN,-150.00000000000003,2,0
22.9442696122686,40.6357577978846,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9446811743084,40.6355401864677,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9450927336757,40.6353225735758,0.049822573,483.2445,UNKNOWN,-150.00000000000003,2,0
22.9455042903704,40.6351049592091,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9459158443925,40.6348873433675,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9463273957421,40.6346697260512,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9467419278003,40.6344554311993,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9471574352041,40.6342422244798,0.049822573,483.2445,UNKNOWN,-149.99999999999997,2,0
22.9475729399646,40.6340290162572,0.049822573,483.2445,UNKNOWN,-149.99999999999997,2,0
22.947988442082,40.6338158065318,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9484039415561,40.6336025953035,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9488194383871,40.6333893825723,0.049822573,483.2445,UNKNOWN,-150.0,2,0
22.9492349325748,40.6331761683383,0.026226737,464.213,UNKNOWN,-150.0,2,0
22.9496504241193,40.6329629526016,0.026226737,464.213,UNKNOWN,-150.0,2,0
22.9500659130205,40.6327497353622,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9504813992784,40.6325365166201,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.950896882893,40.6323232963753,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9513123638643,40.632110074628,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9517278421922,40.631896851378,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9521433178768,40.6316836266256,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.952558790918,40.6314704003707,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9529742613158,40.6312571726133,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9533897290702,40.6310439433535,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9538385974822,40.6308749622312,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9542894300315,40.6307085803738,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9547402211867,40.6305421351771,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9551910752785,40.6303757909935,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9556194752245,40.6301802577145,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9560307593941,40.6299623789023,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9564420408903,40.6297444986171,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.956853319713,40.6295266168591,0.03983373,462.2793,UNKNOWN,-149.99999999999997,2,0
22.9572646750881,40.6293088204647,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9576760412382,40.6290910373364,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9580874671415,40.6288733211985,0.03983373,462.2793,UNKNOWN,-150.0,2,0
22.9584858843341,40.6286433327375,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9588440436406,40.6283772754959,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9591535890461,40.6280772145597,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9594039541889,40.6277467474668,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9596530653243,40.6274156367732,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9599021739992,40.6270845255233,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9601512802135,40.626753413717,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9604003839673,40.6264223013544,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9606495360395,40.6260912106186,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.960898738142,40.6257601422571,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9611479377835,40.6254290733388,0.0690543,549.9396,CENOZOIC,-149.99999999999997,2,0
22.961397134964,40.6250980038638,0.0690543,549.9396,CENOZOIC,-150.0,2,0
22.9616463296835,40.6247669338321,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9618842147995,40.6244316506812,0.038213164,448.90567,CENOZOIC,-150.00000000000003,2,0
22.9620724667541,40.6240780682819,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9622012093177,40.623709238437,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9622804064395,40.6233326630208,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9623526764028,40.6229550047126,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.962424945552,40.6225773463344,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9624972138872,40.6221996878861,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9625694814083,40.6218220293677,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9626417481154,40.6214443707793,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9627140140086,40.621066712121,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9627862790877,40.6206890533927,0.038213164,448.90567,CENOZOIC,-149.99999999999997,2,0
22.9628585433529,40.6203113945945,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9629308068041,40.6199337357265,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9630027309078,40.6195560394007,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9630741511924,40.6191782874527,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9631345552847,40.6188005217678,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9630647514404,40.6184225944506,0.038213164,448.90567,CENOZOIC,-150.0,2,0
22.9629305672543,40.6180566880907,0.038213164,448.90567,CENOZOIC,-150.0,2,0
