sids,lon,lat,depth,vs30,vs30measured
453,22.90484,40.58824,0.00000,3.48845E+02,0
454,22.90722,40.58824,0.00000,3.48845E+02,0
455,22.90960,40.58824,0.00000,3.48845E+02,0
456,22.91197,40.58824,0.00000,3.48845E+02,0
457,22.91435,40.58824,0.00000,3.48845E+02,0
458,22.91673,40.58824,0.00000,3.48845E+02,0
459,22.91910,40.58824,0.00000,3.48845E+02,0
460,22.92148,40.58824,0.00000,3.48845E+02,0
461,22.92386,40.58824,0.00000,3.48845E+02,0
462,22.92623,40.58824,0.00000,3.48845E+02,0
463,22.92861,40.58824,0.00000,3.48845E+02,0
464,22.93099,40.58824,0.00000,3.48845E+02,0
465,22.93337,40.58824,0.00000,3.48845E+02,0
466,22.93574,40.58824,0.00000,3.48845E+02,0
467,22.93812,40.58824,0.00000,3.48845E+02,0
468,22.94050,40.58824,0.00000,3.48845E+02,0
469,22.94287,40.58824,0.00000,3.48845E+02,0
470,22.94525,40.58824,0.00000,3.48845E+02,0
471,22.94763,40.58824,0.00000,3.48845E+02,0
472,22.95000,40.58824,0.00000,3.48803E+02,0
473,22.95238,40.58824,0.00000,3.47572E+02,0
474,22.95476,40.58824,0.00000,3.42704E+02,0
475,22.95714,40.58824,0.00000,3.40900E+02,0
476,22.95951,40.58824,0.00000,3.35192E+02,0
477,22.96189,40.58824,0.00000,3.40747E+02,0
478,22.96427,40.58824,0.00000,3.41642E+02,0
479,22.96664,40.58824,0.00000,3.46119E+02,0
480,22.96902,40.58824,0.00000,3.49802E+02,0
481,22.97140,40.58824,0.00000,3.61558E+02,0
482,22.97378,40.58824,0.00000,3.60591E+02,0
483,22.97615,40.58824,0.00000,3.62940E+02,0
484,22.97853,40.58824,0.00000,3.53182E+02,0
485,22.98091,40.58824,0.00000,3.48993E+02,0
486,22.98328,40.58824,0.00000,3.48846E+02,0
487,22.98566,40.58824,0.00000,3.48845E+02,0
488,22.98804,40.58824,0.00000,3.48845E+02,0
489,22.99041,40.58824,0.00000,3.48845E+02,0
490,22.99279,40.58824,0.00000,3.48845E+02,0
491,22.99517,40.58824,0.00000,3.48845E+02,0
492,22.99755,40.58824,0.00000,3.48845E+02,0
493,22.99992,40.58824,0.00000,3.48845E+02,0
494,23.00230,40.58824,0.00000,3.48845E+02,0
495,22.89771,40.59047,0.00000,3.48845E+02,0
496,22.90009,40.59047,0.00000,3.48845E+02,0
497,22.90246,40.59047,0.00000,3.48845E+02,0
498,22.90484,40.59047,0.00000,3.48845E+02,0
499,22.90722,40.59047,0.00000,3.48845E+02,0
500,22.90960,40.59047,0.00000,3.48845E+02,0
501,22.91197,40.59047,0.00000,3.48845E+02,0
502,22.91435,40.59047,0.00000,3.48845E+02,0
503,22.91673,40.59047,0.00000,3.48845E+02,0
504,22.91910,40.59047,0.00000,3.48845E+02,0
505,22.92148,40.59047,0.00000,3.48845E+02,0
506,22.92386,40.59047,0.00000,3.48845E+02,0
507,22.92623,40.59047,0.00000,3.48845E+02,0
508,22.92861,40.59047,0.00000,3.48845E+02,0
509,22.93099,40.59047,0.00000,3.48845E+02,0
510,22.93337,40.59047,0.00000,3.48845E+02,0
511,22.93574,40.59047,0.00000,3.48845E+02,0
512,22.93812,40.59047,0.00000,3.48845E+02,0
513,22.94050,40.59047,0.00000,3.48845E+02,0
