lon,lat,PGA-0.0004,PGA-0.00167,PGA-0.008
22.95747,40.59959,2.287817E+00,1.216364E+00,5.381607E-01
22.95721,40.59927,2.278287E+00,1.212148E+00,5.370036E-01
22.95716,40.59890,2.265341E+00,1.205894E+00,5.349547E-01
22.95731,40.59854,2.248821E+00,1.197347E+00,5.318161E-01
22.95766,40.59827,2.240924E+00,1.193280E+00,5.303553E-01
22.95811,40.59811,2.247250E+00,1.196985E+00,5.319962E-01
22.95852,40.59790,2.250385E+00,1.199059E+00,5.330467E-01
22.95887,40.59763,2.249828E+00,1.199264E+00,5.334288E-01
22.95921,40.59734,2.249413E+00,1.199638E+00,5.339253E-01
22.95954,40.59706,2.248695E+00,1.199832E+00,5.343390E-01
22.95983,40.59675,2.245483E+00,1.198728E+00,5.342656E-01
22.96002,40.59640,2.239149E+00,1.196030E+00,5.336109E-01
22.96022,40.59605,2.225264E+00,1.188964E+00,5.310810E-01
22.96038,40.59569,2.203729E+00,1.178506E+00,5.271185E-01
22.96051,40.59532,2.178716E+00,1.166371E+00,5.224472E-01
22.96064,40.59495,2.154748E+00,1.154750E+00,5.179818E-01
22.96077,40.59458,2.136140E+00,1.145933E+00,5.147118E-01
22.96090,40.59422,2.124776E+00,1.140911E+00,5.130518E-01
22.96106,40.59385,2.118901E+00,1.138800E+00,5.126536E-01
22.96135,40.59355,2.116445E+00,1.138227E+00,5.127839E-01
22.96174,40.59331,2.117340E+00,1.139219E+00,5.134811E-01
22.96213,40.59307,2.120229E+00,1.141287E+00,5.146486E-01
22.96256,40.59287,2.123940E+00,1.143670E+00,5.158904E-01
22.96301,40.59270,2.125979E+00,1.145081E+00,5.166678E-01
22.96350,40.59265,2.127127E+00,1.145656E+00,5.169038E-01
22.96399,40.59270,2.125308E+00,1.144363E+00,5.161874E-01
22.96449,40.59276,2.117042E+00,1.139620E+00,5.139654E-01
22.96498,40.59281,2.104273E+00,1.132529E+00,5.107496E-01
22.96548,40.59287,2.090626E+00,1.124955E+00,5.073148E-01
22.96598,40.59292,2.078629E+00,1.118293E+00,5.042936E-01
22.96647,40.59297,2.069923E+00,1.113396E+00,5.020432E-01
22.96697,40.59303,2.064891E+00,1.110436E+00,5.006246E-01
22.96746,40.59308,2.062598E+00,1.108978E+00,4.998793E-01
22.96796,40.59313,2.062378E+00,1.108637E+00,4.996235E-01
22.96845,40.59319,2.063683E+00,1.109093E+00,4.997047E-01
22.96895,40.59324,2.065854E+00,1.110052E+00,5.000243E-01
22.96945,40.59329,2.068863E+00,1.111468E+00,5.005491E-01
22.96995,40.59331,2.072108E+00,1.113111E+00,5.012238E-01
