rlz_id,branch_path,weight
0,B~SIOFHA,4.8828125e-04
1,B~SGEHGA,4.8828125e-04
2,B~KKHGHA,4.8828125e-04
3,B~IKKGHA,4.8828125e-04
4,B~SKKHHA,4.8828125e-04
5,B~HJKHIA,4.8828125e-04
6,B~QHKFHA,4.8828125e-04
7,B~EEHHKA,4.8828125e-04
8,B~KNKBLA,4.8828125e-04
9,B~KEHKHA,4.8828125e-04
10,B~IKEDLA,4.8828125e-04
11,B~HGHHGA,4.8828125e-04
12,B~QGHLJA,4.8828125e-04
13,B~LLHEHA,4.8828125e-04
14,B~FHEKEA,4.8828125e-04
15,B~HHIDIA,4.8828125e-04
16,B~IHFEJA,4.8828125e-04
17,B~HKHHHA,4.8828125e-04
18,B~GDKHHA,4.8828125e-04
19,B~EHHEKA,4.8828125e-04
20,B~KEHIIA,4.8828125e-04
21,B~IHIEKA,4.8828125e-04
22,B~JKEHHA,4.8828125e-04
23,B~PIIGKA,4.8828125e-04
24,B~HJKEHA,4.8828125e-04
25,B~KKDHHA,4.8828125e-04
26,B~DHICLA,4.8828125e-04
27,B~IEHHHA,4.8828125e-04
28,B~QKEIIA,4.8828125e-04
29,B~IIGKHA,4.8828125e-04
30,B~HKKKFA,4.8828125e-04
31,B~LGKHEA,4.8828125e-04
32,B~EHHIEA,4.8828125e-04
33,B~KHGKDA,4.8828125e-04
34,B~HHNKHA,4.8828125e-04
35,B~KGHDKA,4.8828125e-04
36,B~IEJDEA,4.8828125e-04
37,B~DHIHJA,4.8828125e-04
38,B~IIDKHA,4.8828125e-04
39,B~DHFGHA,4.8828125e-04
40,B~SIELLA,4.8828125e-04
41,B~HIGLKA,4.8828125e-04
42,B~HHCKIA,4.8828125e-04
43,B~GEHHHA,4.8828125e-04
44,B~EILEHA,4.8828125e-04
45,A~SKHNHA,4.8828125e-04
46,A~EHEEHA,4.8828125e-04
47,A~HHKCEA,4.8828125e-04
48,A~EAKEKA,4.8828125e-04
49,A~FDEEKA,4.8828125e-04
50,A~HEEHEA,4.8828125e-04
51,A~QGHIHA,4.8828125e-04
52,A~EDHEGA,4.8828125e-04
53,A~PMNHFA,4.8828125e-04
54,A~HKHBHA,4.8828125e-04
55,A~KBHHEA,4.8828125e-04
56,A~EHGGKA,4.8828125e-04
57,A~LEDHKA,4.8828125e-04
58,A~LHHIDA,4.8828125e-04
59,A~SEIHGA,4.8828125e-04
60,A~JKHIIA,4.8828125e-04
61,A~EHEGGA,4.8828125e-04
62,A~KBIKHA,4.8828125e-04
63,A~HLFEHA,4.8828125e-04
64,A~HHHHKA,4.8828125e-04
65,A~HHKKIA,4.8828125e-04
66,A~KHHEJA,4.8828125e-04
67,A~KHJFEA,4.8828125e-04
68,A~HKEEGA,4.8828125e-04
69,A~QEEHHA,4.8828125e-04
70,A~HCHEFA,4.8828125e-04
71,A~PEKKLA,4.8828125e-04
72,A~KHHHEA,4.8828125e-04
73,A~FHHGEA,4.8828125e-04
74,A~SFFKHA,4.8828125e-04
75,A~HKHKNA,4.8828125e-04
76,A~HHJKBA,4.8828125e-04
77,A~IHKHHA,4.8828125e-04
78,A~HHEHKA,4.8828125e-04
79,A~DEHEGA,4.8828125e-04
80,A~HKHGGA,4.8828125e-04
81,A~HJKDDA,4.8828125e-04
82,A~QDHEGA,4.8828125e-04
83,A~IGIKHA,4.8828125e-04
84,A~HEHJKA,4.8828125e-04
85,A~SFGIEA,4.8828125e-04
86,A~HJEKKA,4.8828125e-04
87,A~QFHHKA,4.8828125e-04
88,A~HIHDHA,4.8828125e-04
89,A~GHEKJA,4.8828125e-04
90,A~EHFHKA,4.8828125e-04
91,A~DBHIHA,4.8828125e-04
92,A~SKIHHA,4.8828125e-04
93,A~HKEHHA,4.8828125e-04
94,A~HHHKHA,4.8828125e-04
95,A~HFHEIA,4.8828125e-04
