t,Xacceleration
1.5417000E-001,2.4331104E-007
1.5617000E-001,2.3288426E-007
1.5817000E-001,2.2303637E-007
1.6017000E-001,2.1328411E-007
1.6217000E-001,2.0456131E-007
1.6417000E-001,1.9583850E-007
1.6617000E-001,1.8735697E-007
1.6817000E-001,1.7904661E-007
1.7017000E-001,1.7071097E-007
1.7217000E-001,1.6210333E-007
1.7417000E-001,1.5349568E-007
1.7617000E-001,1.4448030E-007
1.7817000E-001,1.3517568E-007
1.8017000E-001,1.2581168E-007
1.8217000E-001,1.1580856E-007
1.8417000E-001,1.0580544E-007
1.8617000E-001,9.5564704E-008
1.8817000E-001,8.5155413E-008
1.9017000E-001,7.4743922E-008
1.9217000E-001,6.4308752E-008
1.9417000E-001,5.3873582E-008
1.9617000E-001,4.3584383E-008
1.9817000E-001,3.3398736E-008
2.0017000E-001,2.3241163E-008
2.0217000E-001,1.3385799E-008
2.0417000E-001,3.5304342E-009
2.0617000E-001,-6.1790057E-009
2.0817000E-001,-1.5784926E-008
2.1017000E-001,-2.5381896E-008
2.1217000E-001,-3.4882509E-008
2.1417000E-001,-4.4383123E-008
2.1617000E-001,-5.3897759E-008
2.1817000E-001,-6.3422345E-008
2.2017000E-001,-7.2957554E-008
2.2217000E-001,-8.2607133E-008
2.2417000E-001,-9.2256712E-008
2.2617000E-001,-1.0203985E-007
2.2817000E-001,-1.1191773E-007
2.3017000E-001,-1.2182583E-007
2.3217000E-001,-1.3205919E-007
2.3417000E-001,-1.4229256E-007
2.3617000E-001,-1.5280667E-007
2.3817000E-001,-1.6351994E-007
2.4017000E-001,-1.7427784E-007
2.4217000E-001,-1.8551620E-007
2.4417000E-001,-1.9675457E-007
2.4617000E-001,-2.0823247E-007
2.4817000E-001,-2.1988030E-007
2.5017000E-001,-2.3153885E-007
2.5217000E-001,-2.4331286E-007
2.5417000E-001,-2.5508688E-007
2.5617000E-001,-2.6674586E-007
2.5817000E-001,-2.7832325E-007
2.6017000E-001,-2.8987210E-007
2.6217000E-001,-3.0111380E-007
2.6417000E-001,-3.1235550E-007
2.6617000E-001,-3.2352430E-007
2.6817000E-001,-3.3464138E-007
2.7017000E-001,-3.4579191E-007
2.7217000E-001,-3.5730264E-007
2.7417000E-001,-3.6881338E-007
2.7617000E-001,-3.8088241E-007
2.7817000E-001,-3.9334749E-007
2.8017000E-001,-4.0591582E-007
2.8217000E-001,-4.1959552E-007
2.8417000E-001,-4.3327521E-007
2.8617000E-001,-4.4751047E-007
2.8817000E-001,-4.6213986E-007
2.9017000E-001,-4.7678644E-007
2.9217000E-001,-4.9161811E-007
2.9417000E-001,-5.0644977E-007
2.9617000E-001,-5.2088694E-007
2.9817000E-001,-5.3504427E-007
3.0017000E-001,-5.4910305E-007
3.0217000E-001,-5.6210103E-007
3.0417000E-001,-5.7509901E-007
3.0617000E-001,-5.8756126E-007
3.0817000E-001,-5.9964346E-007
3.1017000E-001,-6.1171551E-007
3.1217000E-001,-6.2367824E-007
3.1417000E-001,-6.3564097E-007
3.1617000E-001,-6.4795973E-007
3.1817000E-001,-6.6053106E-007
3.2017000E-001,-6.7316352E-007
3.2217000E-001,-6.8645398E-007
3.2417000E-001,-6.9974445E-007
3.2617000E-001,-7.1317630E-007
3.2817000E-001,-7.2670844E-007
3.3017000E-001,-7.4022320E-007
3.3217000E-001,-7.5355069E-007
3.3417000E-001,-7.6687818E-007
3.3617000E-001,-7.8027417E-007
3.3817000E-001,-7.9371876E-007
3.4017000E-001,-8.0729026E-007
3.4217000E-001,-8.2222803E-007
3.4417000E-001,-8.3716580E-007
3.4617000E-001,-8.5409650E-007
3.4817000E-001,-8.7244099E-007
3.5017000E-001,-8.9117745E-007
3.5217000E-001,-9.1413351E-007
3.5417000E-001,-9.3708957E-007
3.5617000E-001,-9.6228204E-007
3.5817000E-001,-9.8906103E-007
3.6017000E-001,-1.0159068E-006
3.6217000E-001,-1.0434715E-006
3.6417000E-001,-1.0710362E-006
3.6617000E-001,-1.0967350E-006
3.6817000E-001,-1.1211102E-006
3.7017000E-001,-1.1449794E-006
3.7217000E-001,-1.1634034E-006
3.7417000E-001,-1.1818273E-006
3.7617000E-001,-1.1967472E-006
3.7817000E-001,-1.2091815E-006
3.8017000E-001,-1.2213280E-006
3.8217000E-001,-1.2303779E-006
3.8417000E-001,-1.2394277E-006
3.8617000E-001,-1.2487168E-006
3.8817000E-001,-1.2581755E-006
3.9017000E-001,-1.2679293E-006
3.9217000E-001,-1.2808598E-006
3.9417000E-001,-1.2937903E-006
3.9617000E-001,-1.3093077E-006
3.9817000E-001,-1.3266605E-006
4.0017000E-001,-1.3442847E-006
4.0217000E-001,-1.3648313E-006
4.0417000E-001,-1.3853779E-006
4.0617000E-001,-1.4065749E-006
4.0817000E-001,-1.4282333E-006
4.1017000E-001,-1.4498759E-006
4.1217000E-001,-1.4713495E-006
4.1417000E-001,-1.4928230E-006
4.1617000E-001,-1.5141626E-006
4.1817000E-001,-1.5354071E-006
4.2017000E-001,-1.5566579E-006
4.2217000E-001,-1.5779759E-006
4.2417000E-001,-1.5992938E-006
4.2617000E-001,-1.6205557E-006
4.2817000E-001,-1.6417779E-006
4.3017000E-001,-1.6629811E-006
4.3217000E-001,-1.6839810E-006
4.3417000E-001,-1.7049809E-006
4.3617000E-001,-1.7265005E-006
4.3817000E-001,-1.7483886E-006
4.4017000E-001,-1.7705767E-006
4.4217000E-001,-1.7959929E-006
4.4417000E-001,-1.8214092E-006
4.4617000E-001,-1.8507381E-006
4.4817000E-001,-1.8828427E-006
4.5017000E-001,-1.9157020E-006
4.5217000E-001,-1.9566854E-006
4.5417000E-001,-1.9976688E-006
4.5617000E-001,-2.0436081E-006
4.5817000E-001,-2.0930631E-006
4.6017000E-001,-2.1428158E-006
4.6217000E-001,-2.1957733E-006
4.6417000E-001,-2.2487308E-006
4.6617000E-001,-2.2975045E-006
4.6817000E-001,-2.3433102E-006
4.7017000E-001,-2.3873240E-006
4.7217000E-001,-2.4120484E-006
4.7417000E-001,-2.4367729E-006
4.7617000E-001,-2.4431864E-006
4.7817000E-001,-2.4366103E-006
4.8017000E-001,-2.4275330E-006
4.8217000E-001,-2.3915313E-006
4.8417000E-001,-2.3555297E-006
4.8617000E-001,-2.3127598E-006
4.8817000E-001,-2.2651884E-006
4.9017000E-001,-2.2190679E-006
4.9217000E-001,-2.1885657E-006
4.9417000E-001,-2.1580635E-006
4.9617000E-001,-2.1524332E-006
4.9817000E-001,-2.1644470E-006
5.0017000E-001,-2.1806291E-006
5.0217000E-001,-2.2416827E-006
5.0417000E-001,-2.3027362E-006
5.0617000E-001,-2.3816915E-006
5.0817000E-001,-2.4733463E-006
5.1017000E-001,-2.5648433E-006
5.1217000E-001,-2.6546427E-006
5.1417000E-001,-2.7444421E-006
5.1617000E-001,-2.8188050E-006
5.1817000E-001,-2.8822172E-006
5.2017000E-001,-2.9433261E-006
5.2217000E-001,-2.9796402E-006
5.2417000E-001,-3.0159543E-006
5.2617000E-001,-3.0480541E-006
5.2817000E-001,-3.0771641E-006
5.3017000E-001,-3.1074799E-006
5.3217000E-001,-3.1507757E-006
5.3417000E-001,-3.1940715E-006
5.3617000E-001,-3.2476555E-006
5.3817000E-001,-3.3085378E-006
5.4017000E-001,-3.3691801E-006
5.4217000E-001,-3.4272383E-006
5.4417000E-001,-3.4852965E-006
5.4617000E-001,-3.5228291E-006
5.4817000E-001,-3.5458007E-006
5.5017000E-001,-3.5640590E-006
5.5217000E-001,-3.5315793E-006
5.5417000E-001,-3.4990995E-006
5.5617000E-001,-3.4418347E-006
5.5817000E-001,-3.3669875E-006
5.6017000E-001,-3.2927149E-006
5.6217000E-001,-3.2246290E-006
5.6417000E-001,-3.1565431E-006
5.6617000E-001,-3.1282492E-006
5.6817000E-001,-3.1281839E-006
5.7017000E-001,-3.1368708E-006
5.7217000E-001,-3.2397732E-006
5.7417000E-001,-3.3426755E-006
5.7617000E-001,-3.4951221E-006
5.7817000E-001,-3.6827154E-006
5.8017000E-001,-3.8718522E-006
5.8217000E-001,-4.0776045E-006
5.8417000E-001,-4.2833568E-006
5.8617000E-001,-4.4536064E-006
5.8817000E-001,-4.5986704E-006
5.9017000E-001,-4.7347514E-006
5.9217000E-001,-4.7741337E-006
5.9417000E-001,-4.8135160E-006
5.9617000E-001,-4.8013726E-006
5.9817000E-001,-4.7526766E-006
6.0017000E-001,-4.7025554E-006
6.0217000E-001,-4.6370921E-006
6.0417000E-001,-4.5716289E-006
6.0617000E-001,-4.5424778E-006
6.0817000E-001,-4.5390868E-006
6.1017000E-001,-4.5435403E-006
6.1217000E-001,-4.6324376E-006
6.1417000E-001,-4.7213349E-006
6.1617000E-001,-4.8385607E-006
6.1817000E-001,-4.9758828E-006
6.2017000E-001,-5.1095533E-006
6.2217000E-001,-5.2039161E-006
6.2417000E-001,-5.2982789E-006
6.2617000E-001,-5.3207675E-006
6.2817000E-001,-5.2922685E-006
6.3017000E-001,-5.2515733E-006
6.3217000E-001,-5.0795904E-006
6.3417000E-001,-4.9076074E-006
6.3617000E-001,-4.6786945E-006
6.3817000E-001,-4.4093954E-006
6.4017000E-001,-4.1390055E-006
6.4217000E-001,-3.8568741E-006
6.4417000E-001,-3.5747427E-006
6.4617000E-001,-3.3337879E-006
6.4817000E-001,-3.1220437E-006
6.5017000E-001,-2.9210405E-006
6.5217000E-001,-2.8356602E-006
6.5417000E-001,-2.7502799E-006
6.5617000E-001,-2.7552443E-006
6.5817000E-001,-2.8242992E-006
6.6017000E-001,-2.9077892E-006
6.6217000E-001,-3.1466679E-006
6.6417000E-001,-3.3855465E-006
6.6617000E-001,-3.7278299E-006
6.6817000E-001,-4.1434686E-006
6.7017000E-001,-4.5719874E-006
6.7217000E-001,-5.1391553E-006
6.7417000E-001,-5.7063232E-006
6.7617000E-001,-6.3102713E-006
6.7817000E-001,-6.9403114E-006
6.8017000E-001,-7.5630735E-006
6.8217000E-001,-8.1074915E-006
6.8417000E-001,-8.6519095E-006
6.8617000E-001,-9.0553069E-006
6.8817000E-001,-9.3586641E-006
6.9017000E-001,-9.6334701E-006
6.9217000E-001,-9.6009316E-006
6.9417000E-001,-9.5683932E-006
6.9617000E-001,-9.3402222E-006
6.9817000E-001,-8.9732693E-006
7.0017000E-001,-8.5854966E-006
7.0217000E-001,-7.9736048E-006
7.0417000E-001,-7.3617131E-006
7.0617000E-001,-6.6923294E-006
7.0817000E-001,-5.9821608E-006
7.1017000E-001,-5.2783281E-006
7.1217000E-001,-4.6426984E-006
7.1417000E-001,-4.0070688E-006
7.1617000E-001,-3.5165371E-006
7.1817000E-001,-3.1289380E-006
7.2017000E-001,-2.7751536E-006
7.2217000E-001,-2.7853734E-006
7.2417000E-001,-2.7955932E-006
7.2617000E-001,-3.0933295E-006
7.2817000E-001,-3.5950305E-006
7.3017000E-001,-4.1375417E-006
7.3217000E-001,-5.1193614E-006
7.3417000E-001,-6.1011811E-006
7.3617000E-001,-7.2646738E-006
7.3817000E-001,-8.5570455E-006
7.4017000E-001,-9.8468931E-006
7.4217000E-001,-1.1109570E-005
7.4417000E-001,-1.2372246E-005
7.4617000E-001,-1.3362364E-005
7.4817000E-001,-1.4159128E-005
7.5017000E-001,-1.4884401E-005
7.5217000E-001,-1.4840093E-005
7.5417000E-001,-1.4795786E-005
7.5617000E-001,-1.4176030E-005
7.5817000E-001,-1.3148050E-005
7.6017000E-001,-1.2052440E-005
7.6217000E-001,-1.0228806E-005
7.6417000E-001,-8.4051727E-006
7.6617000E-001,-6.3994829E-006
7.6817000E-001,-4.2646422E-006
7.7017000E-001,-2.1552660E-006
7.7217000E-001,-3.2000893E-007
7.7417000E-001,1.5152482E-006
7.7617000E-001,2.8849760E-006
7.7817000E-001,3.9244564E-006
7.8017000E-001,4.8799729E-006
7.8217000E-001,4.9316427E-006
7.8417000E-001,4.9833124E-006
7.8617000E-001,4.5393056E-006
7.8817000E-001,3.7436649E-006
7.9017000E-001,2.9043418E-006
7.9217000E-001,1.5947907E-006
7.9417000E-001,2.8523957E-007
7.9617000E-001,-1.1342132E-006
7.9817000E-001,-2.6316304E-006
8.0017000E-001,-4.1290606E-006
8.0217000E-001,-5.6266313E-006
8.0417000E-001,-7.1242020E-006
8.0617000E-001,-8.5951316E-006
8.0817000E-001,-1.0047162E-005
8.1017000E-001,-1.1495063E-005
8.1217000E-001,-1.2898507E-005
8.1417000E-001,-1.4301951E-005
8.1617000E-001,-1.5618018E-005
8.1817000E-001,-1.6872101E-005
8.2017000E-001,-1.8087041E-005
8.2217000E-001,-1.8880625E-005
8.2417000E-001,-1.9674209E-005
8.2617000E-001,-1.9881751E-005
8.2817000E-001,-1.9673554E-005
8.3017000E-001,-1.9324818E-005
8.3217000E-001,-1.7463223E-005
8.3417000E-001,-1.5601628E-005
8.3617000E-001,-1.2483150E-005
8.3817000E-001,-8.4730381E-006
8.4017000E-001,-4.2819953E-006
8.4217000E-001,1.8567121E-006
8.4417000E-001,7.9954194E-006
8.4617000E-001,1.4887337E-005
8.4817000E-001,2.2313584E-005
8.5017000E-001,2.9704866E-005
8.5217000E-001,3.6719775E-005
8.5417000E-001,4.3734685E-005
8.5617000E-001,4.9246768E-005
8.5817000E-001,5.3692745E-005
8.6017000E-001,5.7763249E-005
8.6217000E-001,5.7791906E-005
8.6417000E-001,5.7820562E-005
8.6617000E-001,5.4823826E-005
8.6817000E-001,4.9680871E-005
8.7017000E-001,4.4158485E-005
8.7217000E-001,3.4551641E-005
8.7417000E-001,2.4944796E-005
8.7617000E-001,1.3848721E-005
8.7817000E-001,1.6961838E-006
8.8017000E-001,-1.0466798E-005
8.8217000E-001,-2.2742205E-005
8.8417000E-001,-3.5017612E-005
8.8617000E-001,-4.6105374E-005
8.8817000E-001,-5.6350620E-005
8.9017000E-001,-6.6305350E-005
8.9217000E-001,-7.3132772E-005
8.9417000E-001,-7.9960195E-005
8.9617000E-001,-8.4466853E-005
8.9817000E-001,-8.7327157E-005
9.0017000E-001,-8.9853137E-005
9.0217000E-001,-8.8780213E-005
9.0417000E-001,-8.7707288E-005
9.0617000E-001,-8.4510429E-005
9.0817000E-001,-7.9806849E-005
9.1017000E-001,-7.4834353E-005
9.1217000E-001,-6.6967058E-005
9.1417000E-001,-5.9099763E-005
9.1617000E-001,-4.9844533E-005
9.1817000E-001,-3.9604701E-005
9.2017000E-001,-2.9276198E-005
9.2217000E-001,-1.7993180E-005
9.2417000E-001,-6.7101618E-006
9.2617000E-001,4.0921427E-006
9.2817000E-001,1.4553428E-005
9.3017000E-001,2.4767976E-005
9.3217000E-001,3.2326466E-005
9.3417000E-001,3.9884956E-005
9.3617000E-001,4.4721324E-005
9.3817000E-001,4.7626613E-005
9.4017000E-001,5.0067111E-005
9.4217000E-001,4.7504262E-005
9.4417000E-001,4.4941414E-005
9.4617000E-001,3.9511121E-005
9.4817000E-001,3.2046657E-005
9.5017000E-001,2.4333392E-005
9.5217000E-001,1.3941851E-005
9.5417000E-001,3.5503108E-006
9.5617000E-001,-6.8900265E-006
9.5817000E-001,-1.7364980E-005
9.6017000E-001,-2.7609803E-005
9.6217000E-001,-3.5377334E-005
9.6417000E-001,-4.3144866E-005
9.6617000E-001,-4.8222672E-005
9.6817000E-001,-5.1392383E-005
9.7017000E-001,-5.4120891E-005
9.7217000E-001,-5.2099985E-005
9.7417000E-001,-5.0079079E-005
9.7617000E-001,-4.5394538E-005
9.7817000E-001,-3.8820409E-005
9.8017000E-001,-3.1994377E-005
9.8217000E-001,-2.2456684E-005
9.8417000E-001,-1.2918990E-005
9.8617000E-001,-2.9676647E-006
9.8817000E-001,7.2770918E-006
9.9017000E-001,1.7361438E-005
9.9217000E-001,2.5719018E-005
9.9417000E-001,3.4076598E-005
9.9617000E-001,3.9934356E-005
9.9817000E-001,4.4018735E-005
1.0001700E+000,4.7622524E-005
1.0021700E+000,4.6052895E-005
1.0041700E+000,4.4483266E-005
1.0061700E+000,3.9821300E-005
1.0081700E+000,3.2965624E-005
1.0101700E+000,2.5853575E-005
1.0121700E+000,1.5981741E-005
1.0141700E+000,6.1099065E-006
1.0161700E+000,-3.5421764E-006
1.0181700E+000,-1.3038367E-005
1.0201700E+000,-2.2242787E-005
1.0221700E+000,-2.8306372E-005
1.0241700E+000,-3.4369958E-005
1.0261700E+000,-3.7622030E-005
1.0281700E+000,-3.8879610E-005
1.0301700E+000,-3.9796758E-005
1.0321700E+000,-3.7049268E-005
1.0341700E+000,-3.4301778E-005
1.0361700E+000,-3.0618670E-005
1.0381700E+000,-2.6271834E-005
1.0401700E+000,-2.2021300E-005
1.0421700E+000,-1.8807425E-005
1.0441700E+000,-1.5593550E-005
1.0461700E+000,-1.4013659E-005
1.0481700E+000,-1.3592919E-005
1.0501700E+000,-1.3382265E-005
1.0521700E+000,-1.5433119E-005
1.0541700E+000,-1.7483974E-005
1.0561700E+000,-1.9686514E-005
1.0581700E+000,-2.1996659E-005
1.0601700E+000,-2.4083725E-005
1.0621700E+000,-2.3769404E-005
1.0641700E+000,-2.3455084E-005
1.0661700E+000,-2.0577458E-005
1.0681700E+000,-1.5881418E-005
1.0701700E+000,-1.0872071E-005
1.0721700E+000,-2.4900646E-006
1.0741700E+000,5.8919413E-006
1.0761700E+000,1.4598874E-005
1.0781700E+000,2.3536309E-005
1.0801700E+000,3.2172166E-005
1.0821700E+000,3.7561619E-005
1.0841700E+000,4.2951071E-005
1.0861700E+000,4.4570870E-005
1.0881700E+000,4.3516471E-005
1.0901700E+000,4.1920080E-005
1.0921700E+000,3.4489314E-005
1.0941700E+000,2.7058548E-005
1.0961700E+000,1.7864944E-005
1.0981700E+000,7.4207806E-006
1.1001700E+000,-2.8329968E-006
1.1021700E+000,-1.1037322E-005
1.1041700E+000,-1.9241647E-005
1.1061700E+000,-2.3412095E-005
1.1081700E+000,-2.4720904E-005
1.1101700E+000,-2.5290293E-005
1.1121700E+000,-1.7900043E-005
1.1141700E+000,-1.0509794E-005
1.1161700E+000,8.4303846E-007
1.1181700E+000,1.5006934E-005
1.1201700E+000,2.9331982E-005
1.1221700E+000,4.5391787E-005
1.1241700E+000,6.1451591E-005
1.1261700E+000,7.5125035E-005
1.1281700E+000,8.7105589E-005
1.1301700E+000,9.8313741E-005
1.1321700E+000,1.0120720E-004
1.1341700E+000,1.0410066E-004
1.1361700E+000,1.0024790E-004
1.1381700E+000,9.1609372E-005
1.1401700E+000,8.2066373E-005
1.1421700E+000,6.2787007E-005
1.1441700E+000,4.3507642E-005
1.1461700E+000,2.0404000E-005
1.1481700E+000,-5.4125889E-006
1.1501700E+000,-3.1240355E-005
1.1521700E+000,-5.7188438E-005
1.1541700E+000,-8.3136521E-005
1.1561700E+000,-1.0496790E-004
1.1581700E+000,-1.2387888E-004
1.1601700E+000,-1.4168673E-004
1.1621700E+000,-1.4761968E-004
1.1641700E+000,-1.5355263E-004
1.1661700E+000,-1.5033403E-004
1.1681700E+000,-1.4062330E-004
1.1701700E+000,-1.2975049E-004
1.1721700E+000,-1.0636825E-004
1.1741700E+000,-8.2986002E-005
1.1761700E+000,-5.5415249E-005
1.1781700E+000,-2.4873160E-005
1.1801700E+000,5.4925170E-006
1.1821700E+000,3.3959178E-005
1.1841700E+000,6.2425839E-005
1.1861700E+000,8.4472432E-005
1.1881700E+000,1.0196462E-004
1.1901700E+000,1.1807842E-004
1.1921700E+000,1.1935428E-004
1.1941700E+000,1.2063015E-004
1.1961700E+000,1.1285964E-004
1.1981700E+000,9.8671612E-005
1.2001700E+000,8.3749755E-005
1.2021700E+000,6.0928403E-005
1.2041700E+000,3.8107050E-005
1.2061700E+000,1.6139308E-005
1.2081700E+000,-5.2228809E-006
1.2101700E+000,-2.5737743E-005
1.2121700E+000,-3.7131385E-005
1.2141700E+000,-4.8525026E-005
1.2161700E+000,-5.2604746E-005
1.2181700E+000,-5.1495959E-005
1.2201700E+000,-4.9719037E-005
1.2221700E+000,-4.0749843E-005
1.2241700E+000,-3.1780649E-005
1.2261700E+000,-2.3337630E-005
1.2281700E+000,-1.5267879E-005
1.2301700E+000,-7.8794006E-006
1.2321700E+000,-7.8246209E-006
1.2341700E+000,-7.7698412E-006
1.2361700E+000,-1.2662382E-005
1.2381700E+000,-2.1064559E-005
1.2401700E+000,-2.9576487E-005
1.2421700E+000,-3.9269843E-005
1.2441700E+000,-4.8963198E-005
1.2461700E+000,-5.3270629E-005
1.2481700E+000,-5.3757274E-005
1.2501700E+000,-5.2898501E-005
1.2521700E+000,-3.7556695E-005
1.2541700E+000,-2.2214889E-005
1.2561700E+000,7.8263654E-007
1.2581700E+000,2.9211142E-005
1.2601700E+000,5.7741746E-005
1.2621700E+000,8.7371416E-005
1.2641700E+000,1.1700109E-004
1.2661700E+000,1.3868654E-004
1.2681700E+000,1.5473635E-004
1.2701700E+000,1.6885099E-004
1.2721700E+000,1.6213404E-004
1.2741700E+000,1.5541709E-004
1.2761700E+000,1.3644260E-004
1.2781700E+000,1.0877258E-004
1.2801700E+000,8.0326301E-005
1.2821700E+000,4.3523806E-005
1.2841700E+000,6.7213108E-006
1.2861700E+000,-2.6570023E-005
1.2881700E+000,-5.7370533E-005
1.2901700E+000,-8.6793901E-005
1.2921700E+000,-1.0139275E-004
1.2941700E+000,-1.1599159E-004
1.2961700E+000,-1.2085730E-004
1.2981700E+000,-1.1881831E-004
1.3001700E+000,-1.1604944E-004
1.3021700E+000,-1.0542367E-004
1.3041700E+000,-9.4797901E-005
1.3061700E+000,-8.5253586E-005
1.3081700E+000,-7.6476457E-005
1.3101700E+000,-6.8373956E-005
1.3121700E+000,-6.7533641E-005
1.3141700E+000,-6.6693327E-005
1.3161700E+000,-6.9614190E-005
1.3181700E+000,-7.5203238E-005
1.3201700E+000,-8.0707099E-005
1.3221700E+000,-8.5293937E-005
1.3241700E+000,-8.9880774E-005
1.3261700E+000,-8.8968080E-005
1.3281700E+000,-8.4154008E-005
1.3301700E+000,-7.8175434E-005
1.3321700E+000,-5.9661336E-005
1.3341700E+000,-4.1147238E-005
1.3361700E+000,-1.5938218E-005
1.3381700E+000,1.4020190E-005
1.3401700E+000,4.4295352E-005
1.3421700E+000,7.7980287E-005
1.3441700E+000,1.1166522E-004
1.3461700E+000,1.4191148E-004
1.3481700E+000,1.6971832E-004
1.3501700E+000,1.9638091E-004
1.3521700E+000,2.1072588E-004
1.3541700E+000,2.2507084E-004
1.3561700E+000,2.2973149E-004
1.3581700E+000,2.2752206E-004
1.3601700E+000,2.2406762E-004
1.3621700E+000,2.0721086E-004
1.3641700E+000,1.9035410E-004
1.3661700E+000,1.6834145E-004
1.3681700E+000,1.4267122E-004
1.3701700E+000,1.1689993E-004
1.3721700E+000,9.0040928E-005
1.3741700E+000,6.3181922E-005
1.3761700E+000,3.9576928E-005
1.3781700E+000,1.8280336E-005
1.3801700E+000,-2.2383701E-006
1.3821700E+000,-1.4383362E-005
1.3841700E+000,-2.6528353E-005
1.3861700E+000,-3.3560896E-005
1.3881700E+000,-3.6966658E-005
1.3901700E+000,-3.9919420E-005
1.3921700E+000,-3.7995763E-005
1.3941700E+000,-3.6072105E-005
1.3961700E+000,-3.3527970E-005
1.3981700E+000,-3.0543668E-005
1.4001700E+000,-2.7732378E-005
1.4021700E+000,-2.6783522E-005
1.4041700E+000,-2.5834666E-005
1.4061700E+000,-2.6611081E-005
1.4081700E+000,-2.8611405E-005
1.4101700E+000,-3.0776186E-005
1.4121700E+000,-3.4711289E-005
1.4141700E+000,-3.8646393E-005
1.4161700E+000,-4.2652265E-005
1.4181700E+000,-4.6708341E-005
1.4201700E+000,-5.0647488E-005
1.4221700E+000,-5.3327939E-005
1.4241700E+000,-5.6008390E-005
1.4261700E+000,-5.7326045E-005
1.4281700E+000,-5.7676931E-005
1.4301700E+000,-5.7738480E-005
1.4321700E+000,-5.4685394E-005
1.4341700E+000,-5.1632309E-005
1.4361700E+000,-4.5630754E-005
1.4381700E+000,-3.7537551E-005
1.4401700E+000,-2.8903440E-005
1.4421700E+000,-1.4446622E-005
1.4441700E+000,1.0196955E-008
1.4461700E+000,1.7672319E-005
1.4481700E+000,3.7608288E-005
1.4501700E+000,5.7634414E-005
1.4521700E+000,7.8631046E-005
1.4541700E+000,9.9627678E-005
1.4561700E+000,1.1696913E-004
1.4581700E+000,1.3171760E-004
1.4601700E+000,1.4529352E-004
1.4621700E+000,1.4624724E-004
1.4641700E+000,1.4720097E-004
1.4661700E+000,1.3754733E-004
1.4681700E+000,1.2036881E-004
1.4701700E+000,1.0177080E-004
1.4721700E+000,6.7892498E-005
1.4741700E+000,3.4014191E-005
1.4761700E+000,-5.2484281E-006
1.4781700E+000,-4.8330688E-005
1.4801700E+000,-9.1242351E-005
1.4821700E+000,-1.3231758E-004
1.4841700E+000,-1.7339281E-004
1.4861700E+000,-2.0686200E-004
1.4881700E+000,-2.3493545E-004
1.4901700E+000,-2.6128818E-004
1.4921700E+000,-2.6911778E-004
1.4941700E+000,-2.7694738E-004
1.4961700E+000,-2.7181597E-004
