KP,Er
2808.825,-5.23661033855927
2816.325,-5.31198531500459
2823.8249,-5.38736029144991
2831.3248,-5.46273526789523
2838.8247,-5.53811024434055
2846.3246,-5.61348522078587
2853.8246,-5.68886019723119
2861.3245,-5.76423517367651
2868.8244,-5.83961015012183
2876.3243,-5.91498512656715
2883.8242,-5.99036010301247
2891.3241,-6.06573507945779
2898.8241,-6.14111005590311
2906.324,-6.21648503234843
2913.8239,-6.29186000879375
2921.3238,-6.36723498523907
2928.8237,-6.44260996168439
2936.3236,-6.51798493812971
2943.8236,-6.59335991457503
2951.3235,-6.66873489102035
2958.8234,-6.74410986746567
2966.3233,-6.81948484391099
2973.8232,-6.89485982035631
2981.3231,-6.97025489679535
2988.8231,-7.04562987324066
2996.323,-7.12100484968599
3003.8229,-7.19637982613131
3011.3228,-7.27175480257662
3018.8227,-7.34712977902194
3026.3226,-7.42250475546726
3033.8226,-7.49787973191258
3041.3225,-7.5732547083579
3048.8224,-7.64862968480322
3056.3223,-7.72400466124854
3063.8222,-7.79937963769386
3071.3222,-7.87475461413918
3078.8221,-7.94417999244375
3086.322,-7.99183707755091
3093.8219,-8.0169017697182
3101.3218,-8.01933386895817
3108.8217,-7.99917357525826
3116.3217,-7.95638068863104
3123.8216,-7.89099540906394
3131.3215,-7.80297753656952
3138.8214,-7.69236727113523
3146.3213,-7.55916461276106
3153.8212,-7.41597225750867
3161.3212,-7.27277990225628
3168.8211,-7.12956744701017
3176.321,-6.98637509175778
3183.8209,-6.84316263651168
3191.3208,-6.69997028125929
3198.8207,-6.5567779260069
3206.3207,-6.41356547076079
3213.8206,-6.2703731155084
3221.3205,-6.12716066026229
3228.8204,-5.98396830500991
3236.3203,-5.8407558497638
3243.8203,-5.69756349451141
3251.3202,-5.55437113925902
3258.8201,-5.41115868401291
3266.32,-5.26796632876052
3273.8199,-5.12475387351442
3281.3198,-4.984636817301
3288.8198,-4.86455945482517
3296.3197,-4.76707448528922
3303.8196,-4.69222210868059
3311.3195,-4.63998222500556
3318.8194,-4.6103347342704
3326.3193,-4.59793303814593
3333.8193,-4.58659664168855
3341.3192,-4.57526024523117
3348.8191,-4.56394394876752
3356.319,-4.55260755231014
3363.8189,-4.54129125584648
3371.3188,-4.52995485938911
3378.8188,-4.51861846293173
3386.3187,-4.50730216646807
3393.8186,-4.4959657700107
3401.3185,-4.48464947354704
3408.8184,-4.47331307708966
3416.3184,-4.46197668063229
3423.8183,-4.45066038416863
3431.3182,-4.4376556882326
3438.8181,-4.40633989801878
3446.318,-4.35239151487765
3453.8179,-4.27585073879664
3461.3179,-4.17667736978832
3468.8178,-4.05491160784012
3476.3177,-3.91397045188423
3483.8176,-3.77075799663813
3491.3175,-3.62754554139202
3498.8174,-3.48433308614591
3506.3174,-3.3411206308998
3513.8173,-3.1979081756537
3521.3172,-3.05469572040759
3528.8171,-2.91148326516148
3536.317,-2.76827080991537
3543.8169,-2.62505835466926
3551.3169,-2.48184589942316
3558.8168,-2.33863344417705
3566.3167,-2.19542098893094
3573.8166,-2.05220853368483
3581.3165,-1.90899607843873
3588.8165,-1.76578362319262
3596.3164,-1.62257116794651
