KP,Er
1267.9217480192847,-12.995744465389063
1271.7407158150631,-12.934325497231248
1275.559683758213,-12.87291569309832
1279.378651701363,-12.811505888965396
1283.197619644513,-12.750096084832471
1287.016587587663,-12.688686280699542
1290.8355555308126,-12.627276476566625
1294.6545234417422,-12.56586466885727
1298.473491233508,-12.504445451125466
1302.2924740211479,-12.443988972993179
1306.1115020476934,-12.38643684610636
1309.930573959762,-12.332114824324032
1313.7497558988912,-12.285891121745257
1317.5689770457652,-12.243367836115358
1321.3882809800843,-12.208658008325703
1325.207616137654,-12.178067092069602
1329.0270073596314,-12.154872085487064
1332.8464192989234,-12.13621494686386
1336.6658630938882,-12.12453539399455
1340.4853127042634,-12.11540268592393
1344.3047700090747,-12.10963973776509
1348.1242273138325,-12.103876753735133
1351.943684618528,-12.098113728736084
1355.763141930989,-12.092355854864785
1359.582599251116,-12.086603066121391
1363.4020565629162,-12.08084475368701
1367.2215138676117,-12.07508172868796
1371.0409711811963,-12.069324599943062
1374.8604285013232,-12.06357181119967
1378.6798858119998,-12.057812753638887
1382.4993431166956,-12.052049728639837
1386.3188004314782,-12.046293394787417
1390.138257751721,-12.040540682747704
1393.9577150613109,-12.034780904476387
1397.7771723660069,-12.029017879477335
1401.5966296707022,-12.02325485447832
1405.4160869753982,-12.017491829479322
1409.2355442917901,-12.011736563282357
1413.0550016119173,-12.005983774538914
1416.874458919786,-12.000222854430202
1420.6939162244819,-11.994459829431202
1424.5133735420932,-11.988705372083402
1428.332830862336,-11.982952660043635
1432.1522881690971,-11.977191005267704
1435.9717454737927,-11.971427980268706
1439.7912027924312,-11.965674204056569
1443.6106601125584,-11.959921415313179
1447.430117271719,-11.954062791724958
1451.2495744205921,-11.948197404176575
1455.069025310924,-11.939143966409201
1458.8884758646839,-11.929952034847615
1462.7079120721473,-11.916010300047486
1466.527347273519,-11.901833348828795
1470.3467629918457,-11.88310141223357
1474.1661764941057,-11.863967977683497
1477.9855662791224,-11.840537549575734
1481.8049548955,-11.816922587532469
1485.6243350869004,-11.7919772795928
1489.443715278301,-11.76703197165313
1493.2630954697015,-11.742086663713462
1497.0824756480947,-11.717139364658086
1500.9018557726301,-11.692183821083121
1504.7212359126038,-11.667230640758302
1508.5406161040037,-11.642285332818638
1512.3599962959852,-11.617340113760743
1516.1793764895579,-11.592395138410991
1519.9987566621728,-11.567446954844533
1523.8181367867078,-11.542491411269571
1527.6375169339726,-11.517539347080783
1531.4568971253732,-11.492594039141112
1535.2762773167738,-11.467648731201443
1539.0956575081739,-11.442703423261776
1542.9150376719833,-11.417753891666358
1546.7344177965183,-11.392798348091397
1550.5537979510761,-11.367847400306616
1554.3731781424767,-11.342902092366948
1558.1925583349316,-11.317956945851725
1562.0119385285043,-11.293011970501977
1565.831318686061,-11.268061481852783
1569.6506988105957,-11.243105938277772
1573.4700789724443,-11.218156106629001
1577.2894591638449,-11.193210798689332
1581.1088393552454,-11.168265490749663
1584.9282195466458,-11.143320182809994
1588.7475996958708,-11.118368418674539
1592.5669798204062,-11.093412875099574
1596.3863599909976,-11.068464381730053
1600.2057401845698,-11.043519406380303
1604.0251203766145,-11.018574197072143
1607.844500568015,-10.993628889132472
1611.6638807099484,-10.968676008860985
1615.4832608344839,-10.943720465286024
1619.302641010917,-10.918772866177314
1623.1220212023177,-10.893827558237644
1626.941401393718,-10.868882250297975
1630.7607815851186,-10.843936942358306
1634.5801617197592,-10.818982945682809
1638.3995418442944,-10.794027402107847
1642.2189220299438,-10.769081213821035
1646.0383022235164,-10.744136238471283
1649.8576824150869,-10.719190956620457
1653.6770626064879,-10.694245648680788
1657.4964427338368,-10.66929053586926
1661.3158228583725,-10.644334992294297
1665.1352030493897,-10.619389625725628
1668.9545832407903,-10.594444317785959
1672.7739634321908,-10.56949900984629
1676.593343619112,-10.544553016266049
1680.4127237436473,-10.519597472691085
1684.2321038753173,-10.494643021261767
1688.0514840688893,-10.46969804591202
1691.8708642621582,-10.444753024108444
1695.690244453559,-10.419807716168773
1699.5096246449593,-10.394862408229105
1703.32900483636,-10.369917100289435
1707.148385013559,-10.344969618438377
1710.9677651380946,-10.320014074863414
1714.787145279262,-10.295061077334278
1718.6065254706627,-10.270115769394607
1722.425905662063,-10.245170461454938
1726.2452858534639,-10.220225153515269
1730.0646660240684,-10.19527666221737
1733.884046150778,-10.17032145136873
1737.703426300633,-10.145369783656644
1741.5228064920334,-10.120424475716977
1745.342186683434,-10.095479167777308
1749.1615668748345,-10.070533859837637
1752.980948122998,-10.04575159076286
1756.8003307691274,-10.021185001705396
1760.6197242997273,-9.99845819424698
1764.4391302601102,-9.977832369614232
1768.2585477487883,-9.959622480621377
1772.0779766178139,-9.943797522322221
1775.8974145912753,-9.930562850944495
1779.7168603333423,-9.919538411984993
1783.5363119424046,-9.91105506346479
1787.3557678706652,-9.904442429703284
1791.1752246418146,-9.89835007165425
1794.9946819465101,-9.892587046655219
1798.8141392612174,-9.886830662604773
1802.6335965813444,-9.881077873861363
1806.4530538908984,-9.875318071606127
1810.2725111955938,-9.869555046607099
1814.0919685003732,-9.863792077052869
1817.9114258051845,-9.858029128893998
1821.7308831216044,-9.852273880865772
1825.5503404417314,-9.846521092122366
1829.3697977496008,-9.840760172445576
1833.1892550542964,-9.834997147446545
1837.0087123589924,-9.829234122447515
1840.828169663688,-9.823471097448484
1844.647626981764,-9.817716948509151
1848.4670843018914,-9.81196415976574
1852.2865416080763,-9.806202122399398
1856.1059989127714,-9.800439097400373
1859.92545623208,-9.794685765682193
1863.7449135523227,-9.788933053642456
1867.564370857387,-9.783170273236903
1871.3838281620826,-9.777407248237875
1875.2032854667782,-9.771644223238845
1879.0227427722314,-9.76588170059184
1882.8422000923583,-9.76012891184843
1886.6616574111667,-9.754375248189753
1890.481114715862,-9.748612223190728
1894.3005720224382,-9.742850445670127
1898.1200293425654,-9.737097656926718
1901.93948734522,-9.73231689464221
1905.7589489779043,-9.732705868493326
1909.5784069971614,-9.735338236623972
1913.39785006494,-9.747253220805842
1917.2172808374844,-9.761826214686366
1921.0366706852788,-9.785246407081182
1924.8560375608072,-9.811685316999219
1928.6753414951263,-9.846395144788868
1932.4946347511955,-9.882220886488813
1936.3139035256868,-9.920605037466245
1940.1331723019268,-9.958989014450303
1943.9524410815611,-9.99737265369075
1947.7717098592598,-10.035756485486965
1951.5909786337513,-10.074140636464385
1955.410247365799,-10.112529010073164
1959.229516037416,-10.150923395789993
1963.0487847552108,-10.1893131873601
1966.8680535297021,-10.22769733833757
1970.6873223041932,-10.266081489315011
1974.5065910786846,-10.304465640292433
1978.3258598531759,-10.342849791269852
1982.1451286276672,-10.381233942247274
1985.9643974050268,-10.419617807789951
1989.7836661846613,-10.45800144703038
1993.6029349001283,-10.49639147021049
1997.422203571745,-10.534785855927367
2001.2414723082086,-10.573173790186315
2005.0607410827001,-10.611557941163735
2008.880009857191,-10.649942092141153
2012.6992786316825,-10.688326243118574
2016.5185474061736,-10.726710394095992
2020.337816180665,-10.765094545073413
2024.1570848791066,-10.803486262056555
2027.9763535507236,-10.841880647773436
2031.7956223061133,-10.880266699093134
2035.6148910857473,-10.918650338333558
2039.4341598612068,-10.957034393012457
2043.2534286356977,-10.995418543989874
2047.0726974101894,-11.0338026949673
2050.8919661846808,-11.072186845944719
2054.7112349591716,-11.110570996922139
2058.5305037336634,-11.148955147899565
2062.349772413436,-11.187348722193864
2066.169041085054,-11.225743107910747
2069.988309855123,-11.264127698795352
2073.8075786296145,-11.30251184977277
2077.626847409214,-11.340895492432761
2081.446116188696,-11.379279146816023
2085.2653849631874,-11.417663297793442
2089.0846537309003,-11.45604812314352
2092.9039224025173,-11.4944425088604
2096.723191084647,-11.532835848689235
2100.542459859138,-11.57121999966665
2104.3617286336294,-11.609604150644067
2108.180997408121,-11.64798830162149
2112.0002661835106,-11.686372363152907
