KP,Surface
0.0,6.73
3.82035027267463,6.713459475832097
7.640700399149155,6.6968852624069815
11.461050255603123,6.6802488688529635
15.281400093881949,6.663608302565168
19.101749916593377,6.646964162241771
22.9221000600093,6.630393875557521
26.742450356265927,6.613858785891432
30.562801374540825,6.597491559348898
34.38315259287692,6.581170991343232
38.20350521704029,6.565182797374097
42.02385874515068,6.549414603968616
45.84421376043585,6.534008355762003
49.664572080152034,6.519446003609886
53.48493224744083,6.505377246984117
57.30529150500523,6.491069339402424
61.12563634656726,6.473415958104479
64.9459394570991,6.4484436414182555
68.76618864349852,6.416165083493517
72.5864041119795,6.380077008342675
76.40660212949949,6.342174685228881
80.22679103191986,6.303362226788627
84.04697504658095,6.264070467398298
87.86715659533536,6.224539159788856
91.68733748921409,6.1849445851382026
95.50751973988393,6.145481220471899
99.327706243604,6.106431609803509
103.14790333119407,6.06843452334402
106.9681303249881,6.033629688161032
110.78841164065953,6.005499342981576
114.60873779564334,5.984213727124288
118.42908444476697,5.966894143230614
122.24943791033466,5.951126133349765
126.06979384385092,5.9359504882210725
129.89015175057116,5.92127875149991
133.7105096779743,5.906612410627421
137.53086779847683,5.891996446456374
141.35122591897937,5.877380482285328
145.17158377101998,5.862694693194575
148.99194133405456,5.847933735810582
152.81229889708914,5.833172778426588
156.6326563663138,5.8183876324690775
160.4530134993987,5.803515813968648
164.27337063248365,5.788643995468219
168.09372776556853,5.773772176967792
171.9140848002148,5.758875120401452
175.73444170614687,5.74394506361605
179.5547986120789,5.729015006830649
183.37515551801096,5.7140849500452475
187.19551239938824,5.6991486144879335
191.01586922370646,5.684197688648797
194.83622604802474,5.669246762809662
198.65658287234294,5.654295836970526
202.47693969666116,5.639344911131391
206.2972965206257,5.624393894911615
210.1176533445883,5.609442878195623
213.93801016855087,5.594491861479631
217.75836699251343,5.57954084476364
221.57872387289072,5.564604253518155
225.39908077882282,5.549674196732753
229.21943768475484,5.534744139947351
233.0397945906869,5.5198140831619495
236.86015162308095,5.504916449281278
240.68050875656627,5.490044733630832
244.50086589005156,5.475173017980385
248.32122302353682,5.460301302329938
252.14158048815793,5.445514969265821
255.9619380511925,5.430754011881827
259.78229561422705,5.415993054497835
263.6026536182757,5.401347121272096
267.4230120502939,5.386812809937462
271.24337048231206,5.372278498602829
275.06373077122,5.358241874501497
278.8840912956559,5.3442683770779285
282.7044550809541,5.3312238492153075
286.5248206088909,5.318713192021909
290.3451908839701,5.307724261685253
294.16556636970347,5.29877902402992
297.9859458451198,5.291781511833714
301.8063281022595,5.286441780485078
305.62671180166154,5.282179491334025
309.4470961889214,5.278583816195683
313.26748058512766,5.27499767680791
317.0878649936925,5.271424709812482
320.9082493909866,5.2678397381372655
324.7286337735176,5.264239042064134
328.54901815197024,5.26063403747439
332.3694025052048,5.257002390615936
336.1897868584394,5.253370743757481
340.01017120333006,5.249730335919087
343.83055554354723,5.246085020854096
347.6509398840664,5.242440022631998
351.4713242317397,5.238802530124426
355.2917085794128,5.235165037616855
359.11209292951736,5.2315301006405885
362.9324772827157,5.2278984157309445
366.7528616359141,5.2242667308212996
370.57324600885653,5.220655879280039
374.39363038301843,5.217046314505276
378.214014779477,5.213460468977802
382.0343991880419,5.209887501982373
385.8547836700304,5.206394392896349
389.6751682043273,5.202959257275824
393.49555300381184,5.199832091584501
397.31593822988725,5.197299368826657
401.13632401073835,5.195903672264571
404.9567099468151,5.196539030556801
408.77709476023796,5.199584156552357
412.59747831843976,5.203956698456892
416.4178612244936,5.208879292507788
420.23824391467735,5.213968015515238
424.05862650342317,5.219132403857184
427.87900904643527,5.224330460789031
431.6993915629999,5.229547964738266
435.51977404487343,5.234790816243173
439.3401565266911,5.240033708514114
443.1605390084488,5.245276644433938
446.9809215236687,5.250495130850924
450.80130405880584,5.255698999592834
454.6216866285785,5.260877404238541
458.4420693301802,5.26595745439514
462.2624521847881,5.27092058923728
466.0828353784145,5.275612847016119
469.9032192815182,5.279676886072263
473.72360442939066,5.282297695166717
477.5439903794686,5.283169600363273
481.36437645465685,5.283272064438775
485.18476253400775,5.283272064438775
489.00514861335876,5.283272064438775
492.8255346927096,5.283272064438775
496.64592077206055,5.283272064438775
500.46630685141156,5.283272064438776
504.28669293076246,5.283272064438775
508.10707901011335,5.283272064438775
511.9274650885387,5.283331882801211
515.747850814227,5.284653595906947
519.5682333901062,5.289597131413057
523.388608605542,5.298655338673777
527.2089787382445,5.309675887613488
531.0293459914242,5.321663993566176
534.8497118958405,5.334078428505675
538.6700770674928,5.346717673910243
542.4904416193241,5.359542725452478
546.310806041227,5.372406545997048
550.1311701708473,5.385356928576343
553.9515342572031,5.3983200495688095
557.7718982167642,5.411320502792523
561.5922621764948,5.42432090627171
565.4126261366447,5.437321186487923
569.2329901509356,5.450305525926437
573.0533542799483,5.463256087745239
576.8737185561279,5.476163065109856
580.6940830278563,5.48901212944808
584.5144479826821,5.501716372515535
588.3348132983517,5.514311657531488
592.1551792822075,5.526702972927714
595.9755446103342,5.539294729156014
599.795906131794,5.552986822293338
603.6162574795015,5.569252228502388
607.4365963938496,5.588212126433197
611.256924756095,5.609203554029929
615.0772451130914,5.631612597255056
618.8975603866841,5.654869343587881
622.7178740197284,5.678395741133886
626.5381850524373,5.702341694029133
630.358495708522,5.726347372310769
634.1788049166951,5.750582661606302
637.999114124868,5.774817950901834
641.8194225156335,5.7991817062837505
645.6397307990197,5.823562337712571
649.4600389105749,5.847969852275961
653.2803467086875,5.87242640511713
657.1006545068003,5.896882957958302
660.9209623416663,5.921333768735476
664.7412701907762,5.9457823541367745
668.5615780733043,5.9702257112307695
672.3818863053671,5.994614383437295
676.2021945374299,6.01900305564382
680.0225033446116,6.043301339158937
683.8428126083356,6.067527870118891
687.6631222727614,6.091690859289566
691.4834332420749,6.115646924098469
695.3037449201431,6.1394887426284654
699.1240590635749,6.1629331618430525
702.9443759323995,6.185926186251629
706.764696440677,6.208304647510285
710.5850229760293,6.229626596177646
714.4053574926329,6.24946548172592
718.2256990041559,6.267914060969932
722.046041849766,6.286087892446032
725.8663809581356,6.305027028727911
729.6867144377873,6.325063803184844
733.5070416821056,6.346252948944758
737.3273625413132,6.368576210410064
741.1476734878308,6.392531003292912
744.9679793540577,6.417271320541936
748.788277039747,6.443259548923311
752.6085668809243,6.47035877854368
756.4288506438614,6.498318856077088
760.249125463096,6.527458625842767
764.0693940190902,6.557424529469351
767.8896557930346,6.5882266701814975
771.7099078501317,6.620226913070885
775.530159410094,6.652284761987077
779.3503947578714,6.686221215698488
783.1706301056488,6.720157669409898
786.9908594960857,6.75475076757332
790.811081739939,6.790131593834605
794.6313039837923,6.82551242009589
