sids,lon,lat,depth,geology,region,slope,vs30,xvf,vs30measured
257,22.95097,40.61042,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
258,22.95266,40.61042,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
259,22.95436,40.61042,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
260,22.95606,40.61042,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
261,22.95775,40.61042,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
262,22.95945,40.61042,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
263,22.96115,40.61042,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
264,22.96285,40.61042,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
265,22.96454,40.61042,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
266,22.96624,40.61042,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
267,22.96794,40.61042,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
268,22.96963,40.61042,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
269,22.97133,40.61042,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
270,22.97303,40.61042,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
271,22.95097,40.61285,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
272,22.95266,40.61285,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
273,22.95436,40.61285,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
274,22.95606,40.61285,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
275,22.95775,40.61285,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
276,22.95945,40.61285,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
277,22.96115,40.61285,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
278,22.96285,40.61285,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
279,22.96454,40.61285,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
280,22.96624,40.61285,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
281,22.96794,40.61285,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
282,22.96963,40.61285,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
283,22.97133,40.61285,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
284,22.97303,40.61285,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
285,22.95097,40.61528,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
286,22.95266,40.61528,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
287,22.95436,40.61528,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
288,22.95606,40.61528,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
289,22.95775,40.61528,0.00000,UNKNOWN,2,2.42215E-02,3.61443E+02,-1.50000E+02,0
290,22.95945,40.61528,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
291,22.96115,40.61528,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
292,22.96285,40.61528,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
293,22.96454,40.61528,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
294,22.96624,40.61528,0.00000,CENOZOIC,2,2.66517E-02,3.91938E+02,-1.50000E+02,0
295,22.96794,40.61528,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
296,22.96963,40.61528,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
297,22.97133,40.61528,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
298,22.97303,40.61528,0.00000,CENOZOIC,2,3.34091E-02,4.23400E+02,-1.50000E+02,0
299,22.94248,40.61772,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
300,22.94418,40.61772,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
301,22.94588,40.61772,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
302,22.94757,40.61772,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
303,22.94927,40.61772,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
304,22.95097,40.61772,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
305,22.95266,40.61772,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
306,22.95436,40.61772,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
307,22.95606,40.61772,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
308,22.95775,40.61772,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
309,22.95945,40.61772,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
310,22.96115,40.61772,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
311,22.96285,40.61772,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
312,22.96454,40.61772,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
313,22.96624,40.61772,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
314,22.96794,40.61772,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
315,22.96963,40.61772,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
316,22.97133,40.61772,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
317,22.97303,40.61772,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
318,22.94248,40.62015,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
319,22.94418,40.62015,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
320,22.94588,40.62015,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
321,22.94757,40.62015,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
322,22.94927,40.62015,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
323,22.95097,40.62015,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
324,22.95266,40.62015,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
325,22.95436,40.62015,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
326,22.95606,40.62015,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
327,22.95775,40.62015,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
328,22.95945,40.62015,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
329,22.96115,40.62015,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
330,22.96285,40.62015,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
331,22.96454,40.62015,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
332,22.96624,40.62015,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
333,22.96794,40.62015,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
334,22.96963,40.62015,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
335,22.97133,40.62015,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
336,22.97303,40.62015,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
337,22.94248,40.62258,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
338,22.94418,40.62258,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
339,22.94588,40.62258,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
340,22.94757,40.62258,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
341,22.94927,40.62258,0.00000,UNKNOWN,2,1.98933E-02,4.79329E+02,-1.50000E+02,0
342,22.95097,40.62258,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
343,22.95266,40.62258,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
344,22.95436,40.62258,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
345,22.95606,40.62258,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
346,22.95775,40.62258,0.00000,UNKNOWN,2,2.57100E-02,3.87543E+02,-1.50000E+02,0
347,22.95945,40.62258,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
348,22.96115,40.62258,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
349,22.96285,40.62258,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
350,22.96454,40.62258,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
351,22.96624,40.62258,0.00000,CENOZOIC,2,3.82132E-02,4.48906E+02,-1.50000E+02,0
352,22.96794,40.62258,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
353,22.96963,40.62258,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
354,22.97133,40.62258,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
355,22.97303,40.62258,0.00000,CENOZOIC,2,5.40600E-02,5.10630E+02,-1.50000E+02,0
356,22.93400,40.62502,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
357,22.93569,40.62502,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
358,22.93739,40.62502,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
359,22.93909,40.62502,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
360,22.94079,40.62502,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
361,22.94248,40.62502,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
362,22.94418,40.62502,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
363,22.94588,40.62502,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
364,22.94757,40.62502,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
365,22.94927,40.62502,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
366,22.95097,40.62502,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
367,22.95266,40.62502,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
368,22.95436,40.62502,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
369,22.95606,40.62502,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
370,22.95775,40.62502,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
371,22.95945,40.62502,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
372,22.96115,40.62502,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
373,22.96285,40.62502,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
374,22.96454,40.62502,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
375,22.96624,40.62502,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
376,22.96794,40.62502,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
377,22.96963,40.62502,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
378,22.97133,40.62502,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
379,22.97303,40.62502,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
380,22.93400,40.62745,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
381,22.93569,40.62745,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
382,22.93739,40.62745,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
383,22.93909,40.62745,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
384,22.94079,40.62745,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
385,22.94248,40.62745,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
386,22.94418,40.62745,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
387,22.94588,40.62745,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
388,22.94757,40.62745,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
389,22.94927,40.62745,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
390,22.95097,40.62745,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
391,22.95266,40.62745,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
392,22.95436,40.62745,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
393,22.95606,40.62745,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
394,22.95775,40.62745,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
395,22.95945,40.62745,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
396,22.96115,40.62745,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
397,22.96285,40.62745,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
398,22.96454,40.62745,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
399,22.96624,40.62745,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
400,22.96794,40.62745,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
401,22.96963,40.62745,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
402,22.97133,40.62745,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
403,22.97303,40.62745,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
404,22.93400,40.62988,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
405,22.93569,40.62988,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
406,22.93739,40.62988,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
407,22.93909,40.62988,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
408,22.94079,40.62988,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
409,22.94248,40.62988,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
410,22.94418,40.62988,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
411,22.94588,40.62988,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
412,22.94757,40.62988,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
413,22.94927,40.62988,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
414,22.95097,40.62988,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
415,22.95266,40.62988,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
416,22.95436,40.62988,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
417,22.95606,40.62988,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
418,22.95775,40.62988,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
419,22.95945,40.62988,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
420,22.96115,40.62988,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
421,22.96285,40.62988,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
422,22.96454,40.62988,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
423,22.96624,40.62988,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
424,22.96794,40.62988,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
425,22.96963,40.62988,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
426,22.97133,40.62988,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
427,22.97303,40.62988,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
428,22.93400,40.63231,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
429,22.93569,40.63231,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
430,22.93739,40.63231,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
431,22.93909,40.63231,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
432,22.94079,40.63231,0.00000,UNKNOWN,2,2.13756E-02,4.86418E+02,-1.50000E+02,0
433,22.94248,40.63231,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
434,22.94418,40.63231,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
435,22.94588,40.63231,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
436,22.94757,40.63231,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
437,22.94927,40.63231,0.00000,UNKNOWN,2,2.62267E-02,4.64213E+02,-1.50000E+02,0
438,22.95097,40.63231,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
439,22.95266,40.63231,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
440,22.95436,40.63231,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
441,22.95606,40.63231,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
442,22.95775,40.63231,0.00000,UNKNOWN,2,3.98337E-02,4.62279E+02,-1.50000E+02,0
443,22.95945,40.63231,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
444,22.96115,40.63231,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
445,22.96285,40.63231,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
446,22.96454,40.63231,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
447,22.96624,40.63231,0.00000,CENOZOIC,2,6.90543E-02,5.49940E+02,-1.50000E+02,0
448,22.96794,40.63231,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
449,22.96963,40.63231,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
450,22.97133,40.63231,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
451,22.97303,40.63231,0.00000,CENOZOIC,2,1.00814E-01,6.24458E+02,-1.50000E+02,0
452,22.92382,40.63475,0.00000,UNKNOWN,2,1.13537E-02,4.50116E+02,-1.50000E+02,0
453,22.92551,40.63475,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
454,22.92721,40.63475,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
455,22.92891,40.63475,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
456,22.93060,40.63475,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
457,22.93230,40.63475,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
458,22.93400,40.63475,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
459,22.93569,40.63475,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
460,22.93739,40.63475,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
461,22.93909,40.63475,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
462,22.94079,40.63475,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
463,22.94248,40.63475,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
464,22.94418,40.63475,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
465,22.94588,40.63475,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
466,22.94757,40.63475,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
467,22.94927,40.63475,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
468,22.95097,40.63475,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
469,22.95266,40.63475,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
470,22.95436,40.63475,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
471,22.95606,40.63475,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
472,22.95775,40.63475,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
473,22.95945,40.63475,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
474,22.96115,40.63475,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
475,22.96285,40.63475,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
476,22.96454,40.63475,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
477,22.96624,40.63475,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
478,22.96794,40.63475,0.00000,CENOZOIC,2,1.25910E-01,6.67378E+02,-1.50000E+02,0
479,22.96963,40.63475,0.00000,CENOZOIC,2,1.25910E-01,6.67378E+02,-1.50000E+02,0
480,22.97133,40.63475,0.00000,CENOZOIC,2,1.25910E-01,6.67378E+02,-1.50000E+02,0
481,22.97303,40.63475,0.00000,CENOZOIC,2,1.25910E-01,6.67378E+02,-1.50000E+02,0
482,22.92382,40.63718,0.00000,UNKNOWN,2,1.13537E-02,4.50116E+02,-1.50000E+02,0
483,22.92551,40.63718,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
484,22.92721,40.63718,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
485,22.92891,40.63718,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
486,22.93060,40.63718,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
487,22.93230,40.63718,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
488,22.93400,40.63718,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
489,22.93569,40.63718,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
490,22.93739,40.63718,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
491,22.93909,40.63718,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
492,22.94079,40.63718,0.00000,UNKNOWN,2,2.99182E-02,4.15199E+02,-1.50000E+02,0
493,22.94248,40.63718,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
494,22.94418,40.63718,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
495,22.94588,40.63718,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
496,22.94757,40.63718,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
497,22.94927,40.63718,0.00000,UNKNOWN,2,4.98226E-02,4.83245E+02,-1.50000E+02,0
498,22.95097,40.63718,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
499,22.95266,40.63718,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
500,22.95436,40.63718,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
501,22.95606,40.63718,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
502,22.95775,40.63718,0.00000,UNKNOWN,2,7.93939E-02,5.47146E+02,-1.50000E+02,0
503,22.95945,40.63718,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
504,22.96115,40.63718,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
505,22.96285,40.63718,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
506,22.96454,40.63718,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
507,22.96624,40.63718,0.00000,HOLOCENE,2,1.10037E-01,6.19575E+02,-1.50000E+02,0
508,22.96794,40.63718,0.00000,CENOZOIC,2,1.25910E-01,6.67378E+02,-1.50000E+02,0
509,22.96963,40.63718,0.00000,CENOZOIC,2,1.25910E-01,6.67378E+02,-1.50000E+02,0
510,22.97133,40.63718,0.00000,CENOZOIC,2,1.25910E-01,6.67378E+02,-1.50000E+02,0
511,22.97303,40.63718,0.00000,CENOZOIC,2,1.25910E-01,6.67378E+02,-1.50000E+02,0
512,22.92382,40.63961,0.00000,UNKNOWN,2,1.13537E-02,4.50116E+02,-1.50000E+02,0
513,22.92551,40.63961,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
514,22.92721,40.63961,0.00000,UNKNOWN,2,1.59099E-02,4.19278E+02,-1.50000E+02,0
