lon,lat,0.000400~PGA,0.001670~PGA,0.008000~PGA
22.92382,40.57880,6.173156E-01,3.742963E-01,1.752057E-01
22.92551,40.57880,6.188002E-01,3.745108E-01,1.752813E-01
22.92721,40.57880,6.203387E-01,3.747370E-01,1.753632E-01
22.92891,40.57880,6.219184E-01,3.749740E-01,1.754514E-01
22.93060,40.57880,6.235242E-01,3.752200E-01,1.755457E-01
22.93230,40.57880,6.251717E-01,3.754773E-01,1.756466E-01
22.93400,40.57880,6.268516E-01,3.757459E-01,1.757528E-01
22.93569,40.57880,6.285354E-01,3.760237E-01,1.758633E-01
22.93739,40.57880,6.302347E-01,3.763139E-01,1.759789E-01
22.93909,40.57880,6.319300E-01,3.766146E-01,1.760989E-01
22.94079,40.57880,6.336106E-01,3.769258E-01,1.762199E-01
22.94248,40.57880,6.352550E-01,3.772481E-01,1.763441E-01
22.94418,40.57880,6.368852E-01,3.775763E-01,1.764721E-01
22.94588,40.57880,6.384998E-01,3.779140E-01,1.766015E-01
22.94757,40.57880,6.400774E-01,3.782606E-01,1.767503E-01
22.94927,40.57880,6.415933E-01,3.786169E-01,1.768814E-01
22.95097,40.57880,6.430309E-01,3.789786E-01,1.770106E-01
22.95266,40.57880,6.443570E-01,3.793426E-01,1.771380E-01
22.95436,40.57880,6.455817E-01,3.797122E-01,1.772640E-01
22.95606,40.57880,6.467649E-01,3.800854E-01,1.773871E-01
22.95775,40.57880,6.479101E-01,3.804582E-01,1.775071E-01
22.95945,40.57880,6.490185E-01,3.808335E-01,1.776243E-01
22.96115,40.57880,6.500728E-01,3.812081E-01,1.777379E-01
22.96285,40.57880,6.510689E-01,3.815811E-01,1.778480E-01
22.96454,40.57880,6.520029E-01,3.819495E-01,1.779530E-01
22.96624,40.57880,6.528878E-01,3.823161E-01,1.780539E-01
22.96794,40.57880,6.537145E-01,3.826791E-01,1.781496E-01
22.96963,40.57880,6.544923E-01,3.830337E-01,1.782397E-01
22.97133,40.57880,6.552175E-01,3.833845E-01,1.783265E-01
22.97303,40.57880,6.558952E-01,3.837296E-01,1.784087E-01
22.92382,40.58123,6.206939E-01,3.740011E-01,1.755643E-01
22.92551,40.58123,6.223145E-01,3.742173E-01,1.756413E-01
22.92721,40.58123,6.240001E-01,3.744447E-01,1.757250E-01
22.92891,40.58123,6.257511E-01,3.746807E-01,1.758158E-01
