sids,lon,lat,depth,vs30,vs30measured
281,22.94248,40.60069,0.00000,3.48845E+02,0
282,22.94418,40.60069,0.00000,3.48845E+02,0
283,22.94588,40.60069,0.00000,3.48841E+02,0
284,22.94757,40.60069,0.00000,3.48594E+02,0
285,22.94927,40.60069,0.00000,3.43362E+02,0
286,22.95097,40.60069,0.00000,3.09681E+02,0
287,22.95266,40.60069,0.00000,2.52235E+02,0
288,22.95436,40.60069,0.00000,2.52152E+02,0
289,22.95606,40.60069,0.00000,2.90400E+02,0
290,22.95775,40.60069,0.00000,2.82446E+02,0
291,22.95945,40.60069,0.00000,2.59567E+02,0
292,22.96115,40.60069,0.00000,2.98303E+02,0
293,22.96285,40.60069,0.00000,3.25387E+02,0
294,22.96454,40.60069,0.00000,3.33510E+02,0
295,22.96624,40.60069,0.00000,3.40433E+02,0
296,22.96794,40.60069,0.00000,3.43609E+02,0
297,22.96963,40.60069,0.00000,3.59052E+02,0
298,22.97133,40.60069,0.00000,3.81108E+02,0
299,22.97303,40.60069,0.00000,3.74732E+02,0
300,22.92382,40.60312,0.00000,3.48845E+02,0
301,22.92551,40.60312,0.00000,3.48845E+02,0
302,22.92721,40.60312,0.00000,3.48845E+02,0
303,22.92891,40.60312,0.00000,3.48845E+02,0
304,22.93060,40.60312,0.00000,3.48845E+02,0
305,22.93230,40.60312,0.00000,3.48845E+02,0
306,22.93400,40.60312,0.00000,3.48845E+02,0
307,22.93569,40.60312,0.00000,3.48845E+02,0
308,22.93739,40.60312,0.00000,3.48845E+02,0
309,22.93909,40.60312,0.00000,3.48845E+02,0
310,22.94079,40.60312,0.00000,3.48845E+02,0
311,22.94248,40.60312,0.00000,3.48845E+02,0
312,22.94418,40.60312,0.00000,3.48845E+02,0
313,22.94588,40.60312,0.00000,3.48840E+02,0
314,22.94757,40.60312,0.00000,3.48478E+02,0
315,22.94927,40.60312,0.00000,3.41036E+02,0
316,22.95097,40.60312,0.00000,2.95406E+02,0
317,22.95266,40.60312,0.00000,2.29673E+02,0
318,22.95436,40.60312,0.00000,2.57455E+02,0
319,22.95606,40.60312,0.00000,3.06478E+02,0
320,22.95775,40.60312,0.00000,2.68341E+02,0
321,22.95945,40.60312,0.00000,2.28577E+02,0
322,22.96115,40.60312,0.00000,2.86972E+02,0
323,22.96285,40.60312,0.00000,3.34163E+02,0
324,22.96454,40.60312,0.00000,3.41186E+02,0
325,22.96624,40.60312,0.00000,3.33744E+02,0
326,22.96794,40.60312,0.00000,3.28713E+02,0
327,22.96963,40.60312,0.00000,3.39837E+02,0
328,22.97133,40.60312,0.00000,3.48021E+02,0
329,22.97303,40.60312,0.00000,3.49205E+02,0
330,22.92382,40.60555,0.00000,3.48845E+02,0
331,22.92551,40.60555,0.00000,3.48845E+02,0
