lon,lat,PGA
22.92611,40.64528,7.859948E-01
22.92652,40.64506,7.867434E-01
22.92694,40.64484,7.875170E-01
22.92735,40.64463,7.882796E-01
22.92776,40.64441,7.890633E-01
22.92818,40.64420,7.898640E-01
22.92859,40.64398,7.906737E-01
22.92900,40.64377,7.914852E-01
22.92942,40.64355,7.923341E-01
22.92983,40.64333,7.931809E-01
22.93024,40.64312,7.940310E-01
22.93066,40.64290,7.949196E-01
22.93107,40.64269,7.957948E-01
22.93148,40.64247,7.966931E-01
22.93189,40.64225,7.976050E-01
22.93231,40.64204,7.985361E-01
22.93272,40.64182,7.994740E-01
22.93313,40.64161,7.771500E-01
22.93355,40.64139,7.810434E-01
22.93396,40.64118,7.819818E-01
22.93438,40.64096,7.829615E-01
22.93479,40.64075,7.839254E-01
22.93520,40.64053,7.849127E-01
22.93562,40.64032,7.859198E-01
22.93603,40.64010,7.869323E-01
22.93644,40.63989,7.879459E-01
22.93686,40.63967,7.890030E-01
22.93727,40.63945,7.900549E-01
22.93768,40.63924,7.911071E-01
22.93810,40.63902,7.922028E-01
22.93851,40.63881,7.932785E-01
22.93892,40.63859,7.943782E-01
22.93934,40.63838,7.954974E-01
22.93975,40.63816,7.966196E-01
22.94016,40.63794,7.977533E-01
22.94058,40.63773,7.989067E-01
22.94099,40.63751,8.000620E-01
22.94140,40.63730,8.012173E-01
22.94182,40.63708,7.545688E-01
22.94223,40.63686,7.556683E-01
22.94263,40.63664,7.567561E-01
22.94303,40.63641,7.578643E-01
22.94345,40.63619,7.590100E-01
22.94386,40.63598,7.601324E-01
22.94427,40.63576,7.612748E-01
22.94468,40.63554,7.624249E-01
22.94509,40.63532,7.635823E-01
22.94550,40.63510,7.647458E-01
22.94592,40.63489,7.659241E-01
22.94633,40.63467,7.670989E-01
22.94674,40.63446,7.682663E-01
22.94716,40.63424,7.694730E-01
22.94757,40.63403,7.706482E-01
22.94799,40.63382,7.718485E-01
22.94840,40.63360,7.730421E-01
22.94882,40.63339,7.742462E-01
22.94923,40.63318,7.886392E-01
22.94965,40.63296,7.898844E-01
22.95007,40.63275,7.924910E-01
22.95048,40.63254,7.937034E-01
22.95090,40.63232,7.949504E-01
22.95131,40.63211,7.961621E-01
22.95173,40.63190,7.973955E-01
22.95214,40.63168,7.986166E-01
22.95256,40.63147,7.998434E-01
22.95297,40.63126,8.010427E-01
22.95339,40.63104,8.022724E-01
22.95384,40.63087,8.034928E-01
22.95429,40.63071,8.046912E-01
22.95474,40.63054,8.058928E-01
22.95519,40.63038,8.070704E-01
22.95562,40.63018,8.082460E-01
22.95603,40.62996,8.093929E-01
22.95644,40.62974,8.105272E-01
22.95685,40.62953,8.116345E-01
22.95726,40.62931,8.127391E-01
22.95768,40.62909,8.138466E-01
22.95809,40.62887,8.149174E-01
22.95849,40.62864,7.562447E-01
22.95884,40.62838,7.571214E-01
22.95915,40.62808,7.579522E-01
22.95940,40.62775,7.586915E-01
22.95965,40.62742,7.594109E-01
22.95990,40.62708,7.601179E-01
22.96015,40.62675,7.607962E-01
22.96040,40.62642,7.614539E-01
22.96065,40.62609,7.620904E-01
22.96090,40.62576,7.627047E-01
22.96115,40.62543,7.632963E-01
22.96140,40.62510,7.638651E-01
22.96165,40.62477,8.351053E-01
22.96188,40.62443,8.356552E-01
22.96207,40.62408,8.361112E-01
22.96220,40.62371,8.364411E-01
22.96228,40.62333,8.366562E-01
22.96235,40.62296,8.368186E-01
22.96242,40.62258,8.369477E-01
22.96250,40.62220,8.370572E-01
22.96257,40.62182,8.371139E-01
22.96264,40.62144,8.371336E-01
22.96271,40.62107,8.371200E-01
22.96279,40.62069,8.370820E-01
22.96286,40.62031,8.369907E-01
22.96293,40.61993,8.368617E-01
22.96300,40.61956,8.367026E-01
22.96307,40.61918,8.364990E-01
22.96313,40.61880,8.362434E-01
22.96306,40.61842,8.357517E-01
22.96293,40.61806,8.351556E-01
22.96274,40.61770,8.344359E-01
22.96249,40.61738,8.336402E-01
22.96214,40.61710,8.327090E-01
22.96177,40.61684,8.317457E-01
22.96141,40.61658,8.767005E-01
22.96104,40.61632,8.756187E-01
22.96068,40.61606,8.745292E-01
22.96031,40.61580,8.733960E-01
22.95994,40.61554,8.722386E-01
22.95958,40.61528,8.710770E-01
22.95921,40.61502,8.698722E-01
22.95885,40.61476,8.686646E-01
22.95848,40.61450,8.674158E-01
22.95812,40.61424,8.924646E-01
22.95775,40.61397,8.911064E-01
22.95741,40.61370,8.897932E-01
22.95725,40.61334,8.886545E-01
22.95721,40.61296,8.877074E-01
22.95724,40.61258,8.868837E-01
22.95726,40.61220,8.860101E-01
22.95729,40.61182,8.851302E-01
22.95732,40.61143,8.841980E-01
22.95735,40.61105,8.832651E-01
22.95738,40.61067,8.823069E-01
