rlz_id,branch_path,weight
0,B~SIOFHA,6.1035156e-05
1,B~SGEHGA,6.1035156e-05
2,B~KKHGHA,6.1035156e-05
3,B~IKKGHA,6.1035156e-05
4,B~SKKHHA,6.1035156e-05
5,B~HJKHIA,6.1035156e-05
6,B~QHKFHA,6.1035156e-05
7,B~EEHHKA,6.1035156e-05
8,B~KNKBLA,6.1035156e-05
9,B~KEHKHA,6.1035156e-05
10,B~IKEDLA,6.1035156e-05
11,B~HGHHGA,6.1035156e-05
12,B~QGHLJA,6.1035156e-05
13,B~LLHEHA,6.1035156e-05
14,B~FHEKEA,6.1035156e-05
15,B~HHIDIA,6.1035156e-05
16,B~IHFEJA,6.1035156e-05
17,B~HKHHHA,6.1035156e-05
18,B~GDKHHA,6.1035156e-05
19,B~EHHEKA,6.1035156e-05
20,B~KEHIIA,6.1035156e-05
21,B~IHIEKA,6.1035156e-05
22,B~JKEHHA,6.1035156e-05
23,B~PIIGKA,6.1035156e-05
24,B~HJKEHA,6.1035156e-05
25,B~KKDHHA,6.1035156e-05
26,B~DHICLA,6.1035156e-05
27,B~IEHHHA,6.1035156e-05
28,B~QKEIIA,6.1035156e-05
29,B~IIGKHA,6.1035156e-05
30,B~HKKKFA,6.1035156e-05
31,B~LGKHEA,6.1035156e-05
32,B~EHHIEA,6.1035156e-05
33,B~KHGKDA,6.1035156e-05
34,B~HHNKHA,6.1035156e-05
35,B~KGHDKA,6.1035156e-05
36,B~IEJDEA,6.1035156e-05
37,B~DHIHJA,6.1035156e-05
38,B~IIDKHA,6.1035156e-05
39,B~DHFGHA,6.1035156e-05
40,B~SIELLA,6.1035156e-05
41,B~HIGLKA,6.1035156e-05
42,B~HHCKIA,6.1035156e-05
43,B~GEHHHA,6.1035156e-05
44,B~EILEHA,6.1035156e-05
45,B~SKHNHA,6.1035156e-05
46,B~EHEEHA,6.1035156e-05
47,B~HHKCEA,6.1035156e-05
48,B~EAKEKA,6.1035156e-05
49,B~FDEEKA,6.1035156e-05
50,B~HEEHEA,6.1035156e-05
51,B~QGHIHA,6.1035156e-05
52,B~EDHEGA,6.1035156e-05
53,B~PMNHFA,6.1035156e-05
54,B~HKHBHA,6.1035156e-05
55,B~KBHHEA,6.1035156e-05
56,B~EHGGKA,6.1035156e-05
57,B~LEDHKA,6.1035156e-05
58,B~LHHIDA,6.1035156e-05
59,B~SEIHGA,6.1035156e-05
60,B~JKHIIA,6.1035156e-05
61,B~EHEGGA,6.1035156e-05
62,B~KBIKHA,6.1035156e-05
63,B~HLFEHA,6.1035156e-05
64,B~HHHHKA,6.1035156e-05
65,B~HHKKIA,6.1035156e-05
66,B~KHHEJA,6.1035156e-05
67,B~KHJFEA,6.1035156e-05
68,B~HKEEGA,6.1035156e-05
69,B~QEEHHA,6.1035156e-05
70,B~HCHEFA,6.1035156e-05
71,B~PEKKLA,6.1035156e-05
