rlz_id,branch_path,weight
0,B~SIOFHA,9.7656250e-04
1,B~SGEHGA,9.7656250e-04
2,B~KKHGHA,9.7656250e-04
3,B~IKKGHA,9.7656250e-04
4,B~SKKHHA,9.7656250e-04
5,B~HJKHIA,9.7656250e-04
6,B~QHKFHA,9.7656250e-04
7,B~EEHHKA,9.7656250e-04
8,B~KNKBLA,9.7656250e-04
9,B~KEHKHA,9.7656250e-04
10,B~IKEDLA,9.7656250e-04
11,B~HGHHGA,9.7656250e-04
12,B~QGHLJA,9.7656250e-04
13,B~LLHEHA,9.7656250e-04
14,B~FHEKEA,9.7656250e-04
15,B~HHIDIA,9.7656250e-04
16,B~IHFEJA,9.7656250e-04
17,B~HKHHHA,9.7656250e-04
18,B~GDKHHA,9.7656250e-04
19,B~EHHEKA,9.7656250e-04
20,B~KEHIIA,9.7656250e-04
21,B~IHIEKA,9.7656250e-04
22,B~JKEHHA,9.7656250e-04
23,B~PIIGKA,9.7656250e-04
24,B~HJKEHA,9.7656250e-04
25,B~KKDHHA,9.7656250e-04
26,A~DHICLA,9.7656250e-04
27,A~IEHHHA,9.7656250e-04
28,A~QKEIIA,9.7656250e-04
29,A~IIGKHA,9.7656250e-04
30,A~HKKKFA,9.7656250e-04
31,A~LGKHEA,9.7656250e-04
32,A~EHHIEA,9.7656250e-04
33,A~KHGKDA,9.7656250e-04
34,A~HHNKHA,9.7656250e-04
35,A~KGHDKA,9.7656250e-04
36,A~IEJDEA,9.7656250e-04
37,A~DHIHJA,9.7656250e-04
38,A~IIDKHA,9.7656250e-04
39,A~DHFGHA,9.7656250e-04
40,A~SIELLA,9.7656250e-04
41,A~HIGLKA,9.7656250e-04
42,A~HHCKIA,9.7656250e-04
43,A~GEHHHA,9.7656250e-04
44,A~EILEHA,9.7656250e-04
45,A~SKHNHA,9.7656250e-04
46,A~EHEEHA,9.7656250e-04
47,A~HHKCEA,9.7656250e-04
48,A~EAKEKA,9.7656250e-04
49,A~FDEEKA,9.7656250e-04
50,A~HEEHEA,9.7656250e-04
51,A~QGHIHA,9.7656250e-04
52,A~EDHEGA,9.7656250e-04
53,A~PMNHFA,9.7656250e-04
54,A~HKHBHA,9.7656250e-04
55,A~KBHHEA,9.7656250e-04
56,A~EHGGKA,9.7656250e-04
57,C~LEDHKA,9.7656250e-04
58,C~LHHIDA,9.7656250e-04
59,C~SEIHGA,9.7656250e-04
60,C~JKHIIA,9.7656250e-04
61,C~EHEGGA,9.7656250e-04
62,E~KBIKHA,9.7656250e-04
63,E~HLFEHA,9.7656250e-04
64,E~HHHHKA,9.7656250e-04
65,E~HHKKIA,9.7656250e-04
66,E~KHHEJA,9.7656250e-04
67,E~KHJFEA,9.7656250e-04
68,E~HKEEGA,9.7656250e-04
69,E~QEEHHA,9.7656250e-04
70,E~HCHEFA,9.7656250e-04
71,E~PEKKLA,9.7656250e-04
72,E~KHHHEA,9.7656250e-04
73,E~FHHGEA,9.7656250e-04
