lon,lat,PGA
22.92611,40.64528,3.474917E-01
22.92652,40.64506,3.475411E-01
22.92694,40.64484,3.475923E-01
22.92735,40.64463,3.476430E-01
22.92776,40.64441,3.476938E-01
22.92818,40.64420,3.477469E-01
22.92859,40.64398,3.477986E-01
22.92900,40.64377,3.478514E-01
22.92942,40.64355,3.479071E-01
22.92983,40.64333,3.479618E-01
22.93024,40.64312,3.480175E-01
22.93066,40.64290,3.480756E-01
22.93107,40.64269,3.481329E-01
22.93148,40.64247,3.481896E-01
22.93189,40.64225,3.482477E-01
22.93231,40.64204,3.483080E-01
22.93272,40.64182,3.483669E-01
22.93313,40.64161,3.521230E-01
22.93355,40.64139,3.463995E-01
22.93396,40.64118,3.464598E-01
22.93438,40.64096,3.465218E-01
22.93479,40.64075,3.465832E-01
22.93520,40.64053,3.466449E-01
22.93562,40.64032,3.467089E-01
22.93603,40.64010,3.467713E-01
22.93644,40.63989,3.468347E-01
22.93686,40.63967,3.468998E-01
22.93727,40.63945,3.469635E-01
22.93768,40.63924,3.470283E-01
22.93810,40.63902,3.470951E-01
22.93851,40.63881,3.471609E-01
22.93892,40.63859,3.472266E-01
22.93934,40.63838,3.472950E-01
22.93975,40.63816,3.473617E-01
22.94016,40.63794,3.474284E-01
22.94058,40.63773,3.474981E-01
22.94099,40.63751,3.475658E-01
22.94140,40.63730,3.476342E-01
22.94182,40.63708,3.431058E-01
22.94223,40.63686,3.431739E-01
22.94263,40.63664,3.432403E-01
22.94303,40.63641,3.433068E-01
22.94345,40.63619,3.433777E-01
22.94386,40.63598,3.434474E-01
22.94427,40.63576,3.435170E-01
22.94468,40.63554,3.435869E-01
22.94509,40.63532,3.436570E-01
22.94550,40.63510,3.437274E-01
22.94592,40.63489,3.438005E-01
22.94633,40.63467,3.438714E-01
22.94674,40.63446,3.439431E-01
22.94716,40.63424,3.440168E-01
22.94757,40.63403,3.440891E-01
22.94799,40.63382,3.441638E-01
22.94840,40.63360,3.442363E-01
22.94882,40.63339,3.443115E-01
22.94923,40.63318,3.502175E-01
22.94965,40.63296,3.502947E-01
22.95007,40.63275,3.465555E-01
22.95048,40.63254,3.466303E-01
22.95090,40.63232,3.467070E-01
22.95131,40.63211,3.467822E-01
22.95173,40.63190,3.468595E-01
22.95214,40.63168,3.469343E-01
22.95256,40.63147,3.470117E-01
22.95297,40.63126,3.470874E-01
22.95339,40.63104,3.471654E-01
22.95384,40.63087,3.472518E-01
22.95429,40.63071,3.473386E-01
22.95474,40.63054,3.474251E-01
22.95519,40.63038,3.475121E-01
22.95562,40.63018,3.475932E-01
22.95603,40.62996,3.476700E-01
22.95644,40.62974,3.477471E-01
22.95685,40.62953,3.478246E-01
22.95726,40.62931,3.479019E-01
22.95768,40.62909,3.479811E-01
22.95809,40.62887,3.480581E-01
22.95849,40.62864,3.371612E-01
22.95884,40.62838,3.374301E-01
22.95915,40.62808,3.376805E-01
22.95940,40.62775,3.377439E-01
22.95965,40.62742,3.377840E-01
22.95990,40.62708,3.378243E-01
22.96015,40.62675,3.378650E-01
22.96040,40.62642,3.379064E-01
22.96065,40.62609,3.379479E-01
22.96090,40.62576,3.379899E-01
22.96115,40.62543,3.380322E-01
22.96140,40.62510,3.380750E-01
22.96165,40.62477,3.618231E-01
22.96188,40.62443,3.618647E-01
22.96207,40.62408,3.618985E-01
22.96220,40.62371,3.619200E-01
22.96228,40.62333,3.619317E-01
22.96235,40.62296,3.619421E-01
22.96242,40.62258,3.619534E-01
22.96250,40.62220,3.619676E-01
22.96257,40.62182,3.619802E-01
22.96264,40.62144,3.619940E-01
22.96271,40.62107,3.620085E-01
22.96279,40.62069,3.620259E-01
22.96286,40.62031,3.620423E-01
22.96293,40.61993,3.620600E-01
22.96300,40.61956,3.620788E-01
22.96307,40.61918,3.620986E-01
22.96313,40.61880,3.621174E-01
22.96306,40.61842,3.621099E-01
22.96293,40.61806,3.620908E-01
22.96274,40.61770,3.620598E-01
22.96249,40.61738,3.620163E-01
22.96214,40.61710,3.619512E-01
22.96177,40.61684,3.618819E-01
22.96141,40.61658,3.782394E-01
22.96104,40.61632,3.781283E-01
22.96068,40.61606,3.780555E-01
22.96031,40.61580,3.779863E-01
22.95994,40.61554,3.779174E-01
22.95958,40.61528,3.778514E-01
22.95921,40.61502,3.777836E-01
22.95885,40.61476,3.777185E-01
22.95848,40.61450,3.776516E-01
22.95812,40.61424,3.526624E-01
22.95775,40.61397,3.526009E-01
22.95741,40.61370,3.525459E-01
22.95725,40.61334,3.525331E-01
22.95721,40.61296,3.525472E-01
22.95724,40.61258,3.525764E-01
22.95726,40.61220,3.526045E-01
22.95729,40.61182,3.526356E-01
22.95732,40.61143,3.526683E-01
22.95735,40.61105,3.527013E-01
22.95738,40.61067,3.527353E-01
22.95741,40.61029,3.527704E-01
22.95744,40.60991,3.528066E-01
22.95747,40.60953,3.528436E-01
22.95750,40.60915,3.528815E-01
22.95753,40.60877,3.529207E-01
22.95756,40.60839,3.529610E-01
22.95759,40.60801,3.538733E-01
22.95762,40.60762,3.539165E-01
22.95765,40.60724,3.539598E-01
22.95768,40.60686,3.540038E-01
22.95774,40.60648,3.540552E-01
22.95783,40.60611,3.541128E-01
22.95793,40.60574,3.541732E-01
22.95804,40.60536,3.542377E-01
