lon,lat,PGA
22.92611,40.64528,1.712467E-01
22.92652,40.64506,1.712897E-01
22.92694,40.64484,1.713335E-01
22.92735,40.64463,1.713763E-01
22.92776,40.64441,1.714200E-01
22.92818,40.64420,1.714647E-01
22.92859,40.64398,1.715095E-01
22.92900,40.64377,1.715537E-01
22.92942,40.64355,1.715994E-01
22.92983,40.64333,1.716447E-01
22.93024,40.64312,1.716897E-01
22.93066,40.64290,1.717365E-01
22.93107,40.64269,1.717822E-01
22.93148,40.64247,1.718283E-01
22.93189,40.64225,1.718747E-01
22.93231,40.64204,1.719221E-01
22.93272,40.64182,1.719695E-01
22.93313,40.64161,1.737657E-01
22.93355,40.64139,1.710707E-01
22.93396,40.64118,1.711181E-01
22.93438,40.64096,1.711672E-01
22.93479,40.64075,1.712152E-01
22.93520,40.64053,1.712640E-01
22.93562,40.64032,1.713134E-01
22.93603,40.64010,1.713628E-01
22.93644,40.63989,1.714118E-01
22.93686,40.63967,1.714626E-01
22.93727,40.63945,1.715127E-01
22.93768,40.63924,1.715625E-01
22.93810,40.63902,1.716130E-01
22.93851,40.63881,1.716621E-01
22.93892,40.63859,1.717130E-01
22.93934,40.63838,1.717647E-01
22.93975,40.63816,1.718160E-01
22.94016,40.63794,1.718676E-01
22.94058,40.63773,1.719198E-01
22.94099,40.63751,1.719717E-01
22.94140,40.63730,1.720232E-01
22.94182,40.63708,1.698756E-01
22.94223,40.63686,1.699271E-01
22.94263,40.63664,1.699777E-01
22.94303,40.63641,1.700289E-01
22.94345,40.63619,1.700818E-01
22.94386,40.63598,1.701333E-01
22.94427,40.63576,1.701853E-01
22.94468,40.63554,1.702373E-01
22.94509,40.63532,1.702894E-01
22.94550,40.63510,1.703414E-01
22.94592,40.63489,1.703941E-01
22.94633,40.63467,1.704463E-01
22.94674,40.63446,1.704980E-01
22.94716,40.63424,1.705512E-01
22.94757,40.63403,1.706029E-01
22.94799,40.63382,1.706556E-01
22.94840,40.63360,1.707076E-01
22.94882,40.63339,1.707602E-01
22.94923,40.63318,1.735982E-01
22.94965,40.63296,1.736519E-01
22.95007,40.63275,1.718842E-01
22.95048,40.63254,1.719357E-01
22.95090,40.63232,1.719884E-01
22.95131,40.63211,1.720396E-01
22.95173,40.63190,1.720918E-01
22.95214,40.63168,1.721431E-01
22.95256,40.63147,1.721949E-01
22.95297,40.63126,1.722455E-01
22.95339,40.63104,1.722992E-01
22.95384,40.63087,1.723521E-01
22.95429,40.63071,1.724043E-01
22.95474,40.63054,1.724567E-01
22.95519,40.63038,1.725085E-01
22.95562,40.63018,1.725593E-01
22.95603,40.62996,1.726084E-01
22.95644,40.62974,1.726581E-01
22.95685,40.62953,1.727065E-01
22.95726,40.62931,1.727544E-01
22.95768,40.62909,1.728029E-01
22.95809,40.62887,1.728501E-01
22.95849,40.62864,1.669656E-01
22.95884,40.62838,1.670051E-01
22.95915,40.62808,1.670414E-01
22.95940,40.62775,1.670720E-01
22.95965,40.62742,1.671020E-01
22.95990,40.62708,1.671315E-01
22.96015,40.62675,1.671601E-01
22.96040,40.62642,1.671882E-01
22.96065,40.62609,1.672155E-01
22.96090,40.62576,1.672421E-01
22.96115,40.62543,1.672681E-01
22.96140,40.62510,1.672933E-01
22.96165,40.62477,1.795381E-01
22.96188,40.62443,1.795619E-01
22.96207,40.62408,1.795811E-01
22.96220,40.62371,1.795934E-01
22.96228,40.62333,1.796000E-01
22.96235,40.62296,1.796047E-01
22.96242,40.62258,1.796084E-01
22.96250,40.62220,1.796122E-01
22.96257,40.62182,1.796139E-01
22.96264,40.62144,1.796147E-01
22.96271,40.62107,1.796148E-01
22.96279,40.62069,1.796146E-01
22.96286,40.62031,1.796125E-01
22.96293,40.61993,1.796095E-01
22.96300,40.61956,1.796059E-01
22.96307,40.61918,1.796009E-01
22.96313,40.61880,1.795941E-01
22.96306,40.61842,1.795740E-01
22.96293,40.61806,1.795480E-01
22.96274,40.61770,1.795156E-01
22.96249,40.61738,1.794782E-01
22.96214,40.61710,1.794322E-01
22.96177,40.61684,1.793845E-01
22.96141,40.61658,1.872763E-01
22.96104,40.61632,1.872252E-01
22.96068,40.61606,1.871745E-01
22.96031,40.61580,1.871221E-01
22.95994,40.61554,1.870691E-01
22.95958,40.61528,1.870165E-01
22.95921,40.61502,1.869624E-01
22.95885,40.61476,1.869087E-01
22.95848,40.61450,1.868533E-01
22.95812,40.61424,1.748243E-01
22.95775,40.61397,1.747710E-01
22.95741,40.61370,1.747203E-01
22.95725,40.61334,1.746815E-01
22.95721,40.61296,1.746529E-01
22.95724,40.61258,1.746307E-01
22.95726,40.61220,1.746066E-01
22.95729,40.61182,1.745829E-01
22.95732,40.61143,1.745576E-01
22.95735,40.61105,1.745324E-01
22.95738,40.61067,1.745065E-01
