sids,lon,lat,depth,vs30,vs30measured,slope,xvf,region,geology
256,22.97303,40.60799,0.00000,3.81516E+02,0,1.94085E-02,-1.50000E+02,2,CENOZOIC
257,22.95097,40.61042,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
258,22.95266,40.61042,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
259,22.95436,40.61042,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
260,22.95606,40.61042,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
261,22.95775,40.61042,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
262,22.95945,40.61042,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
263,22.96115,40.61042,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
264,22.96285,40.61042,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
265,22.96454,40.61042,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
266,22.96624,40.61042,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
267,22.96794,40.61042,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
268,22.96963,40.61042,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
269,22.97133,40.61042,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
270,22.97303,40.61042,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
271,22.95097,40.61285,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
272,22.95266,40.61285,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
273,22.95436,40.61285,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
274,22.95606,40.61285,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
275,22.95775,40.61285,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
276,22.95945,40.61285,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
277,22.96115,40.61285,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
278,22.96285,40.61285,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
279,22.96454,40.61285,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
280,22.96624,40.61285,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
281,22.96794,40.61285,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
282,22.96963,40.61285,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
283,22.97133,40.61285,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
284,22.97303,40.61285,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
285,22.95097,40.61528,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
286,22.95266,40.61528,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
287,22.95436,40.61528,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
288,22.95606,40.61528,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
289,22.95775,40.61528,0.00000,3.61443E+02,0,2.42215E-02,-1.50000E+02,2,UNKNOWN
290,22.95945,40.61528,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
291,22.96115,40.61528,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
292,22.96285,40.61528,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
293,22.96454,40.61528,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
294,22.96624,40.61528,0.00000,3.91938E+02,0,2.66517E-02,-1.50000E+02,2,CENOZOIC
295,22.96794,40.61528,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
296,22.96963,40.61528,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
297,22.97133,40.61528,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
298,22.97303,40.61528,0.00000,4.23400E+02,0,3.34091E-02,-1.50000E+02,2,CENOZOIC
299,22.94248,40.61772,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
300,22.94418,40.61772,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
301,22.94588,40.61772,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
302,22.94757,40.61772,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
303,22.94927,40.61772,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
304,22.95097,40.61772,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
305,22.95266,40.61772,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
306,22.95436,40.61772,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
307,22.95606,40.61772,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
308,22.95775,40.61772,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
309,22.95945,40.61772,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
310,22.96115,40.61772,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
311,22.96285,40.61772,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
312,22.96454,40.61772,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
313,22.96624,40.61772,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
314,22.96794,40.61772,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
315,22.96963,40.61772,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
316,22.97133,40.61772,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
317,22.97303,40.61772,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
318,22.94248,40.62015,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
319,22.94418,40.62015,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
320,22.94588,40.62015,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
321,22.94757,40.62015,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
322,22.94927,40.62015,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
323,22.95097,40.62015,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
324,22.95266,40.62015,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
325,22.95436,40.62015,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
326,22.95606,40.62015,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
327,22.95775,40.62015,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
328,22.95945,40.62015,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
329,22.96115,40.62015,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
330,22.96285,40.62015,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
331,22.96454,40.62015,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
332,22.96624,40.62015,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
333,22.96794,40.62015,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
334,22.96963,40.62015,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
335,22.97133,40.62015,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
336,22.97303,40.62015,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
337,22.94248,40.62258,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
338,22.94418,40.62258,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
339,22.94588,40.62258,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
340,22.94757,40.62258,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
341,22.94927,40.62258,0.00000,4.79329E+02,0,1.98933E-02,-1.50000E+02,2,UNKNOWN
342,22.95097,40.62258,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
343,22.95266,40.62258,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
344,22.95436,40.62258,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
345,22.95606,40.62258,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
346,22.95775,40.62258,0.00000,3.87543E+02,0,2.57100E-02,-1.50000E+02,2,UNKNOWN
347,22.95945,40.62258,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
348,22.96115,40.62258,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
349,22.96285,40.62258,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
350,22.96454,40.62258,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
351,22.96624,40.62258,0.00000,4.48906E+02,0,3.82132E-02,-1.50000E+02,2,CENOZOIC
352,22.96794,40.62258,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
353,22.96963,40.62258,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
354,22.97133,40.62258,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
355,22.97303,40.62258,0.00000,5.10630E+02,0,5.40600E-02,-1.50000E+02,2,CENOZOIC
356,22.93400,40.62502,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
357,22.93569,40.62502,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
358,22.93739,40.62502,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
359,22.93909,40.62502,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
360,22.94079,40.62502,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
361,22.94248,40.62502,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
362,22.94418,40.62502,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
363,22.94588,40.62502,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
364,22.94757,40.62502,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
365,22.94927,40.62502,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
366,22.95097,40.62502,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
367,22.95266,40.62502,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
368,22.95436,40.62502,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
369,22.95606,40.62502,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
370,22.95775,40.62502,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
371,22.95945,40.62502,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
372,22.96115,40.62502,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
373,22.96285,40.62502,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
374,22.96454,40.62502,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
375,22.96624,40.62502,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
376,22.96794,40.62502,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
377,22.96963,40.62502,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
378,22.97133,40.62502,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
379,22.97303,40.62502,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
380,22.93400,40.62745,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
381,22.93569,40.62745,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
382,22.93739,40.62745,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
383,22.93909,40.62745,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
384,22.94079,40.62745,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
385,22.94248,40.62745,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
386,22.94418,40.62745,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
387,22.94588,40.62745,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
388,22.94757,40.62745,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
389,22.94927,40.62745,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
390,22.95097,40.62745,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
391,22.95266,40.62745,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
392,22.95436,40.62745,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
393,22.95606,40.62745,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
394,22.95775,40.62745,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
395,22.95945,40.62745,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
396,22.96115,40.62745,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
397,22.96285,40.62745,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
398,22.96454,40.62745,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
399,22.96624,40.62745,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
400,22.96794,40.62745,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
401,22.96963,40.62745,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
402,22.97133,40.62745,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
403,22.97303,40.62745,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
404,22.93400,40.62988,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
405,22.93569,40.62988,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
406,22.93739,40.62988,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
407,22.93909,40.62988,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
408,22.94079,40.62988,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
409,22.94248,40.62988,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
410,22.94418,40.62988,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
411,22.94588,40.62988,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
412,22.94757,40.62988,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
413,22.94927,40.62988,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
414,22.95097,40.62988,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
415,22.95266,40.62988,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
416,22.95436,40.62988,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
417,22.95606,40.62988,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
418,22.95775,40.62988,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
419,22.95945,40.62988,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
420,22.96115,40.62988,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
421,22.96285,40.62988,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
422,22.96454,40.62988,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
423,22.96624,40.62988,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
424,22.96794,40.62988,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
425,22.96963,40.62988,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
426,22.97133,40.62988,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
427,22.97303,40.62988,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
428,22.93400,40.63231,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
429,22.93569,40.63231,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
430,22.93739,40.63231,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
431,22.93909,40.63231,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
432,22.94079,40.63231,0.00000,4.86418E+02,0,2.13756E-02,-1.50000E+02,2,UNKNOWN
433,22.94248,40.63231,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
434,22.94418,40.63231,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
435,22.94588,40.63231,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
436,22.94757,40.63231,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
437,22.94927,40.63231,0.00000,4.64213E+02,0,2.62267E-02,-1.50000E+02,2,UNKNOWN
438,22.95097,40.63231,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
439,22.95266,40.63231,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
440,22.95436,40.63231,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
441,22.95606,40.63231,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
442,22.95775,40.63231,0.00000,4.62279E+02,0,3.98337E-02,-1.50000E+02,2,UNKNOWN
443,22.95945,40.63231,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
444,22.96115,40.63231,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
445,22.96285,40.63231,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
446,22.96454,40.63231,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
447,22.96624,40.63231,0.00000,5.49940E+02,0,6.90543E-02,-1.50000E+02,2,CENOZOIC
448,22.96794,40.63231,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
449,22.96963,40.63231,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
450,22.97133,40.63231,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
451,22.97303,40.63231,0.00000,6.24458E+02,0,1.00814E-01,-1.50000E+02,2,CENOZOIC
452,22.92382,40.63475,0.00000,4.50116E+02,0,1.13537E-02,-1.50000E+02,2,UNKNOWN
453,22.92551,40.63475,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
454,22.92721,40.63475,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
455,22.92891,40.63475,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
456,22.93060,40.63475,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
457,22.93230,40.63475,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
458,22.93400,40.63475,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
459,22.93569,40.63475,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
460,22.93739,40.63475,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
461,22.93909,40.63475,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
462,22.94079,40.63475,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
463,22.94248,40.63475,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
464,22.94418,40.63475,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
465,22.94588,40.63475,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
466,22.94757,40.63475,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
467,22.94927,40.63475,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
468,22.95097,40.63475,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
469,22.95266,40.63475,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
470,22.95436,40.63475,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
471,22.95606,40.63475,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
472,22.95775,40.63475,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
473,22.95945,40.63475,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
474,22.96115,40.63475,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
475,22.96285,40.63475,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
476,22.96454,40.63475,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
477,22.96624,40.63475,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
478,22.96794,40.63475,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
479,22.96963,40.63475,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
480,22.97133,40.63475,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
481,22.97303,40.63475,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
482,22.92382,40.63718,0.00000,4.50116E+02,0,1.13537E-02,-1.50000E+02,2,UNKNOWN
483,22.92551,40.63718,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
484,22.92721,40.63718,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
485,22.92891,40.63718,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
486,22.93060,40.63718,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
487,22.93230,40.63718,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
488,22.93400,40.63718,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
489,22.93569,40.63718,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
490,22.93739,40.63718,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
491,22.93909,40.63718,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
492,22.94079,40.63718,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
493,22.94248,40.63718,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
494,22.94418,40.63718,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
495,22.94588,40.63718,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
496,22.94757,40.63718,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
497,22.94927,40.63718,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
498,22.95097,40.63718,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
499,22.95266,40.63718,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
500,22.95436,40.63718,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
501,22.95606,40.63718,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
502,22.95775,40.63718,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
503,22.95945,40.63718,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
504,22.96115,40.63718,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
505,22.96285,40.63718,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
506,22.96454,40.63718,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
507,22.96624,40.63718,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
508,22.96794,40.63718,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
509,22.96963,40.63718,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
510,22.97133,40.63718,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
511,22.97303,40.63718,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
512,22.92382,40.63961,0.00000,4.50116E+02,0,1.13537E-02,-1.50000E+02,2,UNKNOWN
513,22.92551,40.63961,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
