sids,lon,lat,depth,vs30,vs30measured,slope,xvf,region,geology
514,22.92721,40.63961,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
515,22.92891,40.63961,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
516,22.93060,40.63961,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
517,22.93230,40.63961,0.00000,4.19278E+02,0,1.59099E-02,-1.50000E+02,2,UNKNOWN
518,22.93400,40.63961,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
519,22.93569,40.63961,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
520,22.93739,40.63961,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
521,22.93909,40.63961,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
522,22.94079,40.63961,0.00000,4.15199E+02,0,2.99182E-02,-1.50000E+02,2,UNKNOWN
523,22.94248,40.63961,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
524,22.94418,40.63961,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
525,22.94588,40.63961,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
526,22.94757,40.63961,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
527,22.94927,40.63961,0.00000,4.83245E+02,0,4.98226E-02,-1.50000E+02,2,UNKNOWN
528,22.95097,40.63961,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
529,22.95266,40.63961,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
530,22.95436,40.63961,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
531,22.95606,40.63961,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
532,22.95775,40.63961,0.00000,5.47146E+02,0,7.93939E-02,-1.50000E+02,2,UNKNOWN
533,22.95945,40.63961,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
534,22.96115,40.63961,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
535,22.96285,40.63961,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
536,22.96454,40.63961,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
537,22.96624,40.63961,0.00000,6.19575E+02,0,1.10037E-01,-1.50000E+02,2,HOLOCENE
538,22.96794,40.63961,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
539,22.96963,40.63961,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
540,22.97133,40.63961,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
541,22.97303,40.63961,0.00000,6.67378E+02,0,1.25910E-01,-1.50000E+02,2,CENOZOIC
542,22.92382,40.64204,0.00000,3.20328E+02,0,1.29243E-02,-1.50000E+02,2,UNKNOWN
543,22.92551,40.64204,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
544,22.92721,40.64204,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
545,22.92891,40.64204,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
546,22.93060,40.64204,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
547,22.93230,40.64204,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
548,22.93400,40.64204,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
549,22.93569,40.64204,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
550,22.93739,40.64204,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
551,22.93909,40.64204,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
552,22.94079,40.64204,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
553,22.94248,40.64204,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
554,22.94418,40.64204,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
555,22.94588,40.64204,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
556,22.94757,40.64204,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
557,22.94927,40.64204,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
558,22.95097,40.64204,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
559,22.95266,40.64204,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
560,22.95436,40.64204,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
561,22.95606,40.64204,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
562,22.95775,40.64204,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
563,22.95945,40.64204,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
564,22.96115,40.64204,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
565,22.96285,40.64204,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
566,22.96454,40.64204,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
567,22.96624,40.64204,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
568,22.96794,40.64204,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
569,22.96963,40.64204,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
570,22.97133,40.64204,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
571,22.97303,40.64204,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
572,22.92382,40.64448,0.00000,3.20328E+02,0,1.29243E-02,-1.50000E+02,2,UNKNOWN
573,22.92551,40.64448,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
574,22.92721,40.64448,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
575,22.92891,40.64448,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
576,22.93060,40.64448,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
577,22.93230,40.64448,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
578,22.93400,40.64448,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
579,22.93569,40.64448,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
580,22.93739,40.64448,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
581,22.93909,40.64448,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
582,22.94079,40.64448,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
583,22.94248,40.64448,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
584,22.94418,40.64448,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
585,22.94588,40.64448,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
586,22.94757,40.64448,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
587,22.94927,40.64448,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
588,22.95097,40.64448,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
589,22.95266,40.64448,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
590,22.95436,40.64448,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
591,22.95606,40.64448,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
592,22.95775,40.64448,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
593,22.95945,40.64448,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
594,22.96115,40.64448,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
595,22.96285,40.64448,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
596,22.96454,40.64448,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
597,22.96624,40.64448,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
598,22.96794,40.64448,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
599,22.96963,40.64448,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
600,22.97133,40.64448,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
601,22.97303,40.64448,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
602,22.92382,40.64691,0.00000,3.20328E+02,0,1.29243E-02,-1.50000E+02,2,UNKNOWN
603,22.92551,40.64691,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
604,22.92721,40.64691,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
605,22.92891,40.64691,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
606,22.93060,40.64691,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
607,22.93230,40.64691,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
608,22.93400,40.64691,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
609,22.93569,40.64691,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
610,22.93739,40.64691,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
611,22.93909,40.64691,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
612,22.94079,40.64691,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
613,22.94248,40.64691,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
614,22.94418,40.64691,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
615,22.94588,40.64691,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
616,22.94757,40.64691,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
617,22.94927,40.64691,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
618,22.95097,40.64691,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
619,22.95266,40.64691,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
620,22.95436,40.64691,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
621,22.95606,40.64691,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
622,22.95775,40.64691,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
623,22.95945,40.64691,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
624,22.96115,40.64691,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
625,22.96285,40.64691,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
626,22.96454,40.64691,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
627,22.96624,40.64691,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
628,22.96794,40.64691,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
629,22.96963,40.64691,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
630,22.97133,40.64691,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
631,22.97303,40.64691,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
632,22.92382,40.64934,0.00000,3.20328E+02,0,1.29243E-02,-1.50000E+02,2,UNKNOWN
633,22.92551,40.64934,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
634,22.92721,40.64934,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
635,22.92891,40.64934,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
636,22.93060,40.64934,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
637,22.93230,40.64934,0.00000,3.87833E+02,0,2.37805E-02,-1.50000E+02,2,UNKNOWN
638,22.93400,40.64934,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
639,22.93569,40.64934,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
640,22.93739,40.64934,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
641,22.93909,40.64934,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
642,22.94079,40.64934,0.00000,4.68493E+02,0,5.05689E-02,-1.50000E+02,2,HOLOCENE
643,22.94248,40.64934,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
644,22.94418,40.64934,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
645,22.94588,40.64934,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
646,22.94757,40.64934,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
647,22.94927,40.64934,0.00000,5.20684E+02,0,7.40192E-02,-1.50000E+02,2,HOLOCENE
648,22.95097,40.64934,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
649,22.95266,40.64934,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
650,22.95436,40.64934,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
651,22.95606,40.64934,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
652,22.95775,40.64934,0.00000,5.51133E+02,0,7.42317E-02,-1.50000E+02,2,HOLOCENE
653,22.95945,40.64934,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
654,22.96115,40.64934,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
655,22.96285,40.64934,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
656,22.96454,40.64934,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
657,22.96624,40.64934,0.00000,5.93752E+02,0,6.90658E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
658,22.96794,40.64934,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
659,22.96963,40.64934,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
660,22.97133,40.64934,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
661,22.97303,40.64934,0.00000,6.16201E+02,0,9.62742E-02,-1.50000E+02,2,JURASSIC-TRIASSIC
