lon,lat,vs30
22.89771,40.565943,347.2909523967321
22.90008704545454,40.565943,347.2909523967321
22.902464090909092,40.565943,347.2909523967321
22.904841136363636,40.565943,347.2909523967321
22.90721818181818,40.565943,347.2909523967321
22.90959522727273,40.565943,347.2909523967321
22.91197227272727,40.565943,347.2909523967321
22.914349318181817,40.565943,347.2909523967321
22.916726363636368,40.565943,347.2909523967321
22.91910340909091,40.565943,347.2909523967321
22.921480454545453,40.565943,347.2909523967321
22.9238575,40.565943,347.2909523967321
22.926234545454545,40.565943,347.2909523967321
22.92861159090909,40.565943,347.2909523967321
22.930988636363637,40.565943,347.2909523967321
22.933365681818184,40.565943,347.2909523967321
22.935742727272725,40.565943,347.2909523967321
22.938119772727276,40.565943,347.2909523967321
22.940496818181817,40.565943,347.2909523967321
22.94287386363636,40.565943,347.2909523967321
22.945250909090912,40.565943,347.2909523967321
22.947627954545453,40.565943,347.2909523967321
22.950004999999997,40.565943,347.2909523967321
22.95238204545455,40.56594299999999,347.2909523967321
22.95475909090909,40.565943,347.2909523967321
22.957136136363637,40.565943,347.2909523967321
22.959513181818185,40.565943,347.2909523967321
22.96189022727273,40.565943,347.2909523967321
22.964267272727273,40.565943,347.2909523967321
22.966644318181817,40.565943,347.2909523967321
22.969021363636365,40.565943,347.2909523967321
22.97139840909091,40.565943,347.2909523967321
22.973775454545454,40.565943,347.2909523967321
22.976152499999994,40.565943,347.2909523967321
22.97852954545455,40.565943,347.2909523967321
22.98090659090909,40.565943,347.2909523967321
22.983283636363637,40.565943,347.2909523967321
22.985660681818185,40.565943,347.2909523967321
22.988037727272733,40.565943,347.2909523967321
22.990414772727263,40.565943,347.2909523967321
22.992791818181814,40.565943,347.2909523967321
22.99516886363636,40.565943,347.2909523967321
22.99754590909091,40.565943,347.2909523967321
22.999922954545454,40.565943,347.2909523967321
23.002299999999998,40.565943,347.2909523967321
22.89771,40.568173068181814,347.2909523967321
22.900087045454548,40.568173068181814,347.2909523967321
22.902464090909092,40.568173068181814,347.2909523967321
22.904841136363636,40.568173068181814,347.2909523967321
22.907218181818187,40.568173068181814,347.2909523967321
22.90959522727273,40.568173068181814,347.2909523967321
22.91197227272727,40.568173068181814,347.2909523967321
22.914349318181817,40.568173068181814,347.2909523967321
22.916726363636368,40.568173068181814,347.2909523967321
22.919103409090912,40.568173068181814,347.2909523967321
22.921480454545453,40.568173068181814,347.2909523967321
22.9238575,40.568173068181814,347.2909523967321
22.926234545454545,40.568173068181814,347.2909523967321
22.92861159090909,40.568173068181814,347.2909523967321
22.93098863636364,40.568173068181814,347.2909523967321
22.93336568181818,40.568173068181814,347.2909523967321
22.935742727272725,40.568173068181814,347.2909523967321
22.938119772727276,40.568173068181814,347.2909523967321
22.940496818181817,40.568173068181814,347.2909523967321
22.94287386363636,40.568173068181814,347.2909523967321
22.945250909090912,40.568173068181814,347.2909523967321
22.947627954545453,40.568173068181814,347.2909523967321
22.950004999999997,40.568173068181814,347.2909523967321
22.95238204545455,40.568173068181814,347.2909523967321
22.95475909090909,40.568173068181814,347.2909523967321
22.957136136363637,40.568173068181814,347.2909523967321
22.959513181818185,40.568173068181814,347.2909523967321
22.961890227272733,40.568173068181814,347.2909523967321
22.964267272727273,40.568173068181814,347.2909523967321
22.966644318181817,40.568173068181814,347.2909523967321
22.969021363636365,40.568173068181814,347.2909523967321
22.97139840909091,40.568173068181814,347.2909523967321
22.97377545454545,40.568173068181814,347.2909523967321
22.976152499999994,40.568173068181814,347.2909523967321
22.978529545454546,40.568173068181814,347.2909523967321
22.98090659090909,40.568173068181814,347.2909523967321
22.98328363636363,40.568173068181814,347.2909523967321
22.98566068181818,40.568173068181814,347.2909523967321
22.988037727272733,40.568173068181814,347.2909523967321
22.990414772727267,40.568173068181814,347.2909523967321
22.992791818181814,40.568173068181814,347.2909523967321
22.995168863636362,40.568173068181814,347.2909523967321
22.99754590909091,40.568173068181814,347.2909523967321
22.999922954545458,40.568173068181814,347.2909523967321
23.002299999999998,40.568173068181814,347.2909523967321
22.897710000000004,40.57040313636363,347.2909523967321
22.90008704545455,40.570403136363645,347.2909523967321
22.902464090909096,40.57040313636363,347.2909523967321
22.904841136363636,40.57040313636363,347.2909523967321
22.90721818181818,40.57040313636363,347.2909523967321
22.909595227272728,40.57040313636363,347.2909523967321
22.91197227272727,40.57040313636363,347.2909523967321
22.914349318181817,40.57040313636363,347.2909523967321
22.916726363636368,40.57040313636363,347.2909523967321
22.91910340909091,40.57040313636363,347.2909523967321
22.921480454545453,40.57040313636363,347.2909523967321
22.9238575,40.57040313636363,347.2909523967321
22.926234545454545,40.570403136363645,347.2909523967321
22.928611590909085,40.57040313636363,347.2909523967321
22.930988636363637,40.57040313636363,347.2909523967321
22.93336568181818,40.57040313636363,347.2909523967321
22.935742727272725,40.57040313636363,347.2909523967321
22.938119772727276,40.57040313636363,347.2909523967321
22.940496818181817,40.57040313636363,347.2909523967321
22.94287386363636,40.57040313636363,347.2909523967321
22.945250909090912,40.57040313636363,347.2909523967321
22.947627954545457,40.57040313636363,347.2909523967321
22.950004999999997,40.57040313636363,347.2909523967321
22.95238204545455,40.57040313636363,347.2909523967321
22.95475909090909,40.57040313636363,347.2909523967321
22.957136136363637,40.57040313636363,347.2909523967321
22.959513181818185,40.57040313636363,347.2909523967321
22.96189022727273,40.57040313636363,347.2909523967321
22.964267272727273,40.57040313636363,347.2909523967321
22.966644318181817,40.57040313636363,347.2909523967321
22.96902136363636,40.57040313636363,347.2909523967321
22.97139840909091,40.57040313636363,347.2909523967321
22.973775454545454,40.57040313636363,347.2909523967321
22.976152499999994,40.57040313636363,347.2909523967321
22.97852954545455,40.57040313636363,347.2909523967321
22.98090659090909,40.57040313636363,347.2909523967321
22.983283636363637,40.57040313636363,347.2909523967321
22.985660681818185,40.57040313636363,347.2909523967321
22.988037727272733,40.57040313636363,347.2909523967321
22.990414772727267,40.57040313636363,347.2909523967321
22.992791818181814,40.57040313636363,347.2909523967321
22.995168863636362,40.57040313636363,347.2909523967321
22.99754590909091,40.57040313636363,347.2909523967321
22.999922954545458,40.57040313636363,347.2909523967321
23.002299999999998,40.57040313636363,347.2909523967321
22.89771,40.57263320454546,347.2909523967321
22.900087045454548,40.57263320454546,347.2909523967321
22.902464090909096,40.57263320454546,347.2909523967321
22.904841136363636,40.57263320454546,347.2909523967321
22.90721818181818,40.57263320454546,347.2909523967321
22.909595227272735,40.57263320454546,347.2909523967321
22.91197227272727,40.572633204545454,347.2909523967321
22.914349318181817,40.57263320454546,347.2909523967321
22.916726363636364,40.57263320454546,347.2909523967321
22.91910340909091,40.57263320454546,347.2909523967321
22.921480454545453,40.57263320454546,347.2909523967321
22.9238575,40.57263320454546,347.2909523967321
22.926234545454545,40.57263320454546,347.2909523967321
22.92861159090909,40.57263320454546,347.2909523967321
22.93098863636364,40.57263320454546,347.2909523967321
22.93336568181818,40.57263320454546,347.2909523967321
22.935742727272725,40.57263320454546,347.2909523967321
22.938119772727276,40.57263320454546,347.2909523967321
22.940496818181817,40.57263320454546,347.2909523967321
22.942873863636358,40.57263320454546,347.2909523967321
22.945250909090912,40.57263320454546,347.2909523967321
22.947627954545453,40.57263320454546,347.2909523967321
22.950004999999994,40.57263320454546,347.2909523967321
22.95238204545455,40.57263320454546,347.2909523967321
22.954759090909093,40.57263320454546,347.2909523967321
22.957136136363644,40.57263320454546,347.2909523967321
22.959513181818185,40.57263320454546,347.2909523967321
22.96189022727273,40.57263320454546,347.2909523967321
22.964267272727273,40.57263320454546,347.2909523967321
22.966644318181817,40.57263320454546,347.2909523967321
22.969021363636365,40.572633204545454,347.2909523967321
22.97139840909091,40.57263320454546,347.2909523967321
22.973775454545454,40.57263320454546,347.2909523967321
22.976152499999994,40.57263320454546,347.2909523967321
22.97852954545455,40.57263320454546,347.2909523967321
22.98090659090909,40.57263320454546,347.2909523967321
22.983283636363637,40.57263320454546,347.2909523967321
22.985660681818185,40.57263320454546,347.2909523967321
22.988037727272733,40.57263320454546,347.2909523967321
22.990414772727274,40.57263320454546,347.2909523967321
22.992791818181818,40.57263320454546,347.2909523967321
22.995168863636362,40.57263320454546,347.2909523967321
22.99754590909091,40.57263320454546,347.2909523967321
22.999922954545454,40.57263320454546,347.2909523967321
23.002299999999998,40.57263320454546,347.2909523967321
22.89771,40.57486327272727,347.2909523967321
