lon,lat,PGA
22.92611,40.64528,1.845616E-01
22.92652,40.64506,1.852810E-01
22.92694,40.64484,1.854901E-01
22.92735,40.64463,1.852841E-01
22.92776,40.64441,1.848857E-01
22.92818,40.64420,1.845047E-01
22.92859,40.64398,1.842441E-01
22.92900,40.64377,1.840652E-01
22.92942,40.64355,1.838552E-01
22.92983,40.64333,1.834985E-01
22.93024,40.64312,1.829623E-01
22.93066,40.64290,1.823250E-01
22.93107,40.64269,1.817457E-01
22.93148,40.64247,1.814405E-01
22.93189,40.64225,1.816087E-01
22.93231,40.64204,1.823679E-01
22.93272,40.64182,1.836852E-01
22.93313,40.64161,1.853308E-01
22.93355,40.64139,1.869028E-01
22.93396,40.64118,1.880241E-01
22.93438,40.64096,1.884231E-01
22.93479,40.64075,1.881190E-01
22.93520,40.64053,1.874226E-01
22.93562,40.64032,1.867765E-01
22.93603,40.64010,1.865774E-01
22.93644,40.63989,1.870305E-01
22.93686,40.63967,1.881298E-01
22.93727,40.63945,1.896873E-01
22.93768,40.63924,1.914173E-01
22.93810,40.63902,1.929987E-01
22.93851,40.63881,1.941011E-01
22.93892,40.63859,1.944803E-01
22.93934,40.63838,1.940372E-01
22.93975,40.63816,1.928900E-01
22.94016,40.63794,1.913403E-01
22.94058,40.63773,1.897655E-01
22.94099,40.63751,1.884952E-01
22.94140,40.63730,1.877325E-01
22.94182,40.63708,1.875609E-01
22.94223,40.63686,1.879771E-01
22.94263,40.63664,1.888694E-01
22.94303,40.63641,1.899382E-01
22.94345,40.63619,1.907840E-01
22.94386,40.63598,1.911336E-01
22.94427,40.63576,1.908170E-01
22.94468,40.63554,1.899078E-01
22.94509,40.63532,1.887034E-01
22.94550,40.63510,1.875851E-01
22.94592,40.63489,1.868481E-01
22.94633,40.63467,1.865971E-01
22.94674,40.63446,1.867546E-01
22.94716,40.63424,1.870982E-01
22.94757,40.63403,1.873589E-01
22.94799,40.63382,1.873508E-01
22.94840,40.63360,1.869978E-01
22.94882,40.63339,1.863400E-01
22.94923,40.63318,1.855013E-01
22.94965,40.63296,1.846468E-01
22.95007,40.63275,1.839242E-01
22.95048,40.63254,1.834485E-01
22.95090,40.63232,1.832923E-01
22.95131,40.63211,1.834856E-01
22.95173,40.63190,1.840459E-01
22.95214,40.63168,1.849636E-01
22.95256,40.63147,1.861859E-01
22.95297,40.63126,1.875811E-01
22.95339,40.63104,1.889298E-01
22.95384,40.63087,1.900784E-01
22.95429,40.63071,1.905983E-01
22.95474,40.63054,1.903067E-01
22.95519,40.63038,1.892572E-01
22.95562,40.63018,1.877539E-01
22.95603,40.62996,1.861901E-01
22.95644,40.62974,1.848488E-01
22.95685,40.62953,1.838432E-01
22.95726,40.62931,1.831523E-01
22.95768,40.62909,1.826515E-01
22.95809,40.62887,1.821997E-01
22.95849,40.62864,1.818138E-01
22.95884,40.62838,1.817668E-01
22.95915,40.62808,1.822307E-01
22.95940,40.62775,1.831075E-01
22.95965,40.62742,1.839014E-01
22.95990,40.62708,1.844151E-01
22.96015,40.62675,1.845282E-01
22.96040,40.62642,1.842243E-01
22.96065,40.62609,1.835799E-01
22.96090,40.62576,1.827376E-01
22.96115,40.62543,1.818731E-01
22.96140,40.62510,1.811660E-01
22.96165,40.62477,1.807688E-01
22.96188,40.62443,1.807954E-01
22.96207,40.62408,1.813477E-01
22.96220,40.62371,1.823329E-01
22.96228,40.62333,1.834730E-01
22.96235,40.62296,1.844572E-01
22.96242,40.62258,1.851513E-01
22.96250,40.62220,1.855713E-01
22.96257,40.62182,1.858344E-01
22.96264,40.62144,1.861083E-01
22.96271,40.62107,1.865537E-01
22.96279,40.62069,1.872887E-01
22.96286,40.62031,1.883609E-01
22.96293,40.61993,1.897274E-01
22.96300,40.61956,1.912339E-01
22.96307,40.61918,1.926270E-01
22.96313,40.61880,1.936132E-01
22.96306,40.61842,1.939145E-01
22.96293,40.61806,1.935219E-01
22.96274,40.61770,1.926313E-01
22.96249,40.61738,1.915480E-01
22.96214,40.61710,1.905554E-01
22.96177,40.61684,1.898722E-01
22.96141,40.61658,1.896567E-01
22.96104,40.61632,1.899480E-01
22.96068,40.61606,1.906734E-01
22.96031,40.61580,1.916391E-01
22.95994,40.61554,1.925602E-01
22.95958,40.61528,1.931297E-01
22.95921,40.61502,1.931230E-01
22.95885,40.61476,1.924968E-01
22.95848,40.61450,1.913932E-01
22.95812,40.61424,1.900648E-01
22.95775,40.61397,1.887407E-01
22.95741,40.61370,1.874513E-01
22.95725,40.61334,1.854843E-01
22.95721,40.61296,1.835186E-01
22.95724,40.61258,1.819754E-01
22.95726,40.61220,1.811028E-01
22.95729,40.61182,1.809301E-01
22.95732,40.61143,1.813651E-01
22.95735,40.61105,1.822234E-01
22.95738,40.61067,1.832697E-01
22.95741,40.61029,1.842924E-01
22.95744,40.60991,1.851526E-01
22.95747,40.60953,1.857947E-01
22.95750,40.60915,1.862366E-01
22.95753,40.60877,1.865517E-01
22.95756,40.60839,1.868633E-01
22.95759,40.60801,1.873282E-01
22.95762,40.60762,1.880951E-01
22.95765,40.60724,1.892496E-01
22.95768,40.60686,1.907292E-01
22.95774,40.60648,1.924715E-01
22.95783,40.60611,1.941733E-01
22.95793,40.60574,1.955089E-01
22.95804,40.60536,1.962236E-01
22.95814,40.60499,1.964951E-01
22.95825,40.60462,1.968220E-01
22.95835,40.60424,1.977934E-01
22.95846,40.60387,1.997716E-01
22.95856,40.60350,2.026023E-01
22.95867,40.60312,2.055655E-01
22.95877,40.60275,2.077242E-01
22.95879,40.60237,2.079094E-01
22.95870,40.60199,2.060425E-01
22.95861,40.60162,2.032231E-01
22.95851,40.60124,2.004956E-01
22.95842,40.60087,1.986769E-01
22.95832,40.60050,1.980413E-01
22.95815,40.60015,1.978874E-01
22.95785,40.59984,1.973441E-01
22.95747,40.59959,1.965233E-01
22.95721,40.59927,1.961011E-01
22.95716,40.59890,1.953469E-01
22.95731,40.59854,1.941847E-01
22.95766,40.59827,1.936406E-01
22.95811,40.59811,1.942471E-01
22.95852,40.59790,1.946345E-01
22.95887,40.59763,1.947745E-01
22.95921,40.59734,1.949576E-01
22.95954,40.59706,1.951100E-01
22.95983,40.59675,1.950826E-01
22.96002,40.59640,1.948407E-01
22.96022,40.59605,1.939017E-01
22.96038,40.59569,1.924266E-01
22.96051,40.59532,1.906812E-01
22.96064,40.59495,1.890058E-01
22.96077,40.59458,1.877751E-01
22.96090,40.59422,1.871486E-01
22.96106,40.59385,1.869974E-01
22.96135,40.59355,1.870450E-01
22.96174,40.59331,1.873062E-01
22.96213,40.59307,1.877452E-01
22.96256,40.59287,1.882120E-01
22.96301,40.59270,1.885033E-01
22.96350,40.59265,1.885903E-01
22.96399,40.59270,1.883182E-01
22.96449,40.59276,1.874780E-01
22.96498,40.59281,1.862604E-01
22.96548,40.59287,1.849561E-01
22.96598,40.59292,1.838058E-01
22.96647,40.59297,1.829464E-01
22.96697,40.59303,1.824033E-01
22.96746,40.59308,1.821170E-01
22.96796,40.59313,1.820176E-01
22.96845,40.59319,1.820470E-01
22.96895,40.59324,1.821672E-01
22.96945,40.59329,1.823658E-01
22.96995,40.59331,1.826212E-01
