lon,lat,PGV,PGA
22.95951,40.56594,1.000000E+01,5.515793E-01
22.96189,40.56594,1.000000E+01,5.525357E-01
22.96427,40.56594,1.000000E+01,5.534520E-01
22.96664,40.56594,1.000000E+01,5.543199E-01
22.96902,40.56594,1.000000E+01,5.833777E-01
22.97140,40.56594,1.000000E+01,5.841011E-01
22.97378,40.56594,1.000000E+01,5.847463E-01
22.97615,40.56594,1.000000E+01,6.095586E-01
22.97853,40.56594,1.000000E+01,6.103936E-01
22.98091,40.56594,1.000000E+01,6.111635E-01
22.98328,40.56594,1.000000E+01,6.118603E-01
22.98566,40.56594,1.000000E+01,5.937213E-01
22.98804,40.56594,1.000000E+01,5.939386E-01
22.99041,40.56594,1.000000E+01,5.941622E-01
22.99279,40.56594,1.000000E+01,5.805684E-01
22.99517,40.56594,1.000000E+01,5.806931E-01
22.99755,40.56594,1.000000E+01,5.807812E-01
22.99992,40.56594,1.000000E+01,5.808616E-01
23.00230,40.56594,1.000000E+01,5.743046E-01
22.94287,40.56817,1.000000E+01,5.205602E-01
22.94525,40.56817,1.000000E+01,5.215080E-01
22.94763,40.56817,1.000000E+01,5.224791E-01
22.95000,40.56817,1.000000E+01,5.718572E-01
22.95238,40.56817,1.000000E+01,5.730058E-01
22.95476,40.56817,1.000000E+01,5.741025E-01
22.95714,40.56817,1.000000E+01,5.751668E-01
22.95951,40.56817,1.000000E+01,6.051843E-01
22.96189,40.56817,1.000000E+01,6.062083E-01
22.96427,40.56817,1.000000E+01,6.071771E-01
22.96664,40.56817,1.000000E+01,6.080729E-01
22.96902,40.56817,1.000000E+01,6.099930E-01
22.97140,40.56817,1.000000E+01,6.107352E-01
22.97378,40.56817,1.000000E+01,6.113924E-01
22.97615,40.56817,1.000000E+01,6.007910E-01
22.97853,40.56817,1.000000E+01,6.012939E-01
22.98091,40.56817,1.000000E+01,6.017227E-01
22.98328,40.56817,1.000000E+01,6.021048E-01
22.98566,40.56817,1.000000E+01,5.816844E-01
22.98804,40.56817,1.000000E+01,5.819800E-01
22.99041,40.56817,1.000000E+01,5.822369E-01
22.99279,40.56817,1.000000E+01,5.695557E-01
22.99517,40.56817,1.000000E+01,5.697559E-01
22.99755,40.56817,1.000000E+01,5.699140E-01
22.99992,40.56817,1.000000E+01,5.700354E-01
23.00230,40.56817,1.000000E+01,5.632116E-01
22.94287,40.57040,1.000000E+01,5.209817E-01
22.94525,40.57040,1.000000E+01,5.219736E-01
22.94763,40.57040,1.000000E+01,5.229862E-01
22.95000,40.57040,1.000000E+01,5.736061E-01
22.95238,40.57040,1.000000E+01,5.747844E-01
22.95476,40.57040,1.000000E+01,5.759076E-01
22.95714,40.57040,1.000000E+01,5.770078E-01
22.95951,40.57040,1.000000E+01,6.077498E-01
22.96189,40.57040,1.000000E+01,6.088296E-01
22.96427,40.57040,1.000000E+01,6.098438E-01
22.96664,40.57040,1.000000E+01,6.107860E-01
22.96902,40.57040,1.000000E+01,6.127793E-01
22.97140,40.57040,1.000000E+01,6.135727E-01
22.97378,40.57040,1.000000E+01,6.142770E-01
22.97615,40.57040,1.000000E+01,6.034680E-01
22.97853,40.57040,1.000000E+01,6.040158E-01
22.98091,40.57040,1.000000E+01,6.044829E-01
22.98328,40.57040,1.000000E+01,6.048841E-01
22.98566,40.57040,1.000000E+01,5.839681E-01
22.98804,40.57040,1.000000E+01,5.843092E-01
22.99041,40.57040,1.000000E+01,5.846119E-01
22.99279,40.57040,1.000000E+01,5.716090E-01
22.99517,40.57040,1.000000E+01,5.718352E-01
22.99755,40.57040,1.000000E+01,5.720178E-01
22.99992,40.57040,1.000000E+01,5.721633E-01
23.00230,40.57040,1.000000E+01,5.651628E-01
22.94287,40.57263,1.000000E+01,5.214865E-01
22.94525,40.57263,1.000000E+01,5.225215E-01
22.94763,40.57263,1.000000E+01,5.235751E-01
22.95000,40.57263,1.000000E+01,5.757463E-01
22.95238,40.57263,1.000000E+01,5.770100E-01
22.95476,40.57263,1.000000E+01,5.782019E-01
22.95714,40.57263,1.000000E+01,5.793581E-01
22.95951,40.57263,1.000000E+01,6.109003E-01
22.96189,40.57263,1.000000E+01,6.120222E-01
22.96427,40.57263,1.000000E+01,6.130877E-01
22.96664,40.57263,1.000000E+01,6.140789E-01
22.96902,40.57263,1.000000E+01,6.161478E-01
22.97140,40.57263,1.000000E+01,6.169889E-01
22.97378,40.57263,1.000000E+01,6.177419E-01
22.97615,40.57263,1.000000E+01,6.066805E-01
22.97853,40.57263,1.000000E+01,6.072730E-01
22.98091,40.57263,1.000000E+01,6.077926E-01
22.98328,40.57263,1.000000E+01,6.082436E-01
22.98566,40.57263,1.000000E+01,5.867323E-01
22.98804,40.57263,1.000000E+01,5.870834E-01
22.99041,40.57263,1.000000E+01,5.873850E-01
22.99279,40.57263,1.000000E+01,5.739686E-01
22.99517,40.57263,1.000000E+01,5.742173E-01
22.99755,40.57263,1.000000E+01,5.744222E-01
22.99992,40.57263,1.000000E+01,5.745868E-01
23.00230,40.57263,1.000000E+01,5.673668E-01
22.94287,40.57486,1.000000E+01,5.220318E-01
22.94525,40.57486,1.000000E+01,5.231254E-01
22.94763,40.57486,1.000000E+01,5.242311E-01
22.95000,40.57486,1.000000E+01,5.782744E-01
22.95238,40.57486,1.000000E+01,5.796260E-01
22.95476,40.57486,1.000000E+01,5.808857E-01
22.95714,40.57486,1.000000E+01,5.821009E-01
22.95951,40.57486,1.000000E+01,6.146739E-01
22.96189,40.57486,1.000000E+01,6.158568E-01
22.96427,40.57486,1.000000E+01,6.169663E-01
22.96664,40.57486,1.000000E+01,6.180191E-01
22.96902,40.57486,1.000000E+01,6.201754E-01
22.97140,40.57486,1.000000E+01,6.210691E-01
22.97378,40.57486,1.000000E+01,6.218756E-01
22.97615,40.57486,1.000000E+01,6.105201E-01
22.97853,40.57486,1.000000E+01,6.111538E-01
22.98091,40.57486,1.000000E+01,6.117195E-01
22.98328,40.57486,1.000000E+01,6.121976E-01
22.98566,40.57486,1.000000E+01,5.899566E-01
22.98804,40.57486,1.000000E+01,5.903285E-01
22.99041,40.57486,1.000000E+01,5.906403E-01
22.99279,40.57486,1.000000E+01,5.767093E-01
22.99517,40.57486,1.000000E+01,5.769390E-01
22.99755,40.57486,1.000000E+01,5.771506E-01
22.99992,40.57486,1.000000E+01,5.773303E-01
23.00230,40.57486,1.000000E+01,5.698599E-01
22.93337,40.57709,1.000000E+01,5.212170E-01
22.93574,40.57709,1.000000E+01,5.222316E-01
22.93812,40.57709,1.000000E+01,5.233068E-01
22.94050,40.57709,1.000000E+01,5.243437E-01
22.94287,40.57709,1.000000E+01,5.777137E-01
22.94525,40.57709,1.000000E+01,5.793807E-01
22.94763,40.57709,1.000000E+01,5.810116E-01
22.95000,40.57709,1.000000E+01,6.163332E-01
22.95238,40.57709,1.000000E+01,6.179557E-01
22.95476,40.57709,1.000000E+01,6.194384E-01
22.95714,40.57709,1.000000E+01,6.208526E-01
22.95951,40.57709,1.000000E+01,6.376286E-01
22.96189,40.57709,1.000000E+01,6.389649E-01
22.96427,40.57709,1.000000E+01,6.402033E-01
22.96664,40.57709,1.000000E+01,6.413440E-01
22.96902,40.57709,1.000000E+01,6.438008E-01
22.97140,40.57709,1.000000E+01,6.447706E-01
22.97378,40.57709,1.000000E+01,6.456532E-01
22.97615,40.57709,1.000000E+01,6.203784E-01
22.97853,40.57709,1.000000E+01,6.210663E-01
22.98091,40.57709,1.000000E+01,6.216594E-01
22.98328,40.57709,1.000000E+01,6.221539E-01
22.98566,40.57709,1.000000E+01,5.908141E-01
22.98804,40.57709,1.000000E+01,5.912040E-01
22.99041,40.57709,1.000000E+01,5.915252E-01
22.99279,40.57709,1.000000E+01,5.795584E-01
22.99517,40.57709,1.000000E+01,5.797937E-01
22.99755,40.57709,1.000000E+01,5.799785E-01
22.99992,40.57709,1.000000E+01,5.801322E-01
23.00230,40.57709,1.000000E+01,5.759766E-01
22.93337,40.57932,1.000000E+01,5.215791E-01
