sids,lon,lat,depth,vs30,vs30measured,slope,geology,xvf,region
1363,22.93574,40.66184,0.00000,4.23646E+02,0,3.55832E-02,HOLOCENE,-1.50000E+02,2
1364,22.93812,40.66184,0.00000,4.23646E+02,0,3.55832E-02,HOLOCENE,-1.50000E+02,2
1365,22.94050,40.66184,0.00000,4.23646E+02,0,3.55832E-02,HOLOCENE,-1.50000E+02,2
1366,22.94287,40.66184,0.00000,4.69148E+02,0,5.25546E-02,HOLOCENE,-1.50000E+02,2
1367,22.94525,40.66184,0.00000,4.69148E+02,0,5.25546E-02,HOLOCENE,-1.50000E+02,2
1368,22.94763,40.66184,0.00000,4.69148E+02,0,5.25546E-02,HOLOCENE,-1.50000E+02,2
1369,22.95000,40.66184,0.00000,4.84964E+02,0,5.84387E-02,CENOZOIC,-1.50000E+02,2
1370,22.95238,40.66184,0.00000,4.84964E+02,0,5.84387E-02,CENOZOIC,-1.50000E+02,2
1371,22.95476,40.66184,0.00000,4.84964E+02,0,5.84387E-02,CENOZOIC,-1.50000E+02,2
1372,22.95714,40.66184,0.00000,4.84964E+02,0,5.84387E-02,CENOZOIC,-1.50000E+02,2
1373,22.95951,40.66184,0.00000,4.92918E+02,0,3.56633E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1374,22.96189,40.66184,0.00000,4.92918E+02,0,3.56633E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1375,22.96427,40.66184,0.00000,4.92918E+02,0,3.56633E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1376,22.96664,40.66184,0.00000,4.92918E+02,0,3.56633E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1377,22.96902,40.66184,0.00000,5.10842E+02,0,4.32504E-02,CENOZOIC,-1.50000E+02,2
1378,22.97140,40.66184,0.00000,5.10842E+02,0,4.32504E-02,CENOZOIC,-1.50000E+02,2
1379,22.97378,40.66184,0.00000,5.10842E+02,0,4.32504E-02,CENOZOIC,-1.50000E+02,2
1380,22.97615,40.66184,0.00000,5.26751E+02,0,5.09897E-02,CENOZOIC,-1.50000E+02,2
1381,22.97853,40.66184,0.00000,5.26751E+02,0,5.09897E-02,CENOZOIC,-1.50000E+02,2
1382,22.98091,40.66184,0.00000,5.26751E+02,0,5.09897E-02,CENOZOIC,-1.50000E+02,2
1383,22.98328,40.66184,0.00000,5.26751E+02,0,5.09897E-02,CENOZOIC,-1.50000E+02,2
1384,22.98566,40.66184,0.00000,5.64527E+02,0,9.07900E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1385,22.98804,40.66184,0.00000,5.64527E+02,0,9.07900E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1386,22.99041,40.66184,0.00000,5.64527E+02,0,9.07900E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1387,22.99279,40.66184,0.00000,6.50975E+02,0,1.22294E-01,JURASSIC-TRIASSIC,-1.50000E+02,2
1388,22.99517,40.66184,0.00000,6.50975E+02,0,1.22294E-01,JURASSIC-TRIASSIC,-1.50000E+02,2
1389,22.99755,40.66184,0.00000,6.50975E+02,0,1.22294E-01,JURASSIC-TRIASSIC,-1.50000E+02,2
1390,22.99992,40.66184,0.00000,6.50975E+02,0,1.22294E-01,JURASSIC-TRIASSIC,-1.50000E+02,2
1391,23.00230,40.66184,0.00000,6.76272E+02,0,1.25919E-01,PALEOZOIC,-1.50000E+02,2
1392,22.89771,40.66407,0.00000,3.23812E+02,0,1.31646E-02,HOLOCENE,-1.50000E+02,2
1393,22.90009,40.66407,0.00000,3.54770E+02,0,1.85484E-02,HOLOCENE,-1.50000E+02,2
1394,22.90246,40.66407,0.00000,3.54770E+02,0,1.85484E-02,HOLOCENE,-1.50000E+02,2
1395,22.90484,40.66407,0.00000,3.54770E+02,0,1.85484E-02,HOLOCENE,-1.50000E+02,2
1396,22.90722,40.66407,0.00000,3.54770E+02,0,1.85484E-02,HOLOCENE,-1.50000E+02,2
1397,22.90960,40.66407,0.00000,3.71650E+02,0,1.91133E-02,HOLOCENE,-1.50000E+02,2
1398,22.91197,40.66407,0.00000,3.71650E+02,0,1.91133E-02,HOLOCENE,-1.50000E+02,2
1399,22.91435,40.66407,0.00000,3.71650E+02,0,1.91133E-02,HOLOCENE,-1.50000E+02,2
1400,22.91673,40.66407,0.00000,3.76708E+02,0,1.97468E-02,HOLOCENE,-1.50000E+02,2
1401,22.91910,40.66407,0.00000,3.76708E+02,0,1.97468E-02,HOLOCENE,-1.50000E+02,2
1402,22.92148,40.66407,0.00000,3.76708E+02,0,1.97468E-02,HOLOCENE,-1.50000E+02,2
1403,22.92386,40.66407,0.00000,3.76708E+02,0,1.97468E-02,HOLOCENE,-1.50000E+02,2
1404,22.92623,40.66407,0.00000,3.84361E+02,0,2.23210E-02,HOLOCENE,-1.50000E+02,2
1405,22.92861,40.66407,0.00000,3.84361E+02,0,2.23210E-02,HOLOCENE,-1.50000E+02,2
1406,22.93099,40.66407,0.00000,3.84361E+02,0,2.23210E-02,HOLOCENE,-1.50000E+02,2
1407,22.93337,40.66407,0.00000,4.23646E+02,0,3.55832E-02,HOLOCENE,-1.50000E+02,2
1408,22.93574,40.66407,0.00000,4.23646E+02,0,3.55832E-02,HOLOCENE,-1.50000E+02,2
1409,22.93812,40.66407,0.00000,4.23646E+02,0,3.55832E-02,HOLOCENE,-1.50000E+02,2
1410,22.94050,40.66407,0.00000,4.23646E+02,0,3.55832E-02,HOLOCENE,-1.50000E+02,2
1411,22.94287,40.66407,0.00000,4.69148E+02,0,5.25546E-02,HOLOCENE,-1.50000E+02,2
1412,22.94525,40.66407,0.00000,4.69148E+02,0,5.25546E-02,HOLOCENE,-1.50000E+02,2
1413,22.94763,40.66407,0.00000,4.69148E+02,0,5.25546E-02,HOLOCENE,-1.50000E+02,2
1414,22.95000,40.66407,0.00000,4.84964E+02,0,5.84387E-02,CENOZOIC,-1.50000E+02,2
1415,22.95238,40.66407,0.00000,4.84964E+02,0,5.84387E-02,CENOZOIC,-1.50000E+02,2
1416,22.95476,40.66407,0.00000,4.84964E+02,0,5.84387E-02,CENOZOIC,-1.50000E+02,2
1417,22.95714,40.66407,0.00000,4.84964E+02,0,5.84387E-02,CENOZOIC,-1.50000E+02,2
1418,22.95951,40.66407,0.00000,4.92918E+02,0,3.56633E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1419,22.96189,40.66407,0.00000,4.92918E+02,0,3.56633E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1420,22.96427,40.66407,0.00000,4.92918E+02,0,3.56633E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1421,22.96664,40.66407,0.00000,4.92918E+02,0,3.56633E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1422,22.96902,40.66407,0.00000,5.10842E+02,0,4.32504E-02,CENOZOIC,-1.50000E+02,2
1423,22.97140,40.66407,0.00000,5.10842E+02,0,4.32504E-02,CENOZOIC,-1.50000E+02,2
1424,22.97378,40.66407,0.00000,5.10842E+02,0,4.32504E-02,CENOZOIC,-1.50000E+02,2
1425,22.97615,40.66407,0.00000,5.26751E+02,0,5.09897E-02,CENOZOIC,-1.50000E+02,2
1426,22.97853,40.66407,0.00000,5.26751E+02,0,5.09897E-02,CENOZOIC,-1.50000E+02,2
1427,22.98091,40.66407,0.00000,5.26751E+02,0,5.09897E-02,CENOZOIC,-1.50000E+02,2
1428,22.98328,40.66407,0.00000,5.26751E+02,0,5.09897E-02,CENOZOIC,-1.50000E+02,2
1429,22.98566,40.66407,0.00000,5.64527E+02,0,9.07900E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1430,22.98804,40.66407,0.00000,5.64527E+02,0,9.07900E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1431,22.99041,40.66407,0.00000,5.64527E+02,0,9.07900E-02,JURASSIC-TRIASSIC,-1.50000E+02,2
1432,22.99279,40.66407,0.00000,6.50975E+02,0,1.22294E-01,JURASSIC-TRIASSIC,-1.50000E+02,2
1433,22.99517,40.66407,0.00000,6.50975E+02,0,1.22294E-01,JURASSIC-TRIASSIC,-1.50000E+02,2
1434,22.99755,40.66407,0.00000,6.50975E+02,0,1.22294E-01,JURASSIC-TRIASSIC,-1.50000E+02,2
1435,22.99992,40.66407,0.00000,6.50975E+02,0,1.22294E-01,JURASSIC-TRIASSIC,-1.50000E+02,2
1436,23.00230,40.66407,0.00000,6.76272E+02,0,1.25919E-01,PALEOZOIC,-1.50000E+02,2
