sids,lon,lat,depth,vs30,vs30measured,slope,geology,xvf,region
0,22.95951,40.56594,0.00000,5.00089E+02,0,2.37084E-02,UNKNOWN,-1.50000E+02,2
1,22.96189,40.56594,0.00000,5.00089E+02,0,2.37084E-02,UNKNOWN,-1.50000E+02,2
2,22.96427,40.56594,0.00000,5.00089E+02,0,2.37084E-02,UNKNOWN,-1.50000E+02,2
3,22.96664,40.56594,0.00000,5.00089E+02,0,2.37084E-02,UNKNOWN,-1.50000E+02,2
4,22.96902,40.56594,0.00000,4.41079E+02,0,2.49302E-02,UNKNOWN,-1.50000E+02,2
5,22.97140,40.56594,0.00000,4.41079E+02,0,2.49302E-02,UNKNOWN,-1.50000E+02,2
6,22.97378,40.56594,0.00000,4.41079E+02,0,2.49302E-02,UNKNOWN,-1.50000E+02,2
7,22.97615,40.56594,0.00000,3.92924E+02,0,2.65396E-02,UNKNOWN,-1.50000E+02,2
8,22.97853,40.56594,0.00000,3.92924E+02,0,2.65396E-02,UNKNOWN,-1.50000E+02,2
9,22.98091,40.56594,0.00000,3.92924E+02,0,2.65396E-02,UNKNOWN,-1.50000E+02,2
10,22.98328,40.56594,0.00000,3.92924E+02,0,2.65396E-02,UNKNOWN,-1.50000E+02,2
11,22.98566,40.56594,0.00000,4.26867E+02,0,3.22547E-02,UNKNOWN,-1.50000E+02,2
12,22.98804,40.56594,0.00000,4.26867E+02,0,3.22547E-02,UNKNOWN,-1.50000E+02,2
13,22.99041,40.56594,0.00000,4.26867E+02,0,3.22547E-02,UNKNOWN,-1.50000E+02,2
14,22.99279,40.56594,0.00000,4.55511E+02,0,4.13254E-02,HOLOCENE,-1.50000E+02,2
15,22.99517,40.56594,0.00000,4.55511E+02,0,4.13254E-02,HOLOCENE,-1.50000E+02,2
16,22.99755,40.56594,0.00000,4.55511E+02,0,4.13254E-02,HOLOCENE,-1.50000E+02,2
17,22.99992,40.56594,0.00000,4.55511E+02,0,4.13254E-02,HOLOCENE,-1.50000E+02,2
18,23.00230,40.56594,0.00000,4.69631E+02,0,4.04078E-02,HOLOCENE,-1.50000E+02,2
19,22.94287,40.56817,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
20,22.94525,40.56817,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
21,22.94763,40.56817,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
22,22.95000,40.56817,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
23,22.95238,40.56817,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
24,22.95476,40.56817,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
25,22.95714,40.56817,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
26,22.95951,40.56817,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
27,22.96189,40.56817,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
28,22.96427,40.56817,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
29,22.96664,40.56817,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
30,22.96902,40.56817,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
31,22.97140,40.56817,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
32,22.97378,40.56817,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
33,22.97615,40.56817,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
34,22.97853,40.56817,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
35,22.98091,40.56817,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
36,22.98328,40.56817,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
37,22.98566,40.56817,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
38,22.98804,40.56817,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
39,22.99041,40.56817,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
40,22.99279,40.56817,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
41,22.99517,40.56817,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
42,22.99755,40.56817,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
43,22.99992,40.56817,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
44,23.00230,40.56817,0.00000,4.97280E+02,0,5.42143E-02,CENOZOIC,-1.50000E+02,2
45,22.94287,40.57040,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
46,22.94525,40.57040,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
47,22.94763,40.57040,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
48,22.95000,40.57040,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
49,22.95238,40.57040,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
50,22.95476,40.57040,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
51,22.95714,40.57040,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
52,22.95951,40.57040,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
53,22.96189,40.57040,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
54,22.96427,40.57040,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
55,22.96664,40.57040,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
56,22.96902,40.57040,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
57,22.97140,40.57040,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
58,22.97378,40.57040,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
59,22.97615,40.57040,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
60,22.97853,40.57040,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
61,22.98091,40.57040,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
62,22.98328,40.57040,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
63,22.98566,40.57040,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
64,22.98804,40.57040,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
65,22.99041,40.57040,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
66,22.99279,40.57040,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
67,22.99517,40.57040,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
68,22.99755,40.57040,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
69,22.99992,40.57040,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
70,23.00230,40.57040,0.00000,4.97280E+02,0,5.42143E-02,CENOZOIC,-1.50000E+02,2
71,22.94287,40.57263,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
72,22.94525,40.57263,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
73,22.94763,40.57263,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
74,22.95000,40.57263,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
75,22.95238,40.57263,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
76,22.95476,40.57263,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
77,22.95714,40.57263,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
78,22.95951,40.57263,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
79,22.96189,40.57263,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
80,22.96427,40.57263,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
81,22.96664,40.57263,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
82,22.96902,40.57263,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
83,22.97140,40.57263,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
84,22.97378,40.57263,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
85,22.97615,40.57263,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
86,22.97853,40.57263,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
87,22.98091,40.57263,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
88,22.98328,40.57263,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
89,22.98566,40.57263,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
90,22.98804,40.57263,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
91,22.99041,40.57263,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
92,22.99279,40.57263,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
93,22.99517,40.57263,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
94,22.99755,40.57263,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
95,22.99992,40.57263,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
96,23.00230,40.57263,0.00000,4.97280E+02,0,5.42143E-02,CENOZOIC,-1.50000E+02,2
97,22.94287,40.57486,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
98,22.94525,40.57486,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
99,22.94763,40.57486,0.00000,5.53484E+02,0,2.57951E-02,UNKNOWN,-1.50000E+02,2
100,22.95000,40.57486,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
101,22.95238,40.57486,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
102,22.95476,40.57486,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
103,22.95714,40.57486,0.00000,4.51652E+02,0,3.35180E-02,UNKNOWN,-1.50000E+02,2
104,22.95951,40.57486,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
105,22.96189,40.57486,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
106,22.96427,40.57486,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
107,22.96664,40.57486,0.00000,3.93570E+02,0,3.09702E-02,UNKNOWN,-1.50000E+02,2
108,22.96902,40.57486,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
109,22.97140,40.57486,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
110,22.97378,40.57486,0.00000,3.91412E+02,0,2.79649E-02,UNKNOWN,-1.50000E+02,2
111,22.97615,40.57486,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
112,22.97853,40.57486,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
113,22.98091,40.57486,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
114,22.98328,40.57486,0.00000,4.13582E+02,0,2.64157E-02,CENOZOIC,-1.50000E+02,2
115,22.98566,40.57486,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
116,22.98804,40.57486,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
117,22.99041,40.57486,0.00000,4.55749E+02,0,4.22144E-02,CENOZOIC,-1.50000E+02,2
118,22.99279,40.57486,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
119,22.99517,40.57486,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
120,22.99755,40.57486,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
121,22.99992,40.57486,0.00000,4.82670E+02,0,5.04120E-02,CENOZOIC,-1.50000E+02,2
122,23.00230,40.57486,0.00000,4.97280E+02,0,5.42143E-02,CENOZOIC,-1.50000E+02,2
123,22.93337,40.57709,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
124,22.93574,40.57709,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
125,22.93812,40.57709,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
126,22.94050,40.57709,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
127,22.94287,40.57709,0.00000,4.49078E+02,0,2.80341E-02,UNKNOWN,-1.50000E+02,2
128,22.94525,40.57709,0.00000,4.49078E+02,0,2.80341E-02,UNKNOWN,-1.50000E+02,2
129,22.94763,40.57709,0.00000,4.49078E+02,0,2.80341E-02,UNKNOWN,-1.50000E+02,2
130,22.95000,40.57709,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
131,22.95238,40.57709,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
132,22.95476,40.57709,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
133,22.95714,40.57709,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
134,22.95951,40.57709,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
135,22.96189,40.57709,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
136,22.96427,40.57709,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
137,22.96664,40.57709,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
138,22.96902,40.57709,0.00000,3.58301E+02,0,1.11031E-02,CENOZOIC,-1.50000E+02,2
139,22.97140,40.57709,0.00000,3.58301E+02,0,1.11031E-02,CENOZOIC,-1.50000E+02,2
140,22.97378,40.57709,0.00000,3.58301E+02,0,1.11031E-02,CENOZOIC,-1.50000E+02,2
141,22.97615,40.57709,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
142,22.97853,40.57709,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
143,22.98091,40.57709,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
144,22.98328,40.57709,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
145,22.98566,40.57709,0.00000,4.60925E+02,0,4.82644E-02,CENOZOIC,-1.50000E+02,2
146,22.98804,40.57709,0.00000,4.60925E+02,0,4.82644E-02,CENOZOIC,-1.50000E+02,2
147,22.99041,40.57709,0.00000,4.60925E+02,0,4.82644E-02,CENOZOIC,-1.50000E+02,2
148,22.99279,40.57709,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
149,22.99517,40.57709,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
150,22.99755,40.57709,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
151,22.99992,40.57709,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
152,23.00230,40.57709,0.00000,4.91189E+02,0,4.77927E-02,CENOZOIC,-1.50000E+02,2
153,22.93337,40.57932,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
154,22.93574,40.57932,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
155,22.93812,40.57932,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
156,22.94050,40.57932,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
157,22.94287,40.57932,0.00000,4.49078E+02,0,2.80341E-02,UNKNOWN,-1.50000E+02,2
158,22.94525,40.57932,0.00000,4.49078E+02,0,2.80341E-02,UNKNOWN,-1.50000E+02,2
159,22.94763,40.57932,0.00000,4.49078E+02,0,2.80341E-02,UNKNOWN,-1.50000E+02,2
160,22.95000,40.57932,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
161,22.95238,40.57932,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
162,22.95476,40.57932,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
163,22.95714,40.57932,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
164,22.95951,40.57932,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
165,22.96189,40.57932,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
166,22.96427,40.57932,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
167,22.96664,40.57932,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
168,22.96902,40.57932,0.00000,3.58301E+02,0,1.11031E-02,CENOZOIC,-1.50000E+02,2
169,22.97140,40.57932,0.00000,3.58301E+02,0,1.11031E-02,CENOZOIC,-1.50000E+02,2
170,22.97378,40.57932,0.00000,3.58301E+02,0,1.11031E-02,CENOZOIC,-1.50000E+02,2
171,22.97615,40.57932,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
172,22.97853,40.57932,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
173,22.98091,40.57932,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
174,22.98328,40.57932,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
175,22.98566,40.57932,0.00000,4.60925E+02,0,4.82644E-02,CENOZOIC,-1.50000E+02,2
176,22.98804,40.57932,0.00000,4.60925E+02,0,4.82644E-02,CENOZOIC,-1.50000E+02,2
177,22.99041,40.57932,0.00000,4.60925E+02,0,4.82644E-02,CENOZOIC,-1.50000E+02,2
178,22.99279,40.57932,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
179,22.99517,40.57932,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
180,22.99755,40.57932,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
181,22.99992,40.57932,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
182,23.00230,40.57932,0.00000,4.91189E+02,0,4.77927E-02,CENOZOIC,-1.50000E+02,2
183,22.93337,40.58155,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
184,22.93574,40.58155,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
185,22.93812,40.58155,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
186,22.94050,40.58155,0.00000,5.47774E+02,0,2.41845E-02,UNKNOWN,-1.50000E+02,2
187,22.94287,40.58155,0.00000,4.49078E+02,0,2.80341E-02,UNKNOWN,-1.50000E+02,2
188,22.94525,40.58155,0.00000,4.49078E+02,0,2.80341E-02,UNKNOWN,-1.50000E+02,2
189,22.94763,40.58155,0.00000,4.49078E+02,0,2.80341E-02,UNKNOWN,-1.50000E+02,2
190,22.95000,40.58155,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
191,22.95238,40.58155,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
192,22.95476,40.58155,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
193,22.95714,40.58155,0.00000,3.87964E+02,0,2.19443E-02,UNKNOWN,-1.50000E+02,2
194,22.95951,40.58155,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
195,22.96189,40.58155,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
196,22.96427,40.58155,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
197,22.96664,40.58155,0.00000,3.60769E+02,0,1.06393E-02,CENOZOIC,-1.50000E+02,2
198,22.96902,40.58155,0.00000,3.58301E+02,0,1.11031E-02,CENOZOIC,-1.50000E+02,2
199,22.97140,40.58155,0.00000,3.58301E+02,0,1.11031E-02,CENOZOIC,-1.50000E+02,2
200,22.97378,40.58155,0.00000,3.58301E+02,0,1.11031E-02,CENOZOIC,-1.50000E+02,2
201,22.97615,40.58155,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
202,22.97853,40.58155,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
203,22.98091,40.58155,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
204,22.98328,40.58155,0.00000,4.04006E+02,0,2.61254E-02,CENOZOIC,-1.50000E+02,2
205,22.98566,40.58155,0.00000,4.60925E+02,0,4.82644E-02,CENOZOIC,-1.50000E+02,2
206,22.98804,40.58155,0.00000,4.60925E+02,0,4.82644E-02,CENOZOIC,-1.50000E+02,2
207,22.99041,40.58155,0.00000,4.60925E+02,0,4.82644E-02,CENOZOIC,-1.50000E+02,2
208,22.99279,40.58155,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
209,22.99517,40.58155,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
210,22.99755,40.58155,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
211,22.99992,40.58155,0.00000,4.83269E+02,0,4.73966E-02,CENOZOIC,-1.50000E+02,2
212,23.00230,40.58155,0.00000,4.91189E+02,0,4.77927E-02,CENOZOIC,-1.50000E+02,2
213,22.93337,40.58378,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
214,22.93574,40.58378,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
215,22.93812,40.58378,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
216,22.94050,40.58378,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
217,22.94287,40.58378,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
218,22.94525,40.58378,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
219,22.94763,40.58378,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
220,22.95000,40.58378,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
221,22.95238,40.58378,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
222,22.95476,40.58378,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
223,22.95714,40.58378,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
224,22.95951,40.58378,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
225,22.96189,40.58378,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
226,22.96427,40.58378,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
227,22.96664,40.58378,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
228,22.96902,40.58378,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
229,22.97140,40.58378,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
230,22.97378,40.58378,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
231,22.97615,40.58378,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
232,22.97853,40.58378,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
233,22.98091,40.58378,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
234,22.98328,40.58378,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
235,22.98566,40.58378,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
236,22.98804,40.58378,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
237,22.99041,40.58378,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
238,22.99279,40.58378,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
239,22.99517,40.58378,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
240,22.99755,40.58378,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
241,22.99992,40.58378,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
242,23.00230,40.58378,0.00000,4.72133E+02,0,4.22676E-02,CENOZOIC,-1.50000E+02,2
243,22.93337,40.58601,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
244,22.93574,40.58601,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
245,22.93812,40.58601,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
246,22.94050,40.58601,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
247,22.94287,40.58601,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
248,22.94525,40.58601,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
249,22.94763,40.58601,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
250,22.95000,40.58601,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
251,22.95238,40.58601,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
252,22.95476,40.58601,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
253,22.95714,40.58601,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
254,22.95951,40.58601,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
255,22.96189,40.58601,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
256,22.96427,40.58601,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
257,22.96664,40.58601,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
