δ,lnPGA,lnPGV
-7.850932890239575,1.0823819870118554,-2.8602255980857665
-7.217437254491777,0.9981800535061639,-1.6136788424788568
-6.8984101605040635,0.9456411628933609,-1.161606083509915
-6.96399487101116,1.0510719431498663,-1.0427760351637183
-6.646057252137942,0.9827114181271663,-0.8305560236460625
-7.342116767792886,0.9317729809387265,-1.0875981080622323
-7.062193357795169,1.0626176860197043,-0.48585570003641176
-6.844264074918073,1.0546932462978817,-0.27383655222973424
-6.389975692735917,1.3091707387681526,-0.359343673259677
-6.326173957323108,1.2316738042510367,-0.12301317778632313
