#,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-05-21T13:23:20', checksum=3829219473, kind='mean', investigation_time=1.0, imt='PGA'"
lon,lat,depth,poe-0.0005000,poe-0.0007184,poe-0.0010323,poe-0.0014833,poe-0.0021314,poe-0.0030626,poe-0.0044006,poe-0.0063231,poe-0.0090856,poe-0.0130550,poe-0.0187586,poe-0.0269540,poe-0.0387298,poe-0.0556504,poe-0.0799635,poe-0.1148985,poe-0.1650964,poe-0.2372250,poe-0.3408658,poe-0.4897860,poe-0.7037678,poe-1.0112356,poe-1.4530325,poe-2.0878452,poe-3.0000000
22.95878,40.60230,0.00000,9.404336E-01,9.102480E-01,8.666396E-01,8.079112E-01,7.340836E-01,6.471611E-01,5.511006E-01,4.515111E-01,3.548667E-01,2.671972E-01,1.927729E-01,1.334195E-01,8.871149E-02,5.672935E-02,3.490845E-02,2.066926E-02,1.176500E-02,6.424411E-03,3.352358E-03,1.660010E-03,7.721662E-04,3.328655E-04,1.305194E-04,4.537349E-05,1.370159E-05
22.95847,40.60108,0.00000,9.406677E-01,9.105102E-01,8.669249E-01,8.082076E-01,7.343733E-01,6.474241E-01,5.513210E-01,4.516797E-01,3.549844E-01,2.672714E-01,1.928148E-01,1.334402E-01,8.871985E-02,5.673037E-02,3.490443E-02,2.066092E-02,1.175333E-02,6.411185E-03,3.339743E-03,1.649705E-03,7.648865E-04,3.284010E-04,1.281550E-04,4.431439E-05,1.329265E-05
22.95838,40.60071,0.00000,9.406810E-01,9.105295E-01,8.669502E-01,8.082380E-01,7.344068E-01,6.474581E-01,5.513524E-01,4.517065E-01,3.550050E-01,2.672856E-01,1.928236E-01,1.334449E-01,8.872178E-02,5.673059E-02,3.490319E-02,2.065840E-02,1.174979E-02,6.407167E-03,3.335913E-03,1.646584E-03,7.626888E-04,3.270573E-04,1.274449E-04,4.399871E-05,1.317113E-05
22.95827,40.60027,0.00000,9.332632E-01,8.990715E-01,8.505920E-01,7.865802E-01,7.076908E-01,6.166634E-01,5.181791E-01,4.183654E-01,3.237906E-01,2.400436E-01,1.705757E-01,1.163454E-01,7.627492E-02,4.810644E-02,2.919463E-02,1.703874E-02,9.549136E-03,5.123968E-03,2.618880E-03,1.264746E-03,5.704243E-04,2.367291E-04,8.860790E-05,2.909752E-05,8.187699E-06
22.95793,40.59990,0.00000,9.405455E-01,9.100263E-01,8.659440E-01,8.066145E-01,7.321011E-01,6.444870E-01,5.478439E-01,4.479016E-01,3.512161E-01,2.638148E-01,1.898819E-01,1.311204E-01,8.699531E-02,5.551554E-02,3.408776E-02,2.013340E-02,1.142391E-02,6.211658E-03,3.222502E-03,1.583407E-03,7.292590E-04,3.105634E-04,1.199916E-04,4.101036E-05,1.211803E-05
22.95772,40.59974,0.00000,9.405508E-01,9.100336E-01,8.659533E-01,8.066249E-01,7.321116E-01,6.444964E-01,5.478510E-01,4.479057E-01,3.512173E-01,2.638132E-01,1.898786E-01,1.311163E-01,8.699135E-02,5.551202E-02,3.408457E-02,2.013036E-02,1.142090E-02,6.208797E-03,3.220012E-03,1.581484E-03,7.279548E-04,3.097846E-04,1.195901E-04,4.083450E-05,1.205132E-05
22.95749,40.59961,0.00000,9.405556E-01,9.100401E-01,8.659614E-01,8.066341E-01,7.321210E-01,6.445044E-01,5.478565E-01,4.479080E-01,3.512162E-01,2.638096E-01,1.898735E-01,1.311110E-01,8.698649E-02,5.550788E-02,3.408109E-02,2.012722E-02,1.141795E-02,6.206084E-03,3.217696E-03,1.579714E-03,7.267657E-04,3.090762E-04,1.192265E-04,4.067548E-05,1.199109E-05
22.95730,40.59943,0.00000,9.405921E-01,9.100922E-01,8.660331E-01,8.067269E-01,7.322323E-01,6.446273E-01,5.479805E-01,4.480214E-01,3.513099E-01,2.638786E-01,1.899184E-01,1.311363E-01,8.699841E-02,5.551203E-02,3.408124E-02,2.012543E-02,1.141532E-02,6.203266E-03,3.215146E-03,1.577716E-03,7.254053E-04,3.082623E-04,1.188076E-04,4.049182E-05,1.192138E-05
22.95719,40.59923,0.00000,9.405994E-01,9.101027E-01,8.660467E-01,8.067431E-01,7.322499E-01,6.446447E-01,5.479960E-01,4.480337E-01,3.513183E-01,2.638835E-01,1.899206E-01,1.311367E-01,8.699775E-02,5.551083E-02,3.407958E-02,2.012333E-02,1.141285E-02,6.200678E-03,3.212788E-03,1.575848E-03,7.241212E-04,3.074910E-04,1.184088E-04,4.031690E-05,1.185509E-05
22.95714,40.59900,0.00000,9.406079E-01,9.101149E-01,8.660627E-01,8.067623E-01,7.322711E-01,6.446660E-01,5.480159E-01,4.480506E-01,3.513314E-01,2.638927E-01,1.899263E-01,1.311397E-01,8.699907E-02,5.551099E-02,3.407885E-02,2.012175E-02,1.141064E-02,6.198197E-03,3.210451E-03,1.573968E-03,7.228163E-04,3.067048E-04,1.180009E-04,4.013808E-05,1.178723E-05
